r(x_rel=0.25)	t=0	t=1000	t=2000	t=3000	t=4000	t=5000	t=6000	t=7000	t=8000	t=9000	t=10000	t=11000	t=12000	t=13000	t=14000	t=15000	t=16000	t=17000	t=18000	t=19000	t=20000	t=21000	t=22000	t=23000	t=24000	t=25000	t=26000	t=27000	t=28000	t=29000	t=30000	t=31000	t=32000	t=33000	t=34000	t=35000	t=36000	t=37000	t=38000	t=39000	t=40000	t=41000	t=42000	t=43000	t=44000	t=45000	t=46000	t=47000	t=48000	t=49000	t=50000	t=51000	t=52000	t=53000	t=54000	t=55000	t=56000	t=57000	t=58000	t=59000	t=60000	t=61000	t=62000	t=63000	t=64000	t=65000	t=66000	t=67000	t=68000	t=69000	t=70000	t=71000	t=72000	t=73000	t=74000	t=75000	t=76000	t=77000	t=78000	t=79000	t=80000	t=81000	t=82000	t=83000	t=84000	t=85000	t=86000	t=87000	t=88000	t=89000	t=90000	t=91000	t=92000	t=93000	t=94000	t=95000	t=96000	t=97000	t=98000	t=99000	t=100000	t=101000	t=102000	t=103000	t=104000	t=105000	t=106000	t=107000	t=108000	t=109000	t=110000	t=111000	t=112000	t=113000	t=114000	t=115000	t=116000	t=117000	t=118000	t=119000	t=120000	t=121000	t=122000	t=123000	t=124000	t=125000	t=126000	t=127000	t=128000	t=129000	t=130000	t=131000	t=132000	t=133000	t=134000	t=135000	t=136000	t=137000	t=138000	t=139000	t=140000	t=141000	t=142000	t=143000	t=144000
1.8	47023.3	47023.3	47023.3	47023.2	47021.6	47015.3	47000.4	46973.2	46929.4	46863.6	46766.8	46621.9	46392.7	45993.1	45234.9	44045.4	42871.4	41920.3	41119.4	40394.4	39750.8	39205.5	38727.5	38290.3	37877.4	37477.7	37083.5	36687.9	36284.8	35868.1	35431.7	34970.4	34480.6	33962.3	33420.8	32866.6	32313.2	31772.4	31251.7	30752.5	30272.7	29808.9	29357.8	28916.8	28483.9	28057.4	27635.6	27217	26799.9	26382.4	25962.8	25539	25109.5	24673.3	24230.1	23780.9	23327.4	22872.4	22418.6	21968.7	21524.8	21088.5	20660.9	20243.4	19837.4	19444.7	19067	18706.5	18364.7	18042.8	17741.9	17461.5	17199.4	16953.3	16752.9	16698.4	16873.3	17282	17836.1	18426.1	18983.6	19494.6	19971.2	20425.9	20866	21295.9	21717.9	22133.9	22545.7	22954.9	23363.3	23772.9	24185.6	24602.9	25026.2	25456	25892	26333	26777.1	27221.8	27665	28104.7	28539.1	28967.1	29387.9	29800.7	30205	30600.3	30986.5	31363.7	31732.2	32093	32447.5	32797.5	33145.5	33494.4	33847.4	34208	34580.2	34967.5	35373.1	35798.9	36244.6	36707.1	37180.4	37656.5	38126.7	38583.4	39021.1	39436	39826.1	40190.4	40528.6	40841	41128.4	41392.4	41635	41858.9	42066.9	42261.9	42446.6	42623.5	42795.1	42963.8	43132.2
1.98	47023.3	47023.3	47023.3	47023	47020.1	47010.3	46989.2	46952.5	46895.3	46810.4	46684.6	46491.7	46173.4	45598.3	44610.1	43444	42450.2	41634.6	40924.3	40266.1	39662.3	39135.3	38665.6	38232.1	37820.1	37419.8	37023.7	36625.4	36218.9	35798.4	35358.4	34894.2	34403.2	33886.7	33350.4	32804.3	32260.3	31728.6	31215.2	30721.6	30245.7	29784.6	29335.2	28895.2	28462.8	28036.3	27614.3	27195.2	26777.4	26359.2	25938.8	25514.3	25084.4	24648.1	24205.2	23756.7	23304.4	22850.7	22398.4	21949.8	21506.9	21071.2	20643.9	20226.2	19819.6	19425.7	19046.5	18684	18339.9	18015.5	17712	17428.9	17163.9	16915.1	16722.3	16697.7	16912.6	17344.3	17894.9	18469.9	19015.1	19518.9	19991.6	20444.2	20883.4	21312.9	21735.1	22151.7	22564.2	22974.4	23384	23794.8	24208.6	24626.9	25050.9	25481.2	25917.2	26357.8	26801.2	27245.1	27687.5	28126.4	28560.3	28988.1	29409	29822.3	30227.3	30623.9	31011.6	31390.5	31761.2	32124.4	32481.7	32834.8	33186.3	33539	33896.2	34261.5	34638.5	35030.7	35440.9	35870.3	36318.3	36781.1	37252.6	37725.4	38191.5	38644.1	39078.3	39490.5	39878.7	40242	40579.6	40891.9	41179.5	41443.7	41686.9	41911.6	42120.7	42317.3	42504.1	42683.7	42858.9	43032.2	43206.8
2.16	47023.3	47023.3	47023.3	47022.6	47017.4	47002.5	46972.8	46923.5	46848.5	46737.5	46570.5	46305.7	45850.8	45053.5	43961.3	42935	42092.6	41379.9	40740.9	40137.4	39569.4	39059.8	38598.3	38168.3	37757.1	37355.9	36957.7	36556.3	36146.2	35721.7	35277.9	34811	34319.5	33805.6	33275.3	32738.1	32204	31681.7	31176.1	30688.3	30216.5	29758.1	29310.6	28871.6	28439.7	28013.3	27590.9	27171.2	26752.7	26333.7	25912.4	25487.3	25057	24620.5	24178.1	23730.4	23279.3	22827.1	22376.3	21929.2	21487.4	21052.3	20625.3	20207.3	19799.9	19404.7	19023.8	18659.1	18312.3	17985.1	17678.6	17392.3	17124	16872.1	16690.4	16701.6	16959	17411.2	17956.4	18516	19048.7	19545.1	20013.8	20464.2	20902.4	21331.6	21754	22171.2	22584.6	22995.9	23406.7	23818.8	24233.8	24653.2	25078	25508.6	25944.6	26384.8	26827.5	27270.6	27712	28150.1	28583.5	29011.1	29432.1	29845.9	30252	30649.8	31039.2	31420.2	31793.3	32159.3	32519.6	32876.3	33231.7	33588.7	33950.6	34320.9	34703.2	35100.7	35515.6	35948.8	36398.7	36861.3	37330.8	37799.9	38261.6	38710	39140.6	39550.1	39936.6	40298.8	40636.2	40948.5	41236.3	41501.1	41745	41970.8	42181.4	42380	42569.4	42752.5	42932.2	43111.5	43293.9
2.34	47023.3	47023.3	47023.3	47021.7	47012.9	46990.6	46949.2	46883.1	46784	46636.4	46408.8	46034.2	45387.4	44412.2	43380.3	42508.4	41782.7	41149	40567	40008.7	39472.2	38979.2	38525.7	38098.9	37688.3	37285.9	36885.2	36480.5	36066.4	35637.8	35190.4	34721.2	34229.8	33719.3	33196	32668.2	32144.6	31632	31134.4	30652.5	30185.1	29729.6	29283.9	28846.1	28414.6	27988.2	27565.5	27145.2	26725.8	26305.9	25883.8	25457.9	25027.1	24590.7	24148.6	23701.9	23252.2	22801.7	22352.5	21906.8	21466.2	21031.9	20605	20186.7	19778.4	19381.8	18998.8	18631.6	18281.8	17951.2	17641.3	17351.5	17079.3	16824	16657.8	16711.7	17012.6	17482.2	18020.1	18564.2	19084.3	19573.1	20037.6	20485.9	20923	21351.9	21774.6	22192.4	22606.9	23019.4	23431.5	23845	24261.3	24681.8	25107.4	25538.4	25974.4	26414.1	26856	27298.1	27738.6	28175.8	28608.7	29036.1	29457.4	29871.8	30278.9	30678.2	31069.5	31452.8	31828.6	32197.7	32561.6	32922.2	33281.9	33643.7	34010.8	34386.7	34774.7	35177.7	35597.5	36034.1	36485.7	36947.8	37414.6	37879.8	38336.9	38781	39207.9	39614.9	39999.8	40361.2	40698.4	41011	41299.4	41565	41809.9	42037.1	42249.7	42450.8	42643.6	42831.1	43016.6	43203.6	43396.3
2.52	47023.3	47023.3	47023.2	47019.9	47005.4	46972.5	46915.3	46826.6	46694.2	46493.7	46174.6	45638.6	44790.2	43785.3	42889.2	42145.5	41508.6	40936.6	40400.7	39880	39371.3	38893.7	38447.6	38023.8	37613.5	37209.6	36806.1	36397.7	35979.4	35546.7	35095.8	34624.8	34134.5	33628.4	33112.8	32595.2	32082.3	31579.7	31090.2	30614.6	30151.5	29699	29255.2	28818.5	28387.5	27961	27537.9	27116.9	26696.7	26275.8	25852.8	25426.2	24994.9	24558.5	24117	23671.4	23223.2	22774.3	22327	21882.8	21443.4	21009.8	20583.1	20164.4	19755.1	19356.8	18971.5	18601.4	18248.2	17913.8	17599.9	17305.9	17029.1	16770.6	16625.8	16729.3	17073.5	17556.5	18085.5	18614.2	19121.8	19603	20063.2	20509.2	20945.2	21373.9	21796.8	22215.4	22631	23044.8	23458.4	23873.4	24291.1	24712.7	25139.2	25570.6	26006.4	26445.6	26886.6	27327.7	27767.1	28203.5	28635.8	29063.1	29484.6	29899.8	30308.1	30709.1	31102.5	31488.5	31867.3	32239.9	32607.7	32972.7	33337.3	33704.4	34077.2	34459.1	34853.2	35261.9	35686.5	36126.4	36579.1	37040.1	37504	37964.8	38417.2	38857	39280.4	39684.9	40068.4	40429.3	40766.7	41079.9	41369.2	41635.9	41882.3	42111.3	42326.3	42530.7	42727.8	42921	43114	43311	43517.5
2.7	47023.3	47023.3	47022.9	47016.4	46993.2	46945.5	46866.8	46747.1	46567.3	46288	45832	45098.5	44147.6	43238.1	42475.3	41830.5	41261.9	40738.9	40240.6	39751.2	39266.8	38803.3	38364.1	37942.9	37532.5	37126.7	36720.1	36307.8	35885.1	35448.3	34994.3	34522.3	34034	33533.4	33026.4	32519.4	32017.6	31525	31043.8	30574.4	30115.8	29666.4	29224.6	28789	28358.4	27931.9	27508.3	27086.5	26665.3	26243.4	25819.4	25392	24960.4	24524	24083.2	23638.7	23192.2	22745.2	22299.7	21857.2	21419	20986.1	20559.5	20140.3	19729.8	19329.7	18941.8	18568.3	18211.2	17872.5	17554	17255.1	16973.1	16711.5	16596.1	16755.9	17141.3	17633.6	18152.3	18665.7	19160.9	19634.4	20090.4	20534	20969	21397.4	21820.8	22240.3	22657	23072.3	23487.5	23904	24323.2	24746.1	25173.4	25605.1	26040.8	26479.4	26919.4	27359.3	27797.7	28233.2	28665	29092.1	29514	29930	30339.7	30742.6	31138.5	31527.3	31909.6	32286.1	32658.3	33028.1	33398	33771	34150	34538.4	34938.9	35353.4	35782.7	36225.5	36678.8	37138.2	37598.5	38054.7	38502.4	38937.8	39357.9	39760.2	40142.7	40503.5	40841.4	41155.6	41446.2	41714.5	41962.8	42194.3	42412.5	42621.1	42823.7	43024.3	43227.2	43437.7	43662.9
2.88	47023.3	47023.3	47022.2	47010.1	46973.8	46905.7	46797.5	46634.1	46384.5	45986.9	45348.1	44465.6	43556.4	42776.2	42121.1	41551.8	41036.3	40552.8	40085.5	39622.3	39158.8	38708	38275.1	37856.1	37445.2	37037.1	36627	36210.5	35783.4	35342.7	34886.2	34414.1	33928.8	33434.7	32937.2	32441.2	31950.6	31468.1	30995.3	30532.2	30078.2	29631.8	29192	28757.5	28327.4	27900.7	27476.5	27053.9	26631.7	26208.7	25783.6	25355.5	24923.5	24487.3	24047.2	23604.1	23159.3	22714.3	22270.7	21829.9	21393	20960.8	20534.3	20114.5	19702.6	19300.3	18909.5	18532.2	18170.7	17826.9	17503.2	17198.6	16910.4	16646.6	16570.8	16792.9	17215.6	17712.8	18220	18718.4	19201.6	19667.5	20119.1	20560.5	20994.4	21422.7	21846.5	22266.9	22685	23101.8	23518.7	23937	24357.7	24781.8	25209.9	25642	26077.4	26515.3	26954.2	27393	27830.2	28264.9	28696.1	29123.2	29545.5	29962.5	30373.8	30778.8	31177.4	31569.5	31955.6	32336.4	32713.5	33088.8	33464.6	33843.9	34229.7	34625	35032	35452.4	35886	36331.1	36784.4	37241.6	37698	38149.5	38592.4	39023.7	39440.7	39841.1	40222.9	40584	40923	41238.8	41531.3	41801.7	42052.5	42287.2	42509.7	42723.7	42933.7	43144	43360.1	43589.1	43841
3.06	47023.3	47023.3	47020.6	46998.7	46943.4	46846.9	46697.6	46470.8	46116.5	45552.7	44741.1	43844.9	43050.5	42384.3	41811.9	41300.7	40827.4	40376	39934.4	39493	39047.5	38608	38180.6	37763.1	37351.2	36940.5	36526.6	36105.7	35674.3	35229.9	34771.7	34300.6	33819.6	33333.1	32845.6	32360.9	31881.7	31409.3	30944.7	30488	30038.5	29595.3	29157.5	28724	28294.3	27867.4	27442.6	27019.1	26595.7	26171.6	25745.5	25316.6	24884.3	24448.3	24009.1	23567.4	23124.5	22681.6	22240.1	21801.1	21365.4	20934	20507.5	20086.9	19673.4	19268.7	18874.5	18492.9	18126.2	17776.7	17446.9	17135.7	16840.2	16576	16552.6	16841	17295.6	17793.7	18288.5	18772.2	19243.7	19702.2	20149.5	20588.5	21021.4	21449.5	21873.9	22295.4	22714.9	23133.5	23552.2	23972.2	24394.5	24820	25248.9	25681.1	26116.3	26553.3	26991.2	27428.7	27864.7	28298.5	28729.2	29156.3	29579.2	29997.3	30410.3	30817.7	31219.4	31615.1	32005.5	32391.2	32773.7	33155	33537.3	33923.6	34316.6	34719.1	35132.9	35558.9	35996.4	36443.2	36895.8	37350.1	37802.3	38248.8	38687	39114.4	39528.7	39927.7	40309.4	40671.4	41012.1	41330.1	41625.2	41898.5	42152.7	42391.7	42619.7	42841	43060.6	43284.1	43518.4	43773.7	44064.8
3.24	47023.3	47023.3	47016.7	46979	46896.5	46760.4	46551.9	46230.5	45724.8	44979	44104.9	43300.3	42622.7	42046	41536.9	41071.2	40631.7	40206.5	39786.2	39363	38932.8	38503.1	38080.3	37663.8	37250.4	36836.6	36418.6	35993.2	35557.6	35110.4	34651.3	34182.4	33706.9	33228.9	32752.1	32279.1	31811.1	31348.7	30892.4	30441.9	29997	29556.9	29121	28688.6	28259.2	27832	27406.6	26982	26557.4	26132.1	25704.9	25275.3	24842.7	24407.1	23968.9	23528.8	23087.9	22647.3	22207.9	21770.6	21336.3	20905.5	20478.9	20057.4	19642.2	19234.6	18836.6	18450.2	18077.6	17721.4	17384.4	17065.4	16761.3	16500.3	16544.7	16900.6	17380.5	17875.6	18357.4	18826.9	19287.2	19738.3	20181.3	20618.1	21050	21478.1	21903.1	22325.8	22746.9	23167.3	23587.9	24009.8	24433.8	24860.5	25290.2	25722.6	26157.4	26593.5	27030.1	27466.3	27901.2	28334.1	28764.3	29191.5	29615	30034.5	30449.5	30859.6	31264.6	31664.5	32059.6	32450.7	32839.3	33227.1	33616.6	34010.4	34411.2	34821.1	35241.6	35672.9	36113.8	36561.4	37012.5	37463.5	37911	38352.6	38786.3	39210.1	39622.1	40020.4	40402.5	40766.3	41109.6	41430.7	41729.2	42006.4	42265.2	42509.8	42745.1	42976.2	43208.9	43450.6	43711.1	44005.1	44357.1
3.42	47023.3	47023.2	47008.5	46945.9	46824.7	46632.1	46336.1	45875.2	45186.3	44338.5	43527.1	42838.6	42256.6	41748.4	41288.3	40858.6	40446.6	40042.9	39640.3	39232.2	38814.7	38393.2	37974.1	37557.9	37142.5	36725.1	36302.8	35872.9	35433.6	34984.2	34525.5	34060.1	33591.3	33122.8	32657.2	32195.8	31739	31286.6	30838.3	30394.1	29953.6	29516.6	29082.6	28651.2	28222	27794.6	27368.3	26942.6	26516.8	26090.1	25661.9	25231.6	24798.8	24363.7	23926.7	23488.3	23049.6	22611.2	22174	21738.6	21305.5	20875.3	20448.6	20026.1	19608.8	19198.1	18795.7	18403.7	18024.2	17660.4	17315.1	16986.8	16672.3	16421.1	16550.4	16971.6	17469.2	17958.1	18426.5	18882.3	19331.8	19775.8	20214.7	20649.2	21080.2	21508.3	21934.1	22358.1	22780.9	23203.3	23626	24049.9	24475.6	24903.5	25333.9	25766.5	26200.6	26635.8	27071.1	27505.9	27939.6	28371.6	28801.5	29228.8	29653.1	30074.1	30491.3	30904.5	31313.3	31717.7	32118.1	32515.3	32910.5	33305.7	33703	34104.9	34513.7	34931.3	35358.3	35794.5	36237.8	36685.5	37134.3	37581.3	38024	38460.8	38890.2	39310.8	39721.2	40119.4	40503	40869.5	41216.4	41541.7	41844.9	42127.2	42392.1	42644.4	42889.6	43134	43385.1	43653	43952.2	44306.7	44758.3
3.6	47023.3	47022.8	46991.8	46891.8	46715.1	46439.5	46013	45370.9	44549.5	43733.2	43033.7	42445.9	41937.5	41481.9	41060.3	40659.5	40269.8	39883.9	39495.8	39100.1	38692.9	38278.2	37861.8	37445.2	37027.2	36605.9	36179.1	35744.9	35302.4	34851.9	34394.9	33934.3	33473.5	33015.3	32561.2	32111.5	31665.8	31223	30782.6	30344.5	29908.5	29474.5	29042.4	28611.9	28182.9	27755	27327.8	26900.9	26473.7	26045.8	25616.5	25185.5	24752.6	24318.2	23882.4	23446	23009.5	22573.6	22138.6	21705.1	21273.3	20843.6	20416.6	19992.8	19573.1	19158.8	18751.5	18353.1	17965.8	17592.9	17237.7	16898.3	16571.4	16341.2	16573.2	17053.2	17560.9	18040.8	18495.5	18938.3	19377.5	19814.7	20249.5	20681.9	21112	21540.3	21966.9	22392.4	22817	23241.5	23666.4	24092.3	24519.8	24949	25380	25812.5	26246.1	26680.1	27114.1	27547.5	27979.9	28411.1	28840.6	29268.1	29693.5	30116.2	30536	30952.5	31365.5	31775	32181.4	32585.3	32987.9	33391.1	33796.9	34207.5	34624.7	35049.9	35483.1	35923.3	36368.2	36815	37260.8	37703.4	38141.1	38573.2	38998.7	39416.8	39826.3	40225.3	40611.4	40981.8	41333.7	41664.8	41974.3	42263.5	42536.6	42799.3	43058.3	43321.5	43599.2	43906.3	44266.4	44720.8	45338.4
3.78	47023.3	47020.9	46959.8	46804.2	46546.4	46146.4	45541.3	44742.5	43920.9	43209.6	42615.3	42106.2	41654.3	41239.7	40848.6	40471.1	40099.7	39728.4	39352.1	38966.3	38567.4	38157.9	37743.1	37325.2	36904.1	36478.5	36047.2	35609.2	35164.4	34713.9	34260.1	33805.9	33354.1	32906.8	32464.5	32026.5	31591.5	31158.1	30725.5	30293.3	29861.6	29430.6	29000.2	28570.6	28141.7	27713.2	27285	26856.8	26428.2	25998.9	25568.5	25137	24704.2	24270.5	23836.2	23401.9	22967.8	22534.3	22101.7	21670	21239.4	20810.2	20382.8	19957.5	19535.1	19116.8	18703.8	18298	17901.5	17518	17151.1	16798.3	16456.1	16265.7	16615.7	17144	17654.5	18123.3	18564.5	18994.8	19424.2	19854.8	20285.7	20716	21145.5	21574	22001.6	22428.6	22855.3	23282	23709.2	24137.3	24566.5	24996.9	25428.5	25860.9	26293.7	26726.5	27159	27591	28022.2	28452.5	28881.7	29309.7	29736.1	30160.8	30583.5	31003.8	31421.6	31836.8	32249.8	32661.1	33072	33484	33899	34318.7	34744.5	35177.1	35615.9	36059.3	36504.7	36949.5	37391.6	37829.4	38262.2	38689.8	39111.9	39528.3	39937.8	40338.7	40728.7	41104.7	41463.4	41802.3	42120.1	42418.7	42703.2	42980.5	43259	43549.6	43867.7	44236.9	44698.4	45320.8	46161.4
3.96	47023.3	47014.5	46901.4	46663.4	46283.9	45706.2	44923.7	44093.5	43368.4	42766.4	42255.9	41807.1	41398.8	41016.5	40649.9	40291.4	39934.9	39575.4	39208.6	38830.5	38437.9	38032	37617.7	37197.7	36772.9	36342.8	35907.2	35465.9	35019.9	34571	34121.9	33675.4	33233.7	32797.8	32367.3	31940.9	31516.4	31092.2	30667	30240.6	29813.1	29384.9	28956.2	28527.4	28098.4	27669.3	27240	26810.4	26380.3	25949.6	25518.2	25086.1	24653.5	24220.8	23788.2	23356	22924.5	22493.6	22063.2	21633.4	21204.1	20775.2	20347.2	19920.2	19494.7	19071.8	18652.3	18238	17830.7	17434.6	17053.6	16684.4	16323.4	16202.5	16679.3	17242.4	17749.3	18205.3	18633.2	19051.6	19471.8	19896.2	20323.3	20751.7	21180.5	21609.4	22038.2	22466.9	22895.8	23324.9	23754.5	24184.7	24615.7	25047.3	25479.3	25911.4	26343.4	26774.9	27205.9	27636.3	28066.3	28495.8	28924.9	29353.4	29781.2	30208.2	30634	31058.6	31481.7	31903.3	32323.7	32743.3	33163.3	33585	34009.7	34439	34873.5	35313.1	35756.6	36201.9	36646.7	37088.7	37526.4	37959.2	38387.1	38810.6	39230.1	39645.5	40056.2	40460.5	40856.1	41239.7	41607.8	41957.1	42286.4	42598	42898.4	43196.7	43504.1	43836.9	44219.6	44693.6	45326.6	46172.8	47078.8
4.14	47023.3	46996.2	46797.6	46435.6	45876.4	45101.1	44255.2	43512.1	42900.7	42388	41941.7	41539.1	41164.9	40808.4	40461.6	40118.5	39774.1	39424.1	39064.7	38692.3	38304	37900.2	37485.2	37062.4	36633.3	36198.7	35759	35315.4	34869.6	34423.9	33981.1	33543.7	33112.8	32688.7	32270.1	31854.9	31440.6	31025.2	30607.2	30186.3	29762.9	29337.4	28910.4	28482.1	28053	27623.1	27192.6	26761.5	26329.8	25897.7	25465.3	25032.9	24600.6	24169	23738.2	23308.5	22879.6	22451.3	22023.3	21595.3	21167.1	20738.6	20309.7	19880.7	19451.8	19023.5	18596.7	18172.4	17752.4	17341.3	16942.9	16553.4	16168.7	16162.3	16763.7	17346.6	17844.4	18286.7	18701.5	19108.8	19520.3	19938.8	20362.3	20788.9	21217.2	21646.6	22076.7	22507.3	22938.5	23370.2	23802.3	24234.7	24667.5	25100.1	25532.5	25964.2	26395.1	26825.2	27254.6	27683.6	28112.3	28541.1	28970.1	29399.3	29828.7	30258.3	30687.8	31117.1	31546.2	31974.9	32403.5	32832.5	33262.5	33694.6	34129.9	34568.9	35011.8	35457.7	35904.8	36350.9	36793.9	37232.1	37664.9	38092.5	38515.8	38935.8	39353.3	39768.9	40182.2	40591.7	40995.2	41389.3	41770	42133.7	42478.8	42808.9	43132.6	43462.2	43814.8	44216.3	44709.3	45360.9	46215.2	47110.7	47808.1
4.32	47023.3	46950.4	46616	46066	45285.4	44411.7	43643.3	43019.4	42503.4	42059.2	41662	41295.4	40948.3	40612.4	40281.7	39951.1	39616.3	39273.6	38919.6	38551.1	38165.3	37762	37345.2	36918.7	36485	36045.9	35603	35158.2	34714.1	34273.4	33838.6	33411.3	32992	32579.9	32173	31768.8	31364.3	30957.3	30546.2	30130.7	29711.1	29288.2	28862.6	28434.9	28005.5	27574.7	27142.8	26710.1	26276.9	25843.4	25410	24977.3	24545.6	24115.3	23686.5	23259.3	22833.1	22407.6	21982	21555.8	21128.7	20700.2	20270.4	19839	19406.1	18971.8	18536.4	18100.5	17665.3	17235.9	16816.1	16400.8	15985.9	16158.1	16866.8	17454.7	17939.3	18367.2	18769.4	19166.2	19569.6	19982.5	20402.7	20827.6	21255.5	21685.5	22117.1	22549.9	22983.6	23417.9	23852.6	24287.4	24721.8	25155.4	25588	26019.2	26448.9	26877.5	27305.2	27732.6	28160.2	28588.4	29017.4	29447.5	29878.8	30311.2	30744.8	31179.6	31615.3	32052.1	32489.9	32929.2	33370.3	33813.8	34260	34708.9	35159.7	35610.9	36060.3	36505.7	36945.7	37379.3	37806.8	38229.3	38648.3	39065.4	39482.1	39899.2	40316.8	40733.8	41148.2	41556.6	41954.8	42338.4	42706.2	43063.4	43422.6	43802	44229.6	44750.3	45429.7	46294.9	47167.7	47842.6	48338.8
4.5	47023.3	46846.5	46298.9	45493.9	44571.3	43764.9	43123.9	42603.1	42160.4	41768.3	41409.1	41070.9	40745.4	40426.2	40108.4	39787.8	39460.5	39123.3	38772.9	38406.5	38021.4	37617.1	37197.2	36766.2	36327.7	35884.5	35439.3	34995	34554.5	34120.5	33695.1	33278.9	32871.6	32471.6	32076.3	31682.7	31287.6	30888.6	30484.1	30073.7	29657.8	29237.3	28813.1	28385.7	27955.9	27524.1	27090.7	26656.2	26221.3	25786.4	25352.3	24919.4	24488.4	24059.7	23633.1	23208.5	22785.2	22362.4	21939.2	21514.8	21088.6	20660.2	20229.1	19795	19357.6	18916.4	18471	18021.3	17567.8	17116	16669	16220.6	15766.3	16201.4	16985.1	17565	18033.4	18446.7	18836.8	19223.8	19619.6	20027.3	20444.4	20867.8	21295.5	21726.4	22159.6	22594.7	23031	23468.2	23905.6	24342.6	24778.7	25213.2	25645.8	26076.2	26504.7	26931.6	27357.6	27783.5	28209.9	28637.6	29066.8	29498	29931.4	30367.2	30805.4	31246.2	31689.5	32135.2	32583.5	33034.2	33487.5	33943.1	34400.7	34859.3	35317.2	35772.3	36222.4	36665.7	37101.5	37529.8	37951.8	38369.4	38784.6	39199.8	39616.8	40037.1	40461.2	40888.7	41318	41746.3	42169	42581.5	42983	43382.2	43798.9	44263.3	44823.1	45541.8	46417.7	47253.8	47892.5	48372.6	48756.8
4.68	47023.3	46625	45759.7	44748.2	43881.2	43215.4	42687.6	42246	41858.8	41506.8	41177.2	40861.6	40553.5	40247.9	39940.4	39627.6	39305.9	38972.4	38624	38257.9	37871.7	37464.8	37040.8	36604.8	36161.4	35714.7	35268.6	34826.5	34391.6	33966.1	33551.3	33147.1	32752.2	32364.1	31980.1	31596.7	31210.6	30819.3	30421	30015.3	29602.9	29184.7	28761.6	28334.5	27904.1	27471.1	27036.1	26599.8	26163.2	25726.9	25292	24859.2	24429.2	24002.2	23578.1	23156.3	22735.9	22315.9	21895.1	21472.4	21047.1	20618.4	20185.8	19748.6	19305.9	18856.8	18399.9	17933.7	17457.8	16977.9	16495.7	16003.5	15497.2	16297.8	17114.6	17676.1	18126.4	18525.2	18903.7	19281.5	19670.3	20073.2	20487.4	20909.5	21337.2	21769.1	22204.1	22641.7	23080.9	23521	23961.2	24400.6	24838.2	25273.4	25705.8	26135.4	26562.4	26987.6	27411.8	27836.2	28261.5	28688.7	29118.4	29550.9	29986.8	30426.4	30869.8	31317.3	31769.1	32225	32684.9	33148.4	33615	34083.5	34552.6	35020.3	35484	35941.4	36390.5	36830.3	37260.9	37683.4	38099.9	38512.8	38925.1	39339.3	39758.2	40183.6	40617	41059	41509.2	41965.4	42423.8	42880	43334.8	43804.1	44321.7	44938.2	45708.8	46588.3	47370.4	47961.1	48416.1	48791.8	49121.4
4.86	47023.3	46169.7	44972.1	43998.2	43294.9	42757.2	42316.1	41933.9	41589	41268.2	40962.2	40664.7	40370.6	40075.8	39776.5	39469.5	39151.7	38820.2	38472	38104.7	37715.7	37304.7	36875.5	36433.9	35986	35537	35091.6	34653.8	34226.4	33811.1	33408.2	33016.4	32633.9	32257.7	31884.5	31510.9	31133.4	30749.2	30356.8	29955.7	29546.6	29130.4	28708.3	28281.2	27850.1	27415.7	26978.9	26540.8	26102.4	25664.8	25229.3	24796.8	24368	23942.9	23521.4	23102.6	22685.3	22268.1	21849.6	21428.5	21003.9	20574.9	20140.5	19699.7	19251	18792.7	18322.1	17836.2	17332.4	16816.5	16287.4	15735.9	15160.5	16444	17250.9	17786.8	18217.9	18602.5	18970.1	19339.3	19721.7	20120.2	20531.8	20952.8	21380.6	21813.7	22250.8	22691	23133.3	23576.6	24019.6	24461.2	24900.3	25336.1	25768.1	26196.6	26622	27045.3	27467.8	27890.6	28315	28741.9	29172.1	29606.3	30045	30488.9	30938.2	31393.4	31854.7	32322	32795	33272.8	33753.8	34235.8	34716.3	35192	35659.9	36117.7	36564	36998.8	37423.4	37839.7	38250.8	38659.7	39069.8	39484.5	39906.9	40340.1	40786.6	41248.7	41728.1	42225.2	42738.5	43265.7	43812.3	44409.5	45110.8	45945.5	46808.7	47516.7	48050.1	48472.6	48833	49160.6	49473.5
