r(x_rel=0.5)	t=0	t=1000	t=2000	t=3000	t=4000	t=5000	t=6000	t=7000	t=8000	t=9000	t=10000	t=11000	t=12000	t=13000	t=14000	t=15000	t=16000	t=17000	t=18000	t=19000	t=20000	t=21000	t=22000	t=23000	t=24000	t=25000	t=26000	t=27000	t=28000	t=29000	t=30000	t=31000	t=32000	t=33000	t=34000	t=35000	t=36000	t=37000	t=38000	t=39000	t=40000	t=41000	t=42000	t=43000	t=44000	t=45000	t=46000	t=47000	t=48000	t=49000	t=50000	t=51000	t=52000	t=53000	t=54000	t=55000	t=56000	t=57000	t=58000	t=59000	t=60000	t=61000	t=62000	t=63000	t=64000	t=65000	t=66000	t=67000	t=68000	t=69000	t=70000	t=71000	t=72000	t=73000	t=74000	t=75000	t=76000	t=77000	t=78000	t=79000	t=80000	t=81000	t=82000	t=83000	t=84000	t=85000	t=86000	t=87000	t=88000	t=89000	t=90000	t=91000	t=92000	t=93000	t=94000	t=95000	t=96000	t=97000	t=98000	t=99000	t=100000	t=101000	t=102000	t=103000	t=104000	t=105000	t=106000	t=107000	t=108000	t=109000	t=110000	t=111000	t=112000	t=113000	t=114000	t=115000	t=116000	t=117000	t=118000	t=119000	t=120000	t=121000	t=122000	t=123000	t=124000	t=125000	t=126000	t=127000	t=128000	t=129000	t=130000	t=131000	t=132000	t=133000	t=134000	t=135000	t=136000	t=137000	t=138000	t=139000	t=140000	t=141000	t=142000	t=143000	t=144000
1.8	47023.3	47023.3	47023.3	47023.2	47021.6	47015.3	47000.6	46973.6	46930.2	46865.1	46769.5	46626.9	46402.5	46013.6	45277.6	44103.5	42922.3	41962.6	41156.5	40428.5	39779.5	39229.6	38748.4	38309.1	37894.7	37494.1	37099.3	36703.5	36300.6	35884.4	35448.9	34988.6	34500	33982.7	33441.8	32887.4	32332.9	31790.5	31267.7	30766.4	30284.8	29819.6	29367.5	28925.8	28492.5	28065.8	27644.1	27225.8	26809	26392	25972.9	25549.6	25120.6	24684.8	24241.9	23792.7	23339.1	22883.7	22429.4	21978.8	21534.3	21097.2	20669.2	20251.3	19845.1	19452.3	19075	18715.2	18374.8	18054.6	17754.3	17472.9	17209.2	16961.6	16759.5	16699.5	16864.5	17264.6	17815.8	18407.2	18968	19481.9	19960.5	20416.3	20857	21287	21709	22124.9	22536.4	22945.3	23353.4	23762.7	24175	24592.1	25015.2	25445	25881.1	26322.3	26766.7	27212	27655.7	28095.7	28530.4	28958.7	29379.5	29792.2	30196.3	30591.5	30977.5	31354.5	31722.9	32083.5	32437.9	32787.7	33135.5	33484	33836.5	34196.6	34567.9	34954.2	35358.7	35783.2	36227.7	36689.2	37161.8	37637.7	38108.1	38565.6	39004.3	39420.4	39811.9	40177.7	40517.3	40831	41119.6	41384.6	41628	41852.7	42061.3	42256.7	42441.7	42618.7	42790.3	42958.9	43127.1
1.98	47023.3	47023.3	47023.3	47023	47020.1	47010.4	46989.4	46953	46896.4	46812.4	46688.4	46499	46188.1	45629.1	44661.4	43495.9	42493.6	41671.7	40957.8	40297.5	39689.7	39158.8	38686.2	38250.7	37837.4	37436.2	37039.5	36641.1	36234.8	35814.9	35375.7	34912.5	34422.6	33907	33371.1	32824.7	32279.6	31746.2	31230.9	30735.3	30257.7	29795.2	29344.8	28904.2	28471.4	28044.8	27622.8	27204	26786.6	26368.8	25948.9	25525	25095.6	24659.6	24217	23768.6	23316	22862	22409.1	21959.8	21516.3	21080	20652.1	20234.1	19827.2	19433.4	19054.6	18692.9	18350.2	18027.6	17724.6	17440.3	17173.7	16923.4	16728.8	16697.5	16902.2	17326.5	17875	18451.6	18999.8	19506.4	19981	20434.7	20874.4	21304.1	21726.2	22142.6	22554.9	22964.8	23374.1	23784.5	24198	24616	25039.9	25470.1	25906.2	26347.1	26790.9	27235.3	27678.2	28117.5	28551.7	28979.7	29400.6	29813.7	30218.7	30615	31002.5	31381.3	31751.7	32114.8	32471.9	32824.9	33176.1	33528.5	33885.2	34249.8	34626	35017.2	35426.2	35854.5	36301.2	36763.1	37234.1	37706.7	38173.1	38626.5	39061.6	39475.1	39864.7	40229.3	40568.4	40882	41170.7	41436	41680	41905.4	42115.1	42312.1	42499.1	42678.9	42854	43027.2	43201.4
2.16	47023.3	47023.3	47023.3	47022.6	47017.5	47002.7	46973.2	46924.4	46850.1	46740.4	46576.1	46316.6	45873.2	45095.1	44011.9	42979.6	42130.4	41413.1	40771.5	40166.5	39595.5	39082.6	38618.6	38186.7	37774.3	37372.2	36973.6	36572.1	36162.2	35738.3	35295.4	34829.4	34338.9	33825.7	33295.7	32758	32222.8	31698.9	31191.4	30701.7	30228.3	29768.6	29320.1	28880.5	28448.2	28021.7	27599.5	27180.1	26761.9	26343.4	25922.6	25498	25068.1	24632.1	24189.8	23742.2	23290.9	22838.3	22387	21939.2	21496.7	21061.1	20633.5	20215.2	19807.6	19412.5	19032	18668.1	18322.9	17997.5	17691.3	17403.8	17133.8	16880.4	16696.4	16700	16947	17393.1	17937	18498.4	19033.9	19532.9	20003.3	20454.8	20893.4	21322.8	21745.1	22162.1	22575.3	22986.3	23396.8	23808.5	24223.1	24642.3	25066.9	25497.5	25933.7	26374.2	26817.3	27260.8	27702.7	28141.2	28574.9	29002.7	29423.7	29837.4	30243.2	30640.9	31030	31410.8	31783.7	32149.6	32509.8	32866.3	33221.4	33578	33939.4	34309.1	34690.5	35087	35500.7	35932.7	36381.5	36843.3	37312.3	37781.3	38243.4	38692.6	39124.1	39534.8	39922.7	40286.3	40625	40938.6	41227.6	41493.4	41738.2	41964.6	42175.8	42374.7	42564.4	42747.5	42927.1	43106.2	43288.1
2.34	47023.3	47023.3	47023.3	47021.7	47013	46990.8	46949.7	46884.3	46786.3	46640.7	46417.2	46050.9	45420	44458.8	43425.3	42546.9	41816.1	41179.1	40595.1	40035.8	39497.2	39001.4	38545.6	38117.1	37705.4	37302.2	36901.1	36496.4	36082.6	35654.6	35207.9	34739.6	34249.2	33739.2	33216	32687.7	32162.9	31648.8	31149.4	30665.8	30196.7	29740	29293.3	28854.9	28423.1	27996.6	27574	27154	26735.1	26315.6	25894	25468.7	25038.3	24602.2	24160.4	23713.7	23263.8	22812.8	22363.1	21916.8	21475.5	21040.6	20613.2	20194.6	19786.1	19389.6	19007.1	18640.8	18292.7	17964	17654.3	17363	17089	16832.3	16663.3	16708.2	16999.2	17463.8	18001.3	18547.2	19069.9	19561.1	20027.3	20476.5	20914	21343.1	21765.6	22183.3	22597.5	23009.7	23421.5	23834.6	24250.6	24670.9	25096.3	25527.4	25963.5	26403.5	26845.8	27288.4	27729.3	28167	28600.1	29027.6	29448.9	29863.2	30270.1	30669.2	31060.2	31443.4	31819	32187.9	32551.6	32912	33271.4	33632.8	33999.4	34374.6	34761.7	35163.7	35582.3	36017.9	36468.4	36929.8	37396.2	37861.3	38318.9	38763.7	39191.6	39599.8	39986	40348.8	40687.3	41001.2	41290.8	41557.4	41803.1	42031	42244	42445.5	42638.4	42825.9	43011.2	43197.9	43390
2.52	47023.3	47023.3	47023.2	47019.9	47005.6	46972.9	46916.1	46828.4	46697.6	46500.2	46187.5	45663.8	44830.9	43829.6	42928.2	42179.3	41538.7	40964.3	40426.9	39905.4	39395.1	38915.2	38467.2	38041.9	37630.5	37225.9	36822.1	36413.7	35995.7	35563.5	35113.4	34643.3	34153.7	33648.1	33132.4	32614.2	32100.2	31596	31104.9	30627.5	30162.9	29709.3	29264.6	28827.3	28396	27969.5	27546.5	27125.8	26706	26285.6	25863.1	25437	25006.2	24570.1	24128.7	23683.1	23234.6	22785.4	22337.5	21892.7	21452.6	21018.5	20591.3	20172.3	19762.8	19364.7	18979.9	18610.8	18259.4	17927	17613.2	17317.5	17038.9	16778.8	16630.5	16723.8	17058.6	17538.1	18067.3	18597.8	19107.8	19591.2	20052.9	20499.8	20936.3	21365	21787.9	22206.3	22621.5	23035.1	23448.4	23863	24280.3	24701.8	25128.1	25559.5	25995.6	26435.1	26876.5	27318	27757.9	28194.7	28627.3	29054.6	29476.1	29891.2	30299.3	30700	31093.2	31478.9	31857.6	32230	32597.6	32962.3	33326.6	33693.3	34065.5	34446.7	34839.9	35247.6	35671.1	36110	36561.7	37022.1	37485.6	37946.5	38399.4	38839.8	39264.3	39669.9	40054.7	40417	40755.7	41070.1	41360.6	41628.3	41875.5	42105.2	42320.6	42525.3	42722.5	42915.6	43108.3	43304.8	43510.5
2.7	47023.3	47023.3	47022.9	47016.5	46993.5	46946.1	46868.1	46749.8	46572.4	46298	45851.8	45132.8	44189.6	43277.1	42509.3	41860.7	41289.3	40764.6	40265.2	39775.1	39289.6	38824.2	38383.3	37960.8	37549.4	37143	36736.1	36323.9	35901.6	35465.3	35012.1	34540.8	34053.1	33552.7	33045.6	32537.9	32035	31540.9	31058.1	30587.1	30127.1	29676.5	29233.9	28797.7	28366.9	27940.4	27516.9	27095.5	26674.7	26253.3	25829.7	25402.9	24971.6	24535.6	24094.9	23650.4	23203.6	22756.2	22310.1	21867	21428.2	20994.8	20567.7	20148.3	19737.6	19337.6	18950.3	18578	18222.9	17886.2	17567.5	17266.7	16982.8	16719.6	16599.8	16748.3	17125.3	17615.2	18134.6	18649.8	19147.4	19622.9	20080.3	20524.7	20960.1	21388.6	21811.8	22231.1	22647.5	23062.5	23477.4	23893.5	24312.4	24735.1	25162.3	25594.1	26030	26468.9	26909.3	27349.7	27788.5	28224.4	28656.4	29083.7	29505.5	29921.4	30330.8	30733.4	31129	31517.7	31899.7	32276	32648	33017.6	33387.2	33759.7	34138.1	34525.7	34925.3	35338.8	35767	36208.8	36661.3	37120.2	37580.3	38036.6	38484.8	38920.9	39342	39745.4	40129.1	40491.2	40830.5	41145.9	41437.7	41707	41956	42188.1	42406.8	42615.6	42818.3	43018.6	43221.1	43430.8	43655
2.88	47023.3	47023.3	47022.3	47010.2	46974.2	46906.6	46799.5	46638.1	46392.3	46002.4	45376.4	44504.3	43594.9	42810.3	42151.3	41579.1	41061.7	40576.8	40108.7	39645	39180.7	38728.4	38294	37873.8	37462	37053.4	36643.1	36226.7	35800	35359.8	34904	34432.6	33947.7	33453.8	32955.9	32459.2	31967.5	31483.6	31009.2	30544.6	30089.2	29641.8	29201.2	28766.2	28335.8	27909.2	27485.2	27062.9	26641.1	26218.6	25794	25366.4	24934.8	24498.9	24058.9	23615.7	23170.6	22725.2	22281.1	21839.7	21402.2	20969.4	20542.5	20122.4	19710.5	19308.4	18918.2	18542.2	18182.8	17841.1	17517	17210.3	16920	16654.6	16573	16782.8	17198.5	17694.7	18203	18703.2	19188.5	19656.3	20109.2	20551.3	20985.5	21413.8	21837.5	22257.7	22675.4	23092	23508.5	23926.4	24346.9	24770.8	25198.8	25630.9	26066.6	26504.8	26944.2	27383.4	27821.1	28256.1	28687.6	29114.7	29537	29953.8	30364.8	30769.5	31167.8	31559.7	31945.5	32326.2	32703	33078	33453.5	33832.3	34217.5	34612	35018.2	35437.5	35870.1	36314.3	36766.9	37223.6	37679.9	38131.5	38574.9	39006.9	39424.9	39826.4	40209.4	40571.9	40912.1	41229.2	41522.8	41794.2	42045.8	42281.1	42503.9	42718.1	42927.9	43137.9	43353.3	43581.3	43831.6
3.06	47023.3	47023.3	47020.6	46998.9	46944	46848.4	46700.6	46476.9	46128.8	45575.8	44775.8	43882.1	43084.4	42414.4	41839.1	41325.8	40851.1	40398.6	39956.3	39514.6	39068.6	38627.8	38199.1	37780.6	37368	36956.8	36542.8	36122	35691	35247.2	34789.6	34319	33838.3	33351.7	32863.9	32378.4	31898.1	31424.4	30958.4	30500.2	30049.4	29605.2	29166.6	28732.7	28302.8	27875.9	27451.3	27028.1	26605.2	26181.5	25756	25327.5	24895.6	24459.9	24020.7	23579	23135.8	22692.5	22250.4	21810.8	21374.5	20942.5	20515.6	20094.8	19681.4	19276.8	18883.3	18503.2	18138.9	17791.5	17460.9	17147.4	16849.7	16583.8	16552.9	16828.5	17277.8	17775.8	18272.1	18757.5	19231	19691.1	20139.6	20579.3	21012.5	21440.7	21864.9	22286.1	22705.3	23123.6	23541.9	23961.6	24383.7	24808.9	25237.8	25670.1	26105.5	26542.9	26981.2	27419.2	27855.7	28289.8	28720.7	29147.8	29570.6	29988.6	30401.3	30808.4	31209.7	31605.2	31995.3	32380.8	32763	33144	33526	33911.7	34304.1	34705.8	35118.7	35543.7	35980.3	36426.3	36878.2	37332.2	37784.3	38231.1	38669.7	39097.8	39513	39913.2	40296	40659.4	41001.4	41320.6	41616.8	41891	42146	42385.5	42613.8	42835.1	43054.5	43277.4	43510.8	43764.5	44053.4
3.24	47023.3	47023.3	47016.8	46979.3	46897.5	46762.7	46556.7	46240.2	45743.6	45009.4	44140.2	43333.6	42652.6	42073	41561.8	41094.5	40654	40228	39807.2	39383.8	38953.1	38522.5	38098.6	37681.1	37267.1	36852.9	36434.8	36009.6	35574.4	35127.7	34669.2	34200.6	33725.3	33247.2	32769.9	32296	31826.9	31363.4	30905.6	30453.8	30007.7	29566.7	29130.1	28697.3	28267.6	27840.6	27415.3	26991.1	26567	26142.1	25715.4	25286.3	24854	24418.7	23980.5	23540.3	23099.1	22658	22218.1	21780.2	21345.3	20914	20487.1	20065.4	19650.1	19242.9	18845.7	18460.8	18090.8	17736.9	17398.8	17077.1	16770.8	16508	16542.5	16885.9	17362.1	17858.1	18341.6	18812.8	19274.8	19727.5	20171.6	20609	21041.1	21469.2	21894	22316.4	22737.2	23157.3	23577.6	23999.2	24422.9	24849.5	25279.1	25711.7	26146.6	26583.2	27020.3	27456.9	27892.2	28325.4	28755.8	29183	29606.4	30025.7	30440.4	30850.1	31254.8	31654.4	32049.2	32440.1	32828.4	33215.9	33605	33998.3	34398.3	34807.5	35227.1	35657.5	36097.4	36544.4	36994.9	37445.6	37893.1	38335	38769.2	39193.7	39606.6	40005.9	40389.3	40754.4	41098.9	41421.2	41720.9	41998.9	42258.4	42503.6	42739	42970	43202.3	43443.1	43702.2	43993.9	44342.3
3.42	47023.3	47023.2	47008.6	46946.6	46826.3	46635.7	46343.7	45890.4	45212.5	44371.5	43559.5	42868.1	42283.4	41773	41311.4	40880.5	40467.7	40063.5	39660.4	39252.1	38834.3	38412.1	37992.1	37575.1	37159.2	36741.5	36319.1	35889.5	35450.5	35001.5	34543.3	34078.1	33609.4	33140.6	32674.5	32212.3	31754.4	31300.8	30851.2	30405.7	29964.1	29526.2	29091.6	28659.9	28230.5	27803.1	27377.1	26951.7	26526.4	26100.2	25672.5	25242.6	24810.2	24375.3	23938.2	23499.8	23060.7	22621.9	22184.1	21748.2	21314.5	20883.9	20456.8	20034	19616.8	19206.5	18805	18414.8	18038.2	17676.6	17329.7	16998.5	16681.7	16428.4	16545.3	16954.8	17450.6	17941	18411.3	18868.8	19319.8	19765.3	20205.1	20640.2	21071.3	21499.4	21925	22348.7	22771.2	23193.2	23615.6	24039.1	24464.6	24892.4	25322.8	25755.5	26190	26625.5	27061.3	27496.6	27930.7	28362.9	28792.9	29220.2	29644.4	30065.2	30482.1	30894.9	31303.3	31707.4	32107.5	32504.4	32899.4	33294.2	33691	34092.4	34500.5	34917.3	35343.5	35778.7	36221.2	36668.3	37116.7	37563.5	38006.3	38443.3	38873.2	39294.6	39705.9	40105.1	40489.8	40857.5	41205.7	41532.3	41836.6	42119.8	42385.3	42638	42883.3	43127.4	43377.8	43644.3	43941.3	44292.3	44738.1
3.6	47023.3	47022.8	46992	46892.8	46717.7	46445.3	46025.2	45393.2	44579.7	43764.3	43062.5	42472.1	41961.8	41504.7	41082	40680.3	40290	39903.7	39515.2	39119.3	38712	38296.7	37879.6	37462.2	37043.8	36622.3	36195.5	35761.5	35319.4	34869.2	34412.5	33952.2	33491.3	33032.6	32577.9	32127.5	31680.7	31236.7	30795.2	30355.9	29918.8	29484	29051.3	28620.5	28191.4	27763.5	27336.6	26910.1	26483.4	26055.9	25627.1	25196.5	24764	24329.7	23893.9	23457.4	23020.5	22584.1	22148.6	21714.5	21282.2	20852.1	20424.7	20000.8	19581.2	19167.4	18761.1	18364.7	17980.6	17609.9	17252.6	16910	16580.7	16347.8	16564.6	17034.6	17542.2	18024.2	18480.9	18925.3	19365.9	19804.4	20240	20672.9	21103.2	21531.3	21957.8	22382.9	22807.2	23231.3	23655.9	24081.5	24508.7	24937.9	25368.9	25801.6	26235.5	26670	27104.4	27538.2	27971.1	28402.4	28832.1	29259.6	29684.8	30107.2	30526.6	30942.7	31355.4	31764.6	32170.6	32574.1	32976.5	33379.3	33784.6	34194.6	34611.2	35035.5	35467.9	35907.3	36351.5	36797.8	37243.2	37685.7	38123.6	38555.9	38981.9	39400.7	39811.1	40211	40598.3	40969.9	41323.1	41655.5	41966	42256	42529.7	42792.7	43051.6	43314.2	43590.7	43895.7	44252.3	44700.8	45309.2
3.78	47023.3	47020.9	46960.4	46806	46550.8	46156	45559.9	44769.8	43950.5	43237.6	42641	42130.1	41676.7	41261	40869.1	40491	40119.2	39747.5	39371	38985	38586	38176.1	37760.6	37342.2	36920.7	36494.9	36063.7	35625.9	35181.4	34731.2	34277.6	33823.4	33371.5	32923.7	32480.7	32041.9	31605.9	31171.5	30737.7	30304.4	29871.7	29439.9	29009.1	28579.2	28150.1	27721.8	27293.9	26866.1	26438	26009.2	25579.3	25148.1	24715.6	24282	23847.7	23413.1	22978.7	22544.8	22111.6	21679.4	21248.3	20818.7	20390.9	19965.5	19543.4	19125.5	18713.7	18310.2	17917.3	17536	17166.3	16810	16465.4	16271.2	16603.2	17124.1	17636	18107.3	18550.5	18982.3	19413	19844.8	20276.4	20707.1	21136.6	21565	21992.4	22419.1	22845.4	23271.8	23698.6	24126.4	24555.4	24985.7	25417.4	25850	26283.1	26716.4	27149.4	27581.8	28013.3	28443.9	28873.2	29301.1	29727.4	30151.8	30574	30993.9	31411.3	31826.1	32238.7	32649.7	33060.3	33471.9	33886.3	34305.4	34730.6	35162.4	35600.4	36043	36487.8	36932.3	37374.1	37811.9	38244.8	38672.6	39095.3	39512.3	39922.6	40324.5	40715.6	41092.8	41452.8	41792.9	42111.8	42411.2	42696.2	42973.6	43251.7	43541.3	43857.4	44223.2	44678.7	45291.5	46123
3.96	47023.3	47014.6	46902.4	46666.4	46291.2	45721.6	44948.1	44121.4	43395.3	42791.4	42279.2	41829.1	41419.7	41036.6	40669.5	40310.5	39953.7	39593.9	39227	38848.8	38456	38049.8	37635	37214.6	36789.5	36359.3	35923.7	35482.7	35036.9	34588.2	34139.2	33692.6	33250.6	32814.2	32383	31955.7	31530.3	31105.1	30678.8	30251.4	29823	29394.1	28965	28535.9	28106.9	27677.9	27248.9	26819.7	26390.1	25959.9	25529	25097.3	24664.9	24232.2	23799.6	23367.2	22935.3	22503.9	22073.1	21642.7	21212.9	20783.7	20355.3	19928.3	19503.1	19080.7	18662.6	18250.8	17847.7	17453.7	17069	16696	16332.5	16206	16662.8	17221.6	17731.1	18189.9	18619.7	19039.6	19461	19886.4	20314.1	20742.8	21171.7	21600.4	22028.9	22457.3	22885.8	23314.5	23743.8	24173.7	24604.5	25036.1	25468.2	25900.6	26332.9	26764.9	27196.3	27627.2	28057.5	28487.3	28916.4	29344.8	29772.4	30199	30624.4	31048.5	31471.2	31892.4	32312.3	32731.6	33151.2	33572.4	33996.7	34425.3	34859.1	35298	35740.8	36185.5	36629.8	37071.4	37509	37941.8	38369.8	38793.6	39213.5	39629.6	40041	40446.3	40843	41227.8	41597.1	41947.7	42278	42590.4	42891.2	43189.2	43495.9	43826.9	44206.2	44674.3	45297.5	46133.9	47043.6
4.14	47023.3	46996.6	46799.5	46440.9	45888.7	45122.4	44281.2	43537.8	42924.8	42410.6	41963.1	41559.6	41184.7	40827.6	40480.5	40137	39792.3	39442.1	39082.6	38710.1	38321.7	37917.7	37502.4	37079.1	36649.8	36215.2	35775.6	35332.2	34886.5	34440.9	33998.2	33560.5	33129.3	32704.6	32285.3	31869.3	31454.1	31037.7	30618.7	30196.9	29772.6	29346.5	28919	28490.6	28061.5	27631.8	27201.6	26770.9	26339.8	25908.2	25476.2	25044.1	24612	24180.5	23749.6	23319.5	22890.3	22461.5	22033.1	21604.6	21175.9	20747	20317.9	19888.8	19460.2	19032.7	18607.3	18186	17770.7	17361.4	16958.5	16564.8	16177.6	16162.9	16743.5	17325.3	17826.7	18271.9	18688.6	19097.3	19509.8	19929.2	20353.3	20780.1	21208.3	21637.5	22067.3	22497.7	22928.4	23359.7	23791.5	24223.7	24656.2	25088.9	25521.4	25953.4	26384.7	26815.3	27245.2	27674.5	28103.6	28532.6	28961.6	29390.7	29819.8	30249	30678	31106.9	31535.4	31963.7	32391.9	32820.4	33250	33681.7	34116.4	34554.8	34997.1	35442.3	35888.8	36334.3	36776.9	37214.9	37647.6	38075.2	38498.6	38918.9	39336.9	39753.1	40167	40577.5	40982	41377.3	41759.3	42124.2	42470.3	42801	43124.9	43453.9	43804.9	44203.3	44690.4	45332	46176.5	47075.1	47782.9
4.32	47023.3	46951.2	46619.5	46075.4	45303.7	44435.6	43667.6	43042.5	42525.3	42080	41682	41314.8	40967.2	40631	40299.9	39969.1	39634.1	39291.3	38937.2	38568.7	38182.7	37779.3	37362.2	36935.4	36501.5	36062.4	35619.6	35175	34731	34290.2	33855.3	33427.7	33007.9	32595.2	32187.7	31782.6	31377.3	30969.4	30557.4	30141	29720.7	29297.2	28871.3	28443.4	28014	27583.4	27151.9	26719.7	26286.9	25853.9	25421	24988.5	24557	24126.7	23697.8	23270.3	22843.7	22417.7	21991.6	21565	21137.4	20708.6	20278.6	19847.2	19414.7	18981.2	18547.5	18115	17685.3	17257.4	16831.9	16412.1	15994.6	16154.3	16843.4	17433.3	17922.1	18353	18757	19155.1	19559.5	19973.1	20393.8	20818.8	21246.7	21676.5	22107.7	22540.1	22973.4	23407.3	23841.7	24276.2	24710.5	25144.2	25576.9	26008.4	26438.6	26867.6	27295.8	27723.7	28151.5	28579.8	29008.9	29438.8	29869.8	30301.8	30734.9	31169.1	31604.3	32040.5	32477.9	32916.7	33357.4	33800.4	34246.1	34694.4	35144.6	35595.1	36044	36489	36928.6	37362.1	37789.5	38212.1	38631.2	39048.6	39465.7	39883.4	40301.6	40719.4	41134.8	41544.4	41943.8	42328.7	42697.5	43055.2	43414.1	43792.3	44216.9	44731.7	45401.3	46257.1	47133	47816.9	48320.4
4.5	47023.3	46848.2	46305.5	45509.1	44593.1	43787.8	43145.9	42624	42180.5	41787.7	41428	41089.4	40763.6	40444.2	40126.2	39805.4	39478	39140.6	38790.2	38423.8	38038.6	37634.2	37214.1	36782.9	36344.3	35901	35455.9	35011.6	34571.1	34137.1	33711.4	33294.9	32887.1	32486.4	32090.4	31696	31300.2	30900.3	30494.9	30083.7	29667.2	29246.2	28821.6	28394.2	27964.4	27532.8	27099.8	26665.9	26231.4	25797	25363.3	24930.7	24499.8	24071	23644.3	23219.4	22795.7	22372.5	21948.8	21523.9	21097.3	20668.6	20237.3	19803.3	19366.3	18926	18482.7	18037	17589.9	17138.9	16684.8	16231.5	15774.7	16191.8	16959.5	17543.9	18016.9	18433.1	18825	19213.1	19609.8	20018.1	20435.6	20859.1	21286.7	21717.2	22150.1	22584.8	23020.7	23457.5	23894.6	24331.4	24767.4	25202	25634.8	26065.5	26494.5	26921.9	27348.3	27774.6	28201.3	28629.1	29058.3	29489.3	29922.4	30357.7	30795.3	31235.5	31678.1	32123.3	32571.1	33021.3	33474.1	33929.3	34386.3	34844.3	35301.7	35756.3	36205.9	36649	37084.5	37512.7	37934.7	38352.3	38767.7	39183.1	39600.5	40021.2	40445.8	40874.1	41304.5	41733.8	42157.8	42571.5	42973.9	43373.3	43789.1	44250.8	44804.9	45514	46381.8	47221	47867.3	48353.4	48742
4.68	47023.3	46628.8	45771.5	44767.6	43902.5	43236.1	42707.6	42265.3	41877.6	41525.1	41195.3	40879.5	40571.2	40265.3	39957.8	39644.8	39323.1	38989.5	38641	38274.9	37888.7	37481.8	37057.6	36621.4	36177.9	35731.3	35285.1	34843	34408	33982.3	33567.2	33162.6	32767.1	32378.5	31993.7	31609.6	31222.7	30830.6	30431.5	30025.1	29612.1	29193.5	28770.1	28342.9	27912.6	27479.9	27045.3	26609.5	26173.4	25737.6	25303.1	24870.5	24440.6	24013.5	23589.2	23167.1	22746.3	22325.8	21904.5	21481.4	21055.7	20626.8	20194.1	19757	19314.8	18866.8	18412.2	17950.8	17482.4	17002.3	16511.4	16014	15505.2	16281.5	17087.5	17655.6	18110.6	18512.2	18892.4	19271.2	19660.8	20064.2	20478.7	20900.8	21328.3	21759.9	22194.6	22631.7	23070.5	23510.3	23950.1	24389.3	24826.9	25262.2	25694.8	26124.8	26552.2	26977.9	27402.6	27827.4	28253	28680.3	29109.8	29542.2	29977.7	30416.7	30859.5	31306.4	31757.4	32212.7	32672.1	33135.1	33601.1	34069.2	34537.8	35004.9	35468.2	35925.2	36374	36813.5	37243.9	37666.3	38082.8	38495.8	38908.2	39322.7	39741.8	40167.6	40601.5	41044.2	41495.2	41952.5	42412.1	42869.5	43325	43793.9	44309.3	44920.3	45682	46555.5	47340.7	47937.1	48396.7	48775.9	49108.4
4.86	47023.3	46177.8	44989.2	44017.8	43314.3	42776.1	42334.5	41951.9	41606.8	41285.7	40979.6	40682	40387.8	40092.9	39793.6	39486.5	39168.7	38837.1	38488.9	38121.5	37732.6	37321.6	36892.2	36450.5	36002.5	35553.4	35108	34670.1	34242.5	33827	33423.6	33031.4	32648.3	32271.5	31897.7	31523.3	31145.1	30760.2	30367	29965.3	29555.6	29139	28716.7	28289.6	27858.6	27424.6	26988.2	26550.6	26112.7	25675.6	25240.5	24808.2	24379.3	23954.2	23532.5	23113.3	22695.6	22277.9	21858.9	21437.4	21012.5	20583.2	20148.7	19708.1	19260.1	18803.1	18335.3	17855	17360.1	16842.4	16302.6	15745.7	15167.9	16420.8	17223.1	17767.1	18202.8	18590.1	18959.2	19329.5	19712.5	20111.4	20523.1	20944.1	21371.7	21804.4	22241.2	22681	23122.8	23565.7	24008.4	24449.9	24888.9	25324.8	25757.2	26186	26611.9	27035.8	27458.7	27881.9	28306.5	28733.4	29163.5	29597.5	30035.8	30479	30927.6	31382.1	31842.6	32309.3	32781.7	33258.9	33739.4	34221	34701	35176.2	35643.8	36101.3	36547.3	36982	37406.5	37822.8	38233.8	38642.8	39053	39467.8	39890.4	40323.9	40770.8	41233.4	41713.5	42211.5	42726	43254.2	43801.2	44396.8	45093.3	45920.4	46780.2	47491	48028.1	48453.6	48816.4	49146.1	49461
