r(x_rel=1)	t=0	t=1000	t=2000	t=3000	t=4000	t=5000	t=6000	t=7000	t=8000	t=9000	t=10000	t=11000	t=12000	t=13000	t=14000	t=15000	t=16000	t=17000	t=18000	t=19000	t=20000	t=21000	t=22000	t=23000	t=24000	t=25000	t=26000	t=27000	t=28000	t=29000	t=30000	t=31000	t=32000	t=33000	t=34000	t=35000	t=36000	t=37000	t=38000	t=39000	t=40000	t=41000	t=42000	t=43000	t=44000	t=45000	t=46000	t=47000	t=48000	t=49000	t=50000	t=51000	t=52000	t=53000	t=54000	t=55000	t=56000	t=57000	t=58000	t=59000	t=60000	t=61000	t=62000	t=63000	t=64000	t=65000	t=66000	t=67000	t=68000	t=69000	t=70000	t=71000	t=72000	t=73000	t=74000	t=75000	t=76000	t=77000	t=78000	t=79000	t=80000	t=81000	t=82000	t=83000	t=84000	t=85000	t=86000	t=87000	t=88000	t=89000	t=90000	t=91000	t=92000	t=93000	t=94000	t=95000	t=96000	t=97000	t=98000	t=99000	t=100000	t=101000	t=102000	t=103000	t=104000	t=105000	t=106000	t=107000	t=108000	t=109000	t=110000	t=111000	t=112000	t=113000	t=114000	t=115000	t=116000	t=117000	t=118000	t=119000	t=120000	t=121000	t=122000	t=123000	t=124000	t=125000	t=126000	t=127000	t=128000	t=129000	t=130000	t=131000	t=132000	t=133000	t=134000	t=135000	t=136000	t=137000	t=138000	t=139000	t=140000	t=141000	t=142000	t=143000	t=144000
1.8	47023.3	47023.3	47023.3	47023.2	47021.6	47015.3	47000.6	46973.5	46930.1	46864.8	46769	46626.1	46400.8	46010.1	45270.4	44093.7	42913.7	41955.4	41150.3	40422.8	39774.7	39225.6	38745	38306	37891.9	37491.4	37096.7	36700.9	36298	35881.7	35446.1	34985.6	34496.8	33979.3	33438.3	32884	32329.7	31787.5	31265.1	30764.2	30282.9	29817.9	29365.9	28924.3	28491.1	28064.4	27642.7	27224.3	26807.5	26390.4	25971.2	25547.9	25118.8	24682.9	24240	23790.8	23337.2	22881.8	22427.6	21977.2	21532.7	21095.8	20667.8	20250	19843.8	19451.1	19073.7	18713.8	18373	18052.5	17752.1	17470.9	17207.5	16960.2	16758.4	16699.4	16866	17267.5	17819	18410.1	18970.4	19483.9	19962.1	20417.7	20858.4	21288.4	21710.3	22126.2	22537.8	22946.8	23355	23764.3	24176.7	24593.8	25016.9	25446.7	25882.7	26323.9	26768.3	27213.5	27657.1	28097.1	28531.7	28959.9	29380.7	29793.5	30197.7	30592.9	30978.9	31355.9	31724.3	32085	32439.3	32789.2	33137.1	33485.6	33838.2	34198.3	34569.8	34956.3	35360.9	35785.6	36230.3	36691.9	37164.7	37640.5	38111	38568.3	39006.8	39422.8	39814.1	40179.6	40519	40832.5	41120.9	41385.7	41629.1	41853.6	42062.1	42257.5	42442.4	42619.4	42791	42959.6	43127.9
1.98	47023.3	47023.3	47023.3	47023	47020.1	47010.4	46989.4	46952.9	46896.2	46812.1	46687.8	46497.8	46185.6	45623.9	44652.7	43487.1	42486.3	41665.5	40952.2	40292.2	39685.2	39154.9	38682.8	38247.6	37834.5	37433.5	37036.9	36638.5	36232.2	35812.2	35372.9	34909.5	34419.5	33903.7	33367.7	32821.4	32276.4	31743.3	31228.4	30733.1	30255.8	29793.5	29343.2	28902.7	28470	28043.4	27621.4	27202.5	26785	26367.2	25947.2	25523.2	25093.7	24657.7	24215.1	23766.6	23314.1	22860.1	22407.3	21958.2	21514.8	21078.5	20650.8	20232.8	19826	19432.1	19053.2	18691.4	18348.4	18025.5	17722.4	17438.4	17172.1	16922	16727.7	16697.7	16904	17329.4	17878.2	18454.4	19002.2	19508.3	19982.6	20436.1	20875.8	21305.4	21727.6	22144	22556.3	22966.3	23375.6	23786.1	24199.6	24617.7	25041.6	25471.8	25907.9	26348.7	26792.5	27236.8	27679.6	28118.8	28553	28980.9	29401.9	29815	30220	30616.3	31003.9	31382.7	31753.2	32116.3	32473.4	32826.4	33177.7	33530.1	33886.9	34251.6	34627.9	35019.3	35428.5	35856.9	36303.8	36765.8	37236.9	37709.6	38175.9	38629.2	39064.2	39477.4	39866.8	40231.2	40570.1	40883.4	41172	41437.1	41681	41906.3	42115.9	42312.9	42499.8	42679.6	42854.7	43027.9	43202.2
2.16	47023.3	47023.3	47023.3	47022.6	47017.5	47002.6	46973.1	46924.2	46849.8	46739.9	46575.1	46314.8	45869.4	45088.1	44003.3	42972.1	42124	41407.5	40766.4	40161.7	39591.1	39078.8	38615.2	38183.7	37771.5	37369.6	36970.9	36569.5	36159.6	35735.6	35292.5	34826.4	34335.7	33822.4	33292.3	32754.7	32219.8	31696.1	31188.9	30699.5	30226.4	29766.9	29318.5	28879.1	28446.8	28020.3	27598	27178.6	26760.4	26341.8	25920.9	25496.2	25066.3	24630.2	24187.9	23740.3	23289	22836.5	22385.2	21937.5	21495.2	21059.6	20632.1	20213.9	19806.3	19411.2	19030.6	18666.6	18321.1	17995.3	17689.1	17401.9	17132.2	16879	16695.4	16700.4	16949.1	17396	17940.1	18501.1	19036.1	19534.7	20004.9	20456.2	20894.8	21324.1	21746.4	22163.5	22576.7	22987.7	23398.3	23810.1	24224.8	24643.9	25068.6	25499.2	25935.3	26375.8	26818.8	27262.3	27704.1	28142.6	28576.2	29003.9	29425	29838.7	30244.6	30642.2	31031.4	31412.3	31785.2	32151.1	32511.3	32867.8	33222.9	33579.6	33941.1	34310.9	34692.5	35089.1	35503	35935.2	36384.1	36846.1	37315.1	37784.1	38246.2	38695.2	39126.6	39537.1	39924.8	40288.2	40626.7	40940.1	41228.9	41494.6	41739.2	41965.5	42176.6	42375.5	42565.1	42748.3	42927.9	43107	43289
2.34	47023.3	47023.3	47023.3	47021.7	47013	46990.8	46949.6	46884.1	46785.9	46640	46415.7	46048.1	45414.5	44450.9	43417.7	42540.4	41810.5	41174	40590.4	40031.3	39493	38997.7	38542.3	38114.1	37702.6	37299.5	36898.5	36493.8	36079.9	35651.8	35205	34736.6	34246	33736	33212.7	32684.5	32159.9	31646	31146.9	30663.6	30194.8	29738.3	29291.8	28853.5	28421.7	27995.2	27572.6	27152.6	26733.6	26314	25892.3	25466.9	25036.5	24600.3	24158.5	23711.8	23261.9	22811	22361.4	21915.2	21474	21039.2	20611.9	20193.3	19784.9	19388.3	19005.7	18639.2	18290.8	17961.8	17652.1	17361.1	17087.4	16830.9	16662.4	16708.9	17001.4	17466.8	18004.2	18549.8	19072.1	19562.9	20028.8	20477.9	20915.4	21344.4	21767	22184.7	22598.9	23011.2	23423	23836.2	24252.2	24672.5	25098	25529	25965.1	26405.1	26847.3	27289.8	27730.7	28168.3	28601.4	29028.9	29450.2	29864.5	30271.4	30670.6	31061.7	31444.8	31820.4	32189.4	32553.2	32913.5	33273	33634.5	34001.2	34376.5	34763.7	35165.8	35584.7	36020.4	36471	36932.5	37399	37864.1	38321.6	38766.3	39194.1	39602	39988	40350.7	40689	41002.6	41292.1	41558.5	41804.1	42031.9	42244.9	42446.3	42639.2	42826.7	43012	43198.7	43390.9
2.52	47023.3	47023.3	47023.2	47019.9	47005.6	46972.8	46916	46828.1	46697	46499.1	46185.3	45659.6	44824	43822.1	42921.6	42173.6	41533.6	40959.7	40422.5	39901.1	39391.2	38911.7	38463.9	38038.9	37627.7	37223.2	36819.4	36411.1	35993.1	35560.8	35110.5	34640.3	34150.6	33644.8	33129.2	32611.1	32097.3	31593.4	31102.5	30625.4	30161.1	29707.6	29263.1	28825.9	28394.6	27968.1	27545.1	27124.4	26704.5	26284	25861.4	25435.2	25004.3	24568.2	24126.8	23681.2	23232.8	22783.6	22335.8	21891.1	21451.1	21017.1	20590	20171	19761.6	19363.4	18978.5	18609.2	18257.5	17924.7	17610.9	17315.5	17037.2	16777.4	16629.8	16724.9	17061.1	17541	18070.1	18600.3	19109.9	19593	20054.5	20501.2	20937.6	21366.4	21789.2	22207.7	22623	23036.6	23449.9	23864.5	24282	24703.5	25129.8	25561.2	25997.2	26436.7	26878	27319.5	27759.3	28196.1	28628.6	29055.9	29477.4	29892.5	30300.6	30701.4	31094.6	31480.4	31859.1	32231.5	32599.2	32963.9	33328.2	33695	34067.3	34448.6	34841.9	35249.8	35673.4	36112.5	36564.4	37024.9	37488.4	37949.3	38402.1	38842.4	39266.7	39672.2	40056.8	40418.9	40757.3	41071.6	41361.9	41629.4	41876.5	42106.1	42321.5	42526.1	42723.3	42916.4	43109.1	43305.8	43511.5
2.7	47023.3	47023.3	47022.9	47016.5	46993.4	46946	46867.9	46749.3	46571.5	46296.3	45848.4	45127	44182.5	43270.5	42503.6	41855.6	41284.7	40760.3	40261.1	39771.2	39285.8	38820.8	38380.2	37957.8	37546.6	37140.3	36733.5	36321.2	35898.9	35462.5	35009.1	34537.8	34049.9	33549.5	33042.5	32534.8	32032.1	31538.3	31055.8	30585.1	30125.3	29674.9	29232.4	28796.3	28365.5	27939	27515.5	27094	26673.2	26251.6	25828	25401.1	24969.8	24533.7	24093	23648.5	23201.7	22754.4	22308.4	21865.4	21426.7	20993.4	20566.4	20147	19736.4	19336.3	18948.9	18576.4	18220.9	17883.8	17565.2	17264.8	16981.2	16718.2	16599.3	16749.7	17127.9	17618.2	18137.4	18652.3	19149.4	19624.6	20081.8	20526.1	20961.4	21389.9	21813.2	22232.5	22649	23064	23478.9	23895.1	24314.1	24736.8	25164	25595.7	26031.6	26470.4	26910.8	27351.2	27789.9	28225.8	28657.7	29085	29506.8	29922.7	30332.2	30734.8	31130.5	31519.1	31901.2	32277.6	32649.6	33019.2	33388.8	33761.4	34140	34527.7	34927.4	35341.1	35769.4	36211.4	36664	37122.9	37583	38039.4	38487.4	38923.5	39344.4	39747.7	40131.1	40493.1	40832.1	41147.4	41439	41708.1	41957	42189	42407.6	42616.4	42819.1	43019.5	43222	43431.8	43656.2
2.88	47023.3	47023.3	47022.3	47010.2	46974.1	46906.4	46799.1	46637.4	46390.9	45999.8	45371.6	44497.7	43588.3	42804.5	42146.2	41574.5	41057.4	40572.8	40104.8	39641.2	39177.1	38725.1	38290.9	37870.9	37459.2	37050.7	36640.5	36224	35797.3	35357	34901.1	34429.5	33944.6	33450.6	32952.8	32456.2	31964.7	31481.1	31007	30542.6	30087.4	29640.2	29199.7	28764.8	28334.5	27907.8	27483.8	27061.4	26639.6	26216.9	25792.3	25364.6	24932.9	24497	24057	23613.8	23168.7	22723.4	22279.4	21838.1	21400.7	20968	20541.2	20121.1	19709.2	19307.1	18916.7	18540.5	18180.7	17838.7	17514.6	17208.3	16918.4	16653.3	16572.8	16784.7	17201.4	17697.6	18205.7	18705.5	19190.5	19658	20110.7	20552.6	20986.8	21415.1	21838.8	22259.1	22676.9	23093.5	23510.1	23928	24348.5	24772.5	25200.5	25632.6	26068.2	26506.4	26945.7	27384.9	27822.5	28257.5	28688.9	29116	29538.3	29955.1	30366.2	30770.9	31169.3	31561.2	31947.1	32327.8	32704.6	33079.6	33455.2	33834.1	34219.4	34614	35020.3	35439.8	35872.5	36316.9	36769.6	37226.4	37682.7	38134.3	38577.6	39009.4	39427.3	39828.7	40211.5	40573.7	40913.8	41230.6	41524.1	41795.3	42046.8	42282	42504.7	42718.9	42928.8	43138.8	43354.3	43582.5	43833
3.06	47023.3	47023.3	47020.6	46998.8	46943.9	46848.1	46700.1	46475.8	46126.7	45571.9	44769.9	43875.8	43078.6	42409.3	41834.5	41321.6	40847.1	40394.8	39952.7	39511	39065.1	38624.6	38196.1	37777.7	37365.2	36954.1	36540.1	36119.3	35688.2	35244.4	34786.6	34315.9	33835.2	33348.7	32860.9	32375.6	31895.4	31421.9	30956.1	30498.2	30047.7	29603.6	29165.1	28731.3	28301.4	27874.5	27449.9	27026.6	26603.7	26179.9	25754.2	25325.7	24893.7	24458	24018.8	23577.1	23133.9	22690.7	22248.7	21809.2	21373	20941.1	20514.3	20093.5	19680.1	19275.5	18881.9	18501.5	18136.7	17789	17458.5	17145.4	16848.2	16582.5	16553	16830.8	17280.7	17778.6	18274.6	18759.8	19232.9	19692.8	20141.1	20580.7	21013.9	21442	21866.3	22287.5	22706.8	23125.1	23543.5	23963.2	24385.3	24810.6	25239.5	25671.8	26107.1	26544.5	26982.7	27420.6	27857.1	28291.1	28722	29149.1	29571.9	29989.9	30402.7	30809.8	31211.2	31606.7	31996.8	32382.4	32764.7	33145.7	33527.7	33913.5	34306	34707.8	35120.9	35546	35982.8	36428.9	36880.9	37334.9	37787	38233.8	38672.4	39100.3	39515.4	39915.4	40298	40661.2	41003	41322	41618	41892.1	42147	42386.4	42614.6	42836	43055.4	43278.4	43512	43765.9	44055.1
3.24	47023.3	47023.3	47016.8	46979.3	46897.3	46762.3	46555.9	46238.5	45740.4	45004.2	44134.2	43327.9	42647.6	42068.4	41557.6	41090.6	40650.3	40224.4	39803.7	39380.3	38949.8	38519.3	38095.6	37678.3	37264.4	36850.2	36432.2	36006.9	35571.7	35124.8	34666.2	34197.6	33722.3	33244.2	32767	32293.3	31824.4	31361	30903.5	30451.9	30006	29565.1	29128.6	28695.9	28266.3	27839.2	27413.9	26989.6	26565.4	26140.4	25713.7	25284.4	24852.2	24416.8	23978.6	23538.4	23097.3	22656.3	22216.4	21778.7	21343.8	20912.6	20485.7	20064.1	19648.8	19241.5	18844.2	18459	18088.5	17734.2	17396.4	17075.2	16769.2	16506.7	16543.1	16888.5	17365.1	17860.9	18344	18815	19276.7	19729.1	20173.1	20610.4	21042.5	21470.6	21895.4	22317.9	22738.7	23158.8	23579.2	24000.8	24424.6	24851.1	25280.8	25713.3	26148.3	26584.7	27021.8	27458.3	27893.6	28326.7	28757.1	29184.3	29607.7	30027	30441.8	30851.6	31256.3	31655.9	32050.8	32441.7	32830	33217.6	33606.8	34000.1	34400.3	34809.5	35229.3	35659.8	36099.9	36547	36997.6	37448.3	37895.9	38337.7	38771.8	39196.2	39609	40008.1	40391.3	40756.1	41100.5	41422.7	41722.1	42000	42259.4	42504.5	42739.9	42970.9	43203.3	43444.3	43703.5	43995.6	44344.5
3.42	47023.3	47023.2	47008.6	46946.4	46826	46635.1	46342.4	45887.8	45208	44365.8	43554	42863.1	42278.8	41768.9	41307.5	40876.9	40464.2	40060.1	39657.1	39248.8	38831.1	38409	37989.2	37572.3	37156.4	36738.8	36316.5	35886.8	35447.8	34998.7	34540.4	34075.2	33606.4	33137.7	32671.6	32209.6	31751.9	31298.5	30849.1	30403.8	29962.4	29524.7	29090.2	28658.5	28229.1	27801.7	27375.6	26950.2	26524.8	26098.6	25670.8	25240.8	24808.3	24373.4	23936.3	23497.9	23058.9	22620.2	22182.5	21746.6	21313.1	20882.5	20455.4	20032.7	19615.5	19205.1	18803.4	18412.9	18035.8	17673.8	17327.2	16996.5	16680.1	16427.2	16546.4	16957.7	17453.6	17943.7	18413.6	18870.8	19321.6	19766.9	20206.5	20641.5	21072.7	21500.8	21926.4	22350.1	22772.7	23194.7	23617.2	24040.8	24466.3	24894.1	25324.5	25757.2	26191.6	26627.1	27062.8	27498	27932	28364.3	28794.2	29221.5	29645.8	30066.6	30483.5	30896.3	31304.8	31709	32109.1	32506.1	32901.1	33295.9	33692.9	34094.3	34502.6	34919.4	35345.8	35781.1	36223.8	36670.9	37119.4	37566.2	38009	38446	38875.8	39297	39708.2	40107.2	40491.8	40859.3	41207.3	41533.7	41837.8	42120.9	42386.3	42638.9	42884.2	43128.4	43378.9	43645.6	43942.9	44294.4	44741
3.6	47023.3	47022.8	46992	46892.6	46717.3	46444.3	46023.1	45389.4	44574.5	43759	43057.6	42467.7	41957.7	41500.9	41078.3	40676.8	40286.6	39900.4	39512	39116.1	38708.9	38293.7	37876.7	37459.4	37041.1	36619.6	36192.8	35758.8	35316.6	34866.4	34409.6	33949.2	33488.3	33029.8	32575.2	32124.9	31678.2	31234.5	30793.1	30354	29917.1	29482.4	29049.8	28619.1	28190	27762.1	27335.2	26908.6	26481.8	26054.3	25625.4	25194.7	24762.1	24327.8	23892.1	23455.5	23018.8	22582.4	22147	21713	21280.7	20850.7	20423.4	19999.5	19579.9	19166	18759.5	18362.7	17978	17607	17250.1	16908.1	16579.2	16346.8	16566.3	17037.8	17545.2	18026.8	18483.2	18927.3	19367.7	19805.9	20241.5	20674.2	21104.5	21532.7	21959.2	22384.3	22808.7	23232.9	23657.5	24083.2	24510.4	24939.6	25370.6	25803.3	26237.1	26671.5	27105.9	27539.6	27972.4	28403.7	28833.4	29260.9	29686.1	30108.6	30528.1	30944.2	31356.9	31766.2	32172.2	32575.8	32978.2	33381.1	33786.5	34196.6	34613.2	35037.7	35470.3	35909.8	36354.1	36800.4	37245.9	37688.4	38126.2	38558.5	38984.4	39403.1	39813.3	40213.2	40600.2	40971.7	41324.7	41656.9	41967.2	42257.1	42530.8	42793.7	43052.6	43315.3	43592	43897.2	44254.4	44703.7	45313.4
3.78	47023.3	47020.9	46960.3	46805.7	46550	46154.4	45556.7	44765.1	43945.4	43232.8	42636.6	42126	41672.9	41257.4	40865.7	40487.7	40115.9	39744.3	39367.9	38981.9	38583	38173.1	37757.8	37339.4	36917.9	36492.3	36061	35623.1	35178.6	34728.4	34274.7	33820.5	33368.6	32920.9	32478	32039.4	31603.6	31169.3	30735.7	30302.6	29870.1	29438.4	29007.6	28577.8	28148.8	27720.4	27292.5	26864.6	26436.4	26007.5	25577.5	25146.3	24713.7	24280.1	23845.8	23411.3	22976.9	22543.1	22110	21677.8	21246.9	20817.3	20389.6	19964.2	19542	19124.1	18712.1	18308.1	17914.6	17532.9	17163.8	16808.1	16463.8	16270.4	16605.6	17127.5	17639	18109.8	18552.6	18984.2	19414.7	19846.3	20277.8	20708.4	21137.9	21566.4	21993.8	22420.6	22846.9	23273.3	23700.2	24128	24557.1	24987.4	25419.1	25851.6	26284.7	26717.9	27150.9	27583.2	28014.7	28445.2	28874.5	29302.4	29728.7	30153.2	30575.5	30995.4	31412.8	31827.7	32240.4	32651.5	33062.1	33473.7	33888.2	34307.4	34732.7	35164.7	35602.8	36045.5	36490.4	36934.9	37376.8	37814.5	38247.4	38675.2	39097.8	39514.7	39924.9	40326.6	40717.5	41094.6	41454.4	41794.3	42113	42412.3	42697.2	42974.6	43252.8	43542.5	43858.9	44225.2	44681.6	45295.8	46128.6
3.96	47023.3	47014.6	46902.2	46665.9	46289.9	45718.9	44943.9	44116.6	43390.7	42787.2	42275.3	41825.3	41416.2	41033.3	40666.2	40307.3	39950.6	39590.9	39223.9	38845.8	38453	38046.9	37632.2	37211.9	36786.7	36356.6	35921	35479.9	35034.1	34585.4	34136.4	33689.8	33247.8	32811.5	32380.5	31953.3	31528.1	31103	30676.9	30249.6	29821.4	29392.6	28963.6	28534.5	28105.5	27676.5	27247.4	26818.2	26388.5	25958.2	25527.2	25095.4	24663	24230.4	23797.7	23365.4	22933.5	22502.2	22071.5	21641.2	21211.4	20782.3	20354	19926.9	19501.7	19079.2	18660.9	18248.6	17844.7	17450.4	17066.4	16694.1	16331	16205.6	16665.9	17225.1	17734	18192.3	18621.8	19041.5	19462.6	19887.8	20315.5	20744.2	21173	21601.7	22030.3	22458.8	22887.3	23316.1	23745.4	24175.4	24606.2	25037.8	25469.9	25902.3	26334.5	26766.4	27197.8	27628.6	28058.9	28488.6	28917.7	29346.1	29773.7	30200.4	30625.9	31050.1	31472.8	31894	32314	32733.4	33153.1	33574.3	33998.7	34427.4	34861.3	35300.3	35743.2	36188	36632.4	37074.1	37511.7	37944.4	38372.4	38796.2	39216	39632	40043.3	40448.4	40844.9	41229.6	41598.7	41949.1	42279.2	42591.5	42892.3	43190.3	43497.1	43828.4	44208.2	44677.1	45301.8	46139.6	47048.8
4.14	47023.3	46996.5	46799.2	46439.9	45886.5	45118.7	44276.7	43533.4	42920.7	42406.8	41959.5	41556.2	41181.4	40824.4	40477.3	40133.9	39789.3	39439.1	39079.6	38707.2	38318.8	37914.8	37499.5	37076.4	36647.1	36212.5	35772.9	35329.4	34883.7	34438.1	33995.4	33557.7	33126.6	32702	32282.8	31866.9	31451.9	31035.6	30616.8	30195.2	29771.1	29345	28917.6	28489.2	28060.1	27630.4	27200.1	26769.4	26338.1	25906.5	25474.4	25042.2	24610.2	24178.6	23747.7	23317.7	22888.5	22459.9	22031.5	21603.1	21174.5	20745.6	20316.6	19887.5	19458.8	19031.2	18605.5	18183.6	17767.5	17358	16956	16562.9	16176.1	16163	16747.2	17328.8	17829.5	18274.2	18690.6	19099	19511.4	19930.6	20354.6	20781.4	21209.7	21638.9	22068.8	22499.1	22930	23361.3	23793.1	24225.4	24658	25090.6	25523.1	25955.1	26386.3	26816.8	27246.6	27675.9	28104.9	28533.9	28962.9	29392	29821.2	30250.4	30679.5	31108.4	31537.1	31965.4	32393.7	32822.3	33251.9	33683.7	34118.5	34557	34999.3	35444.6	35891.2	36336.9	36779.5	37217.5	37650.2	38077.9	38501.2	38921.4	39339.4	39755.5	40169.3	40579.6	40984	41379.1	41760.9	42125.6	42471.6	42802.2	43126	43455.2	43806.4	44205.2	44693.2	45336.3	46182.2	47080.3	47786.6
4.32	47023.3	46951.1	46618.9	46073.8	45300.5	44431.5	43663.4	43038.6	42521.5	42076.5	41678.6	41311.5	40964	40627.8	40296.9	39966.1	39631.1	39288.4	38934.3	38565.8	38179.9	37776.5	37359.4	36932.6	36498.8	36059.7	35616.9	35172.2	34728.2	34287.5	33852.5	33425	33005.3	32592.7	32185.3	31780.4	31375.2	30967.4	30555.6	30139.3	29719.1	29295.7	28869.8	28442	28012.6	27582	27150.4	26718.1	26285.2	25852.1	25419.2	24986.7	24555.1	24124.8	23696	23268.5	22842	22416.1	21990	21563.5	21136	20707.2	20277.2	19845.9	19413.3	18979.7	18545.7	18112.5	17681.8	17253.7	16829.3	16410.2	15993.2	16155.2	16847.6	17436.8	17924.8	18355.2	18758.9	19156.8	19561	19974.5	20395.1	20820.1	21248	21677.9	22109.2	22541.6	22975	23409	23843.4	24277.9	24712.2	25145.9	25578.6	26010	26440.2	26869.1	27297.3	27725	28152.8	28581.1	29010.2	29440.2	29871.2	30303.3	30736.4	31170.7	31606	32042.3	32479.8	32918.6	33359.4	33802.4	34248.2	34696.6	35146.9	35597.6	36046.5	36491.6	36931.2	37364.7	37792.2	38214.7	38633.8	39051.2	39468.2	39885.7	40303.8	40721.6	41136.8	41546.2	41945.5	42330.2	42698.8	43056.4	43415.4	43793.7	44218.8	44734.4	45405.5	46262.7	47138.1	47820.7	48323
4.5	47023.3	46847.9	46304.3	45506.4	44589.3	43783.9	43142.1	42620.5	42177.1	41784.4	41424.8	41086.3	40760.5	40441.2	40123.2	39802.4	39475.1	39137.8	38787.4	38420.9	38035.8	37631.4	37211.3	36780.2	36341.6	35898.3	35453.2	35008.9	34568.4	34134.3	33708.7	33292.2	32884.6	32484	32088.1	31693.9	31298.1	30898.4	30493.2	30082.1	29665.6	29244.7	28820.2	28392.8	27963	27531.4	27098.3	26664.3	26229.8	25795.3	25361.4	24928.8	24498	24069.2	23642.5	23217.7	22794	22370.8	21947.2	21522.4	21095.9	20667.2	20236	19801.9	19364.8	18924.4	18480.7	18034.3	17586	17135	16682.3	16229.7	15773.4	16193.7	16964	17547.3	18019.4	18435.2	18826.8	19214.7	19611.3	20019.5	20436.9	20860.4	21288	21718.6	22151.6	22586.3	23022.3	23459.1	23896.3	24333.1	24769.1	25203.7	25636.4	26067.2	26496	26923.3	27349.7	27776	28202.6	28630.4	29059.6	29490.6	29923.8	30359.1	30796.9	31237.1	31679.9	32125.2	32573	33023.3	33476.2	33931.4	34388.5	34846.6	35304.1	35758.7	36208.5	36651.5	37087.1	37515.3	37937.3	38354.9	38770.3	39185.6	39602.9	40023.6	40448.1	40876.3	41306.5	41735.7	42159.4	42573	42975.3	43374.6	43790.6	44252.6	44807.6	45518.1	46387.2	47225.9	47871	48356.2	48744.1
4.68	47023.3	46628.1	45769.5	44764.2	43898.8	43232.6	42704.2	42262	41874.4	41522	41192.3	40876.5	40568.2	40262.4	39954.9	39642	39320.3	38986.7	38638.2	38272.2	37886	37479	37054.9	36618.7	36175.2	35728.6	35282.4	34840.3	34405.3	33979.7	33564.6	33160.1	32764.7	32376.1	31991.5	31607.5	31220.8	30828.7	30429.8	30023.5	29610.6	29192	28768.7	28341.5	27911.2	27478.4	27043.8	26607.9	26171.7	25735.9	25301.3	24868.7	24438.7	24011.7	23587.4	23165.3	22744.6	22324.2	21903	21479.9	21054.3	20625.4	20192.7	19755.6	19313.4	18865.1	18410.1	17947.9	17478	16998.2	16508.9	16012.3	15503.9	16284.8	17092.2	17658.9	18113	18514.1	18894.1	19272.8	19662.3	20065.6	20480	20902.1	21329.7	21761.3	22196.1	22633.2	23072.1	23511.9	23951.8	24391	24828.6	25263.9	25696.5	26126.4	26553.8	26979.4	27404	27828.7	28254.3	28681.5	29111.1	29543.5	29979.1	30418.2	30861.1	31308	31759.2	32214.6	32674	33137.1	33603.2	34071.4	34540.1	35007.3	35470.6	35927.7	36376.5	36816.1	37246.5	37668.9	38085.4	38498.4	38910.7	39325.2	39744.2	40170	40603.8	41046.4	41497.3	41954.4	42413.9	42871.1	43326.4	43795.4	44311.2	44923	45686	46560.4	47345.1	47940.7	48399.5	48778.2	49110.2
4.86	47023.3	46176.3	44986.2	44014.4	43310.9	42772.8	42331.4	41948.9	41603.8	41282.8	40976.7	40679.1	40385	40090	39790.7	39483.7	39165.9	38834.3	38486.2	38118.8	37729.9	37318.8	36889.4	36447.8	35999.8	35550.7	35105.3	34667.4	34239.9	33824.4	33421.1	33028.9	32646	32269.3	31895.6	31521.3	31143.2	30758.4	30365.4	29963.7	29554.1	29137.6	28715.4	28288.3	27857.2	27423.1	26986.7	26549	26111	25673.8	25238.6	24806.3	24377.5	23952.4	23530.7	23111.6	22693.9	22276.3	21857.4	21436	21011.1	20581.9	20147.4	19706.7	19258.6	18801.3	18333.1	17851.8	17355.2	16838.2	16300.2	15744.1	15166.7	16425.4	17227.9	17770.2	18205.1	18591.9	18960.8	19330.9	19713.9	20112.7	20524.4	20945.4	21373	21805.8	22242.6	22682.5	23124.4	23567.4	24010.1	24451.6	24890.7	25326.5	25758.8	26187.6	26613.5	27037.2	27460.1	27883.2	28307.8	28734.7	29164.8	29598.8	30037.2	30480.5	30929.2	31383.8	31844.5	32311.3	32783.7	33261	33741.6	34223.3	34703.3	35178.6	35646.3	36103.8	36549.9	36984.6	37409	37825.4	38236.4	38645.3	39055.5	39470.3	39892.9	40326.3	40773.1	41235.7	41715.7	42213.6	42727.9	43255.9	43802.8	44398.7	45095.9	45924.2	46784.5	47494.8	48031.4	48456.4	48818.8	49148.2	49462.8
