r(x_rel=0)	t=0	t=1000	t=2000	t=3000	t=4000	t=5000	t=6000	t=7000	t=8000	t=9000	t=10000	t=11000	t=12000	t=13000	t=14000	t=15000	t=16000	t=17000	t=18000	t=19000	t=20000	t=21000	t=22000	t=23000	t=24000	t=25000	t=26000	t=27000	t=28000	t=29000	t=30000	t=31000	t=32000	t=33000	t=34000	t=35000	t=36000	t=37000	t=38000	t=39000	t=40000	t=41000	t=42000	t=43000	t=44000	t=45000	t=46000	t=47000	t=48000	t=49000	t=50000	t=51000	t=52000	t=53000	t=54000	t=55000	t=56000	t=57000	t=58000	t=59000	t=60000	t=61000	t=62000	t=63000	t=64000	t=65000	t=66000	t=67000	t=68000	t=69000	t=70000	t=71000	t=72000	t=73000	t=74000	t=75000	t=76000	t=77000	t=78000	t=79000	t=80000	t=81000	t=82000	t=83000	t=84000	t=85000	t=86000	t=87000	t=88000	t=89000	t=90000	t=91000	t=92000	t=93000	t=94000	t=95000	t=96000	t=97000	t=98000	t=99000	t=100000	t=101000	t=102000	t=103000	t=104000	t=105000	t=106000	t=107000	t=108000	t=109000	t=110000	t=111000	t=112000	t=113000	t=114000	t=115000	t=116000	t=117000	t=118000	t=119000	t=120000	t=121000	t=122000	t=123000	t=124000	t=125000	t=126000	t=127000	t=128000	t=129000	t=130000	t=131000	t=132000	t=133000	t=134000	t=135000	t=136000	t=137000	t=138000	t=139000	t=140000	t=141000	t=142000	t=143000	t=144000
1.8	47023.3	47023.3	47023.3	47023.2	47021.5	47015.2	47000.1	46972.5	46928.1	46861.1	46762.1	46613.2	46375.7	45957	45160.2	43947.3	42786.8	41850	41057.2	40337.4	39702.9	39165.2	38692.4	38258.8	37848.3	37450.3	37056.9	36661.5	36258.1	35840.5	35402.7	34939.6	34447.8	33927.8	33385.5	32831.7	32280.1	31742.3	31225	30729.2	30252.4	29791	29341.6	28901.8	28469.6	28043.2	27621.3	27202.3	26784.5	26366.3	25945.7	25521.1	25090.8	24653.9	24210.3	23760.9	23307.7	22853.3	22400.5	21951.8	21509	21073.7	20647	20230.2	19824.5	19431.7	19053.6	18691.7	18347.6	18022.8	17721.1	17442.5	17183	16939.3	16741.7	16697.1	16889.1	17311.6	17870.4	18457.6	19009.6	19515.8	19989.1	20441.9	20881.2	21310.8	21732.8	22149.1	22561.3	22971	23380	23790.2	24203.4	24621.2	25044.8	25474.7	25910.5	26351	26794.4	27238.4	27680.8	28119.7	28553.6	28981.3	29402	29815	30219.5	30615.2	31001.7	31379.2	31747.9	32109	32463.7	32814	33162.4	33511.9	33865.6	34227.4	34600.9	34989.9	35397.5	35825.4	36273.1	36737.4	37211.8	37688.2	38157.8	38613.3	39049.2	39461.9	39849.7	40211.7	40547.6	40857.8	41143.2	41405.4	41646.6	41869.3	42076.4	42270.7	42454.9	42631.5	42803.1	42972	43140.8
1.98	47023.3	47023.3	47023.3	47023	47020	47010.1	46988.7	46951.5	46893.4	46806.8	46677.9	46479	46147.7	45544.3	44522.4	43357.3	42377.8	41572.5	40868.2	40213.5	39616.6	39096.1	38631.1	38200.9	37791.2	37392.4	36997.1	36598.9	36192.1	35770.7	35329.2	34863.2	34370.5	33852.5	33315.6	32770.1	32228	31699.1	31189.1	30698.7	30225.7	29766.8	29319.1	28880.3	28448.4	28022.1	27599.9	27180.4	26762	26343	25921.6	25496.3	25065.6	24628.6	24185.4	23736.8	23284.8	22831.8	22380.4	21932.9	21491.2	21056.5	20630	20212.9	19806.6	19412.7	19032.9	18669	18322.4	17995	17690.9	17409.8	17147.6	16901.2	16711.7	16698.6	16930.9	17374.6	17928.3	18500.4	19040.5	19539.7	20009.3	20460.2	20898.6	21327.8	21750.1	22166.9	22579.9	22990.6	23400.8	23812.1	24226.4	24645.2	25069.5	25499.8	25935.6	26375.8	26818.5	27261.6	27703.2	28141.4	28574.8	29002.3	29423.2	29836.6	30242	30638.8	31026.9	31406.1	31777	32140.5	32498	32851.5	33203.4	33556.7	33914.8	34281.1	34659.6	35053.5	35465.6	35897.1	36347	36811.4	37283.9	37756.9	38222.4	38673.8	39106.1	39516.2	39902.2	40263.1	40598.5	40908.6	41194.2	41456.7	41698.4	41921.9	42130.2	42326.1	42512.5	42691.9	42867.1	43040.8	43215.9
2.16	47023.3	47023.3	47023.3	47022.5	47017.4	47002.2	46972.1	46922.1	46845.8	46732.3	46560.8	46286.6	45811.4	44981.3	43876	42860.7	42029.6	41324.3	40689.7	40088.7	39525.7	39021.7	38564.5	38137.4	37728.4	37328.5	36931	36529.7	36119.1	35693.7	35248.5	34780	34286.8	33771.7	33241.1	32704.6	32172.4	31652.8	31150.4	30665.7	30196.7	29740.6	29294.6	28856.7	28425.3	27999	27576.5	27156.4	26737.2	26317.4	25895.2	25469.3	25038.1	24601.1	24158.2	23710.5	23259.8	22808.3	22358.4	21912.4	21471.7	21037.7	20611.4	20194	19786.9	19391.6	19010	18643.8	18294.4	17964	17657.1	17373.2	17107.7	16858.2	16680.4	16705.2	16979.8	17442	17988.9	18545.5	19073.4	19565.5	20031.3	20480.1	20917.5	21346.5	21769	22186.5	22600.4	23012.2	23423.6	23836.2	24251.7	24671.5	25096.6	25527.2	25963	26402.7	26844.7	27287	27727.6	28165.1	28598	29025.3	29446.4	29860.3	30266.7	30664.8	31054.6	31435.9	31809.3	32175.6	32536.2	32893.2	33249.1	33606.7	33969.5	34341	34724.7	35123.9	35540.8	35975.9	36427.6	36891.7	37362	37831.2	38292.3	38739.4	39168.1	39575.6	39959.9	40319.8	40654.9	40965	41250.9	41514	41756.5	41981.1	42190.9	42388.8	42577.9	42760.9	42940.8	43120.6	43303.7
2.34	47023.3	47023.3	47023.3	47021.6	47012.8	46990.1	46948.2	46881.1	46780.1	46628.9	46394.2	46004.7	45330.6	44333	43305	42444.2	41726.8	41098.5	40519.7	39963.2	39430.6	38942.2	38492.4	38068.4	37659.7	37258.5	36858.4	36453.8	36039.1	35609.6	35160.8	34690	34197.2	33685.8	33162.3	32635.5	32113.8	31603.8	31109.3	30630.4	30165.6	29712.2	29268	28831.2	28400.3	27973.9	27551	27130.2	26710.2	26289.5	25866.5	25439.8	25008.2	24571.2	24128.9	23682.1	23232.8	22782.9	22334.7	21890.1	21450.6	21017.3	20591.2	20173.4	19765.4	19368.6	18984.9	18615.9	18263.3	17929.6	17619.5	17332.2	17063	16810.3	16648.9	16718.3	17035.8	17513.2	18051.6	18592.7	19108.4	19593.2	20055	20501.7	20938.1	21366.8	21789.6	22207.8	22622.7	23035.7	23448.4	23862.4	24279.3	24700.2	25126	25557	25992.7	26431.9	26873.1	27314.4	27754.1	28190.7	28623.1	29050.3	29471.6	29886.2	30293.6	30693.3	31085	31468.7	31844.8	32214.2	32578.4	32939.3	33299.6	33662.1	34030.1	34407.2	34796.7	35201.4	35623	36061.6	36514.8	36978.2	37445.7	37910.8	38367.2	38810	39235.2	39640.1	40022.8	40382	40716.9	41027.4	41313.9	41577.8	41821.3	42047.4	42259.1	42459.7	42652.2	42839.8	43025.6	43213.2	43406.9
2.52	47023.3	47023.3	47023.2	47019.8	47005.2	46971.8	46913.8	46823.6	46688.4	46482.4	46152.2	45594.4	44720.3	43711	42824	42089.1	41458.3	40890.3	40356.7	39837.3	39331.4	38857.7	38414.9	37993.6	37585.1	37182.2	36779.2	36370.8	35952	35518.2	35066	34593.6	34102.1	33595.3	33079.9	32563.3	32052.3	31552.2	31065.7	30592.9	30132.3	29681.8	29239.5	28803.7	28373.2	27946.8	27523.4	27101.9	26681	26259.3	25835.4	25408	24976	24539	24097.3	23651.7	23203.8	22755.7	22309.3	21866.2	21427.9	20995.2	20569.3	20151.1	19742	19343.5	18957.3	18585.4	18229	17891.4	17577.7	17286.5	17012.9	16756.9	16618.3	16739.4	17098.9	17587.6	18116.1	18641.6	19145.1	19622.6	20080.3	20524.9	20960.3	21388.8	21811.9	22230.9	22646.9	23061.3	23475.5	23890.9	24309.1	24731.2	25157.8	25589.2	26024.7	26463.4	26903.6	27343.9	27782.6	28218.4	28650.3	29077.4	29498.9	29914.3	30323	30724.4	31118.2	31504.6	31883.7	32256.7	32624.8	32990.1	33355.2	33723.1	34096.9	34480	34875.6	35286	35712.5	36154.2	36608.4	37070.5	37534.9	37995.5	38447.2	38885.7	39307.4	39709.9	40091.3	40450	40785.1	41096.2	41383.6	41648.6	41893.6	42121.6	42335.9	42539.8	42736.7	42930.1	43123.6	43321.5	43529.3
2.7	47023.3	47023.3	47022.9	47016.3	46992.8	46944.5	46864.6	46742.6	46558.5	46270.6	45797.6	45039.2	44076.5	43172.7	42418.5	41780.1	41215.9	40695.9	40199.4	39710.9	39228.6	38768.2	38332	37913	37504.2	37099.4	36693.1	36280.7	35857.4	35419.6	34964.4	34491.1	34001.8	33500.8	32994.2	32488.3	31988.4	31498.3	31019.9	30553.2	30097	29649.4	29209	28774.3	28344.1	27917.6	27493.8	27071.5	26649.6	26226.8	25801.9	25373.8	24941.4	24504.6	24063.5	23619.1	23173	22726.7	22282.2	21840.7	21403.5	20971.6	20545.8	20127	19716.7	19316.2	18927.3	18551.9	18191.4	17849.3	17531.4	17235.7	16956.9	16697.9	16590.5	16769.8	17168.7	17664.5	18181.8	18692.1	19183.6	19653.7	20107.3	20549.6	20984	21412.4	21835.9	22255.8	22673	23088.8	23504.6	23921.7	24341.3	24764.6	25192	25623.7	26059	26497	26936.3	27375.4	27813	28248	28679.4	29106.4	29528.3	29944.6	30354.7	30758	31154.3	31543.6	31926.2	32303.1	32675.6	33045.9	33416.4	33790.1	34170.2	34559.8	34961.8	35378	35809.1	36253.5	36708.2	37168.5	37629.2	38085.2	38532.1	38966.3	39384.7	39785.1	40165.3	40523.9	40859.6	41171.8	41460.5	41727.1	41974.1	42204.6	42422.1	42630.4	42833	43033.9	43237.5	43449.3	43676.4
2.88	47023.3	47023.3	47022.2	47009.9	46973.1	46904.1	46794.1	46627.3	46370.9	45959.9	45299	44399.7	43491.8	42719.1	42070.6	41506	40993.8	40512.5	40046.6	39584.1	39122.1	38673.9	38243.5	37826.5	37417	37009.7	36599.9	36183.2	35755.5	35313.8	34856.1	34383	33897	33402.7	32905.7	32410.9	31922.2	31442.2	30971.9	30511.4	30059.6	29615.1	29176.5	28742.8	28313.1	27886.4	27461.9	27038.8	26615.8	26192	25766.1	25337.2	24904.5	24467.8	24027.5	23584.5	23140.2	22696	22253.3	21813.6	21377.6	20946.4	20520.6	20101.2	19689.4	19286.7	18894.8	18515.3	18150	17802.9	17480.2	17179.1	16894.3	16633.1	16567.8	16810.6	17244.6	17743.4	18248.5	18743.8	19223.6	19686.4	20135.8	20576	21009.4	21437.6	21861.7	22282.5	22701.1	23118.5	23536	23954.7	24375.9	24800.4	25228.6	25660.5	26095.6	26532.8	26971	27409	27845.5	28279.6	28710.5	29137.5	29559.9	29977.2	30388.9	30794.4	31193.4	31586	31972.5	32353.7	32731.2	33106.9	33483.3	33863.5	34250.3	34646.9	35055.5	35477.5	35912.8	36359.5	36814	37271.9	37728.5	38179.7	38621.8	39051.8	39467.2	39865.7	40245.4	40604.3	40941.1	41254.8	41545.4	41814.2	42063.8	42297.6	42519.4	42733.3	42943.3	43154.3	43371.5	43602.3	43856.8
3.06	47023.3	47023.3	47020.5	46998.3	46942.3	46844.4	46692.4	46460.1	46095.2	45512.5	44681.8	43782.2	42993.8	42333.9	41766.3	41258.6	40787.7	40337.9	39897.4	39456.6	39012.1	38574.7	38149.5	37733.8	37323.1	36913.1	36499.4	36078.2	35646.1	35200.9	34741.6	34269.6	33788.1	33301.7	32814.9	32331.6	31854.2	31384.1	30922	30467.7	30020.3	29578.8	29142.1	28709.4	28280	27853.1	27428	27003.8	26579.8	26154.8	25727.8	25298.2	24865.2	24428.8	23989.5	23548	23105.6	22663.4	22222.9	21784.8	21350.1	20919.5	20493.7	20073.5	19660.1	19254.9	18859.4	18475.5	18104.6	17751.7	17423.4	17116.1	16824.1	16562.8	16552.9	16862.7	17325.8	17823.7	18316	18796.7	19265	19720.6	20166	20603.9	21036.4	21464.5	21889.1	22311.1	22731.1	23150.3	23569.6	23990.1	24412.9	24838.6	25267.5	25699.7	26134.4	26570.8	27007.9	27444.6	27879.9	28313.2	28743.6	29170.6	29593.6	30012.1	30425.6	30833.5	31235.6	31631.9	32022.7	32408.8	32791.7	33173.5	33556.5	33943.6	34337.8	34741.5	35156.9	35584.5	36023.6	36471.8	36925.4	37380.3	37832.6	38278.7	38716.1	39142.2	39554.9	39952.1	40331.7	40691.6	41030.1	41346.1	41639.3	41911	42164	42402.1	42629.6	42850.9	43070.9	43295.3	43531.4	43789.2	44084.3
3.24	47023.3	47023.3	47016.6	46978.4	46894.8	46756.5	46543.7	46213.7	45692.1	44926.9	44045.1	43244.3	42572.7	42000.7	41495.2	41031.9	40594.3	40170.4	39750.9	39328.1	38898.7	38470.6	38049.7	37634.7	37222.4	36809.1	36391.3	35965.5	35529.3	35081.2	34621.2	34151.6	33675.9	33198.2	32722.3	32250.6	31784.4	31324.3	30870.2	30422	29979.1	29540.6	29105.8	28674.1	28244.9	27817.7	27391.8	26966.6	26541.4	26115.1	25687.1	25256.8	24823.6	24387.6	23949.4	23509.5	23069.1	22629.2	22190.8	21754.5	21321.1	20891.1	20465.1	20044	19628.7	19220.6	18821.2	18432.1	18054.9	17695.3	17360.6	17045.9	16745.3	16487.5	16549.3	16926.1	17411.4	17904.9	18383.8	18850.4	19307.8	19756.3	20197.6	20633.4	21065	21493.1	21918.4	22341.5	22763.2	23184.2	23605.4	24027.8	24452.2	24879.2	25308.9	25741.1	26175.4	26610.9	27046.7	27482.1	27916.3	28348.7	28778.7	29205.8	29629.5	30049.4	30464.9	30875.6	31281.1	31681.5	32077.1	32468.7	32857.7	33246.1	33636.3	34031	34432.9	34844.1	35266.2	35699.1	36141.3	36590.3	37042.2	37493.5	37941.1	38382.3	38815	39237.6	39648.1	40044.6	40424.7	40786.4	41127.5	41446.6	41743.2	42018.8	42276.4	42520.4	42755.3	42986.6	43220.1	43463.3	43726.2	44024.1	44382.3
3.42	47023.3	47023.2	47008.2	46944.9	46822	46625.9	46323	45848.7	45141.3	44282.6	43472.7	42789.2	42211.8	41707.1	41249.5	40821.7	40411	40008.4	39606.4	39198.6	38781.6	38361.5	37944	37529.1	37114.6	36697.6	36275.3	35845.1	35405.1	34954.9	34495.5	34029.6	33560.9	33092.9	32628.2	32168.3	31713.2	31262.8	30816.7	30374.6	29936	29500.5	29067.5	28636.8	28207.8	27780.2	27353.5	26927.2	26500.6	26073.1	25644	25213	24779.7	24344.3	23907.2	23469.1	23030.9	22593.3	22157.1	21722.6	21290.5	20861	20434.9	20012.6	19595.2	19183.8	18779.9	18384.8	18000.3	17633	17290.7	16967.2	16656.5	16409	16560.4	17000.4	17500.5	17986.7	18451.8	18904.9	19351.7	19793.5	20230.7	20664.4	21095.2	21523.4	21949.5	22374	22797.3	23220.3	23643.6	24068	24494.1	24922.2	25352.6	25784.9	26218.6	26653	27087.6	27521.6	27954.6	28386.2	28815.8	29243.1	29667.7	30089.1	30506.9	30920.7	31330	31735	32135.9	32533.6	32929.3	33325.1	33723.2	34126	34536	34954.9	35383.5	35821	36265.7	36714.5	37164	37611.2	38053.9	38490.1	38918.6	39338.1	39747	40143.4	40525.1	40889.4	41234.2	41557.5	41858.9	42139.6	42403.4	42655.1	42900.3	43145.2	43397.6	43667.7	43970.7	44331.5	44793
3.6	47023.3	47022.7	46991.3	46890	46710.6	46429.4	45991.8	45332.6	44498	43680.7	42985.3	42401.7	41896.8	41443.7	41023.9	40624.5	40235.8	39850.7	39463.1	39067.6	38660.9	38247.2	37832.1	37416.5	36999.3	36578.3	36151.4	35716.9	35273.8	34822.6	34365.1	33904.3	33443.7	32986.1	32533.1	32084.9	31640.8	31200	30761.7	30325.5	29891.2	29458.6	29027.4	28597.5	28168.6	27740.5	27312.9	26885.3	26457.4	26028.6	25598.5	25166.8	24733.5	24298.7	23863	23426.9	22991	22555.9	22121.8	21689.2	21258.3	20829.4	20402.8	19979.3	19559.4	19144.4	18735.3	18333.4	17940.4	17564.2	17212.9	16878.8	16555.7	16330.3	16589.2	17084.7	17592.1	18068.4	18519.9	18960	19396.8	19831.9	20265.3	20697	21126.9	21555.4	21982.4	22408.3	22833.6	23258.7	23684.1	24110.6	24538.4	24967.8	25398.7	25830.9	26263.9	26697.2	27130.4	27563.1	27994.9	28425.6	28854.9	29282.5	29708.1	30131.3	30551.7	30968.9	31382.6	31792.7	32199.6	32604	33007.2	33411.1	33817.6	34229.2	34647.6	35074.1	35508.8	35950.3	36396.4	36844.1	37290.4	37733.1	38170.7	38602.2	39026.9	39443.9	39851.9	40249.2	40633.4	41001.7	41351.5	41680.6	41988.2	42276	42548.1	42810.4	43069.6	43333.8	43613.6	43924.3	44290.6	44755.2	45388.5
3.78	47023.3	47020.8	46958.9	46801.2	46538.9	46129.8	45509.1	44695.8	43870.9	43162.6	42572.1	42066.2	41616.6	41203.8	40814.1	40437.7	40067.1	39696.3	39320.4	38934.8	38536.2	38127.5	37713.7	37296.7	36876.2	36450.9	36019.5	35581.1	35135.7	34684.7	34230.6	33776.4	33325	32878.4	32437.2	32000.7	31567.4	31135.8	30705.1	30274.8	29844.7	29414.9	28985.4	28556.3	28127.4	27698.7	27270.1	26841.2	26411.8	25981.6	25550.4	25118.2	24685	24251.1	23816.9	23382.9	22949.5	22516.8	22085	21654.2	21224.5	20796	20369	19943.9	19521.3	19102	18687.1	18277.3	17874.4	17487.8	17125.9	16778.9	16440.7	16256.9	16638.2	17177.6	17685.4	18150	18587.9	19015.6	19442.9	19871.7	20301.3	20731.1	21160.4	21589.1	22017.1	22444.7	22872	23299.3	23727.1	24155.6	24585.1	25015.7	25447.2	25879.2	26311.4	26743.5	27175.2	27606.4	28037	28466.9	28896	29324.1	29750.9	30176.1	30599.5	31020.5	31439	31854.9	32268.4	32680.4	33091.8	33504.5	33920.3	34341	34768.1	35202	35642.1	36086.7	36533.1	36978.7	37421.1	37859	38291.5	38718.5	39139.9	39555.1	39963.3	40362.6	40750.7	41124.6	41481.2	41818	42134.1	42431.3	42715	42992.1	43271.3	43563.8	43885.2	44260.5	44732.3	45371.1	46226.3
3.96	47023.3	47014.3	46899.7	46658.2	46271.2	45679.8	44882.1	44046.3	43323.1	42724.4	42216.8	41770.2	41363.5	40982.5	40616.9	40259.2	39903.3	39544.3	39177.8	38799.9	38407.4	38002.1	37588.6	37169.4	36745	36315.1	35879.3	35437.7	34991.2	34542	34092.8	33646.5	33205.3	32770.3	32341	31915.9	31493.1	31070.6	30647.2	30222.4	29796.4	29369.4	28941.5	28513.1	28084.1	27654.7	27224.9	26794.6	26363.7	25932.1	25500	25067.3	24634.3	24201.4	23769	23337.2	22906.3	22476.2	22046.7	21617.8	21189.2	20761.1	20333.4	19906.5	19480.7	19056.7	18635	18216.1	17801.5	17402.8	17028	16665.2	16308.2	16197.1	16708.3	17277.4	17779.6	18231.1	18655.6	19071.7	19489.9	19912.7	20338.8	20766.7	21195.4	21624.5	22053.8	22483.1	22912.6	23342.4	23772.5	24203.2	24634.5	25066.1	25498	25929.7	26361	26791.7	27221.9	27651.7	28081.1	28510.2	28939.2	29367.8	29796.1	30223.6	30650.2	31075.6	31499.5	31921.8	32342.8	32763.1	33183.7	33606.1	34031.7	34462	34897.7	35338.5	35783.2	36229.7	36675.3	37117.9	37555.8	37988.6	38416.2	38839.1	39257.8	39672.2	40081.6	40484.3	40878.1	41259.7	41625.6	41972.9	42300.4	42610.8	42910.6	43209.2	43518.1	43854	44242.6	44726.9	45376.8	46238.8	47137
4.14	47023.3	46995.7	46794.4	46426.4	45855.3	45064.5	44211.2	43468.8	42860.1	42349.9	41905.6	41504.6	41131.6	40776	40429.9	40087.4	39743.4	39393.7	39034.5	38662.3	38274.1	37870.7	37456.4	37034.1	36605.4	36170.9	35731.1	35287.2	34841	34395.2	33952.5	33515.4	33085.2	32662.1	32244.7	31830.8	31418.1	31004.3	30587.9	30168.7	29746.6	29322.1	28895.8	28467.9	28038.7	27608.5	27177.4	26745.5	26313.1	25880.1	25447	25014	24581.4	24149.7	23719.2	23289.8	22861.6	22434.1	22007	21579.9	21152.4	20724.5	20296	19867	19437.6	19008.1	18578.6	18149.1	17720.8	17307.7	16917	16534.4	16153.7	16162.4	16798.6	17382.2	17873.9	18311.4	18723	19128.1	19537.8	19954.9	20377.6	20803.8	21232.1	21661.8	22092.4	22523.7	22955.5	23387.8	23820.5	24253.4	24686.3	25119	25551.1	25982.4	26412.6	26841.9	27270.5	27698.8	28127	28555.5	28984.4	29413.8	29843.7	30273.9	30704.2	31134.4	31564.3	31993.9	32423.2	32852.8	33283.6	33716.4	34152.6	34592.7	35036.7	35483.7	35931.9	36379	36822.6	37261.2	37694.2	38121.7	38544.6	38964.1	39380.9	39795.6	40207.6	40615.6	41017.3	41409.4	41788	42149.6	42493.1	42822	43145.5	43476.1	43831.5	44238.6	44742	45410.6	46280.9	47169.6	47849.4
4.32	47023.3	46949.1	46610.1	46050	45254	44371.1	43602.2	42980.4	42466.6	42024.2	41628.3	41262.8	40916.4	40581.2	40251	39920.8	39586.3	39243.9	38890.1	38521.7	38135.9	37733	37316.6	36890.5	36457.1	36018	35575	35130.1	34685.8	34245.1	33810.5	33383.7	32965.2	32554.1	32148.4	31745.6	31342.6	30937.1	30527.5	30113.4	29695.1	29273.2	28848.2	28420.7	27991.2	27560	27127.5	26694	26259.9	25825.6	25391.6	24958.3	24526.4	24096.1	23667.6	23240.8	22815.3	22390.5	21965.8	21540.5	21114	20686.2	20256.6	19825.2	19391.7	18955.9	18517.5	18075.5	17630.8	17200.4	16790	16382.2	15971.4	16166	16906.6	17490.2	17967.8	18390.9	18790	19184.7	19586.6	19998.3	20417.8	20842.4	21270.4	21700.8	22133	22566.4	23000.7	23435.7	23871	24306.1	24740.7	25174.4	25606.6	26037.2	26466.3	26894	27321	27747.7	28174.8	28602.7	29031.7	29462.1	29893.9	30327.1	30761.6	31197.2	31633.9	32071.5	32510.2	32950.2	33392	33836.3	34283.4	34733.4	35185.2	35637.4	36087.7	36533.9	36974.4	37408.3	37835.9	38258.2	38676.9	39093.6	39509.6	39925.8	40342.3	40757.9	41170.5	41577	41973	42354.7	42720.9	43077.2	43436.8	43818.5	44251.4	44782.2	45478.7	46358.9	47225.5	47884.8	48369.2
4.5	47023.3	46843.5	46287.7	45467.9	44534.4	43726.3	43086.7	42567.8	42126.6	41735.6	41377.2	41039.7	40714.7	40396	40078.6	39758.2	39431.2	39094.1	38743.9	38377.5	37992.4	37588.3	37168.9	36738.2	36299.9	35856.7	35411.4	34967	34526.5	34092.7	33667.6	33252.1	32845.7	32446.7	32052.6	31660.2	31266.6	30869	30465.9	30056.8	29642.1	29222.5	28798.7	28371.6	27941.6	27509.3	27075.2	26640	26204.2	25768.5	25333.7	24900.4	24469.2	24040.5	23614.3	23190.2	22767.6	22345.6	21923.2	21499.6	21074.1	20646.2	20215.3	19781.1	19342.9	18899.9	18451.1	17994.3	17529.8	17078.3	16642.9	16202.5	15752.3	16219.6	17028.5	17600	18060.8	18469.4	18856.6	19241.6	19636.1	20042.8	20459.3	20882.5	21310.4	21741.7	22175.6	22611.3	23048.4	23486.2	23924.1	24361.5	24797.7	25232.1	25664.3	26094.2	26521.9	26948	27373.2	27798.5	28224.4	28651.8	29081.1	29512.7	29946.7	30383.3	30822.5	31264.3	31708.6	32155.3	32604.4	33056	33510	33966.5	34424.9	34884.5	35343.3	35799.3	36250.1	36694.1	37130.2	37558.7	37980.7	38398.1	38813.1	39227.9	39644.3	40063.8	40486.8	40913.1	41340.8	41767.2	42187.8	42598.3	42998.3	43397.2	43815.4	44284.5	44854.4	45589.6	46478.4	47308.3	47934.3	48404.4	48781.3
4.68	47023.3	46618.5	45739.4	44715	43845.2	43180.3	42654	42213.5	41827.2	41475.8	41146.8	40831.6	40523.8	40218.4	39911.2	39598.5	39277	38943.6	38595.3	38229.3	37843.1	37436.4	37012.6	36576.8	36133.6	35687	35240.8	34798.8	34364	33938.9	33524.6	33121.1	32727.1	32340.1	31957.2	31575	31190.3	30800.3	30403.3	29998.9	29587.5	29170.1	28747.4	28320.4	27889.7	27456.2	27020.5	26583.4	26145.9	25708.9	25273.3	24840.2	24410	23983.1	23559.4	23138.2	22718.5	22299.3	21879.2	21457.3	21032.6	20604.4	20172	19734.5	19290.9	18839.8	18378.8	17904.3	17415.5	16937.9	16469.9	15986.2	15483.9	16327.9	17160	17710.1	18152.6	18546.9	18922.6	19298.7	19686.3	20088.3	20502.1	20924.2	21352.1	21784.5	22220.2	22658.5	23098.4	23539.2	23979.9	24419.6	24857.3	25292.4	25724.3	26153.2	26579.4	27003.8	27427.3	27851	28275.9	28703	29132.7	29565.7	30002.3	30442.7	30887.2	31335.9	31788.7	32245.7	32706.6	33171	33638.3	34107.7	34577.7	35046.2	35510.7	35968.8	36418.5	36858.7	37289.5	37712.1	38128.6	38541.4	38953.4	39367.4	39785.7	40210.5	40643	41083.9	41532.6	41987	42443.4	42897.7	43351.3	43821.2	44342.8	44968.8	45754.7	46643.8	47419.8	48001	48448.4	48818.3	49142.9
4.86	47023.3	46155.8	44943.1	43965	43262.1	42725.4	42285.1	41903.5	41559.1	41238.5	40932.9	40635.6	40341.7	40047	39747.8	39440.9	39123.2	38791.7	38443.6	38076.3	37687.4	37276.5	36847.4	36406	35958.2	35509.3	35064.1	34626.5	34199.4	33784.6	33382.2	32991.3	32609.6	32234.5	31862.5	31490	31113.8	30730.9	30339.7	29939.7	29531.5	29116	28694.2	28267.1	27835.7	27400.7	26963.2	26524.2	26084.9	25646.6	25210.6	24777.7	24348.8	23924	23502.9	23084.7	22668.1	22251.6	21833.9	21413.6	20989.6	20560.9	20126.6	19685.4	19235.7	18775	18299.7	17803.7	17284.7	16774.1	16262.2	15719.7	15148.2	16485.8	17296.8	17819.5	18242.9	18623.2	18988.2	19355.9	19737.2	20135	20546.3	20967.4	21395.6	21829.2	22267	22708	23151.1	23595	24038.5	24480.4	24919.5	25355	25786.5	26214.3	26638.9	27061.4	27483.1	27905.3	28329.3	28756.1	29186.5	29621.2	30060.7	30505.5	30956	31412.4	31875	32343.5	32817.5	33296.2	33778	34260.9	34742.1	35218.5	35687	36145.4	36592.1	37027.2	37451.9	37868.3	38279.3	38688.1	39098.1	39512.5	39934.7	40367.3	40813.2	41274.4	41752.5	42248	42759.5	43285	43831.2	44431	45140.6	45988.1	46856.8	47559.6	48086.7	48504.3	48860.8	49184.7	49494.3
