t(s)	Current(A)
8969.6	0.000738
8976	0.000738
8979.2	0.000738
8985.6	0.000738
8992	0.000738
8998.4	0.000738
9000	0.000738
9006.4	0.000738
9012.8	0.000738
9019.2	0.000738
9025.6	0.000738
9032	0.000738
9038.4	0.000738
9044.8	0.000738
9051.2	0.000738
9057.6	0.000738
9064	0.000738
9070.4	0.000738
9076.8	0.000738
9083.2	0.000738
9089.6	0.000738
9096	0.000738
9102.4	0.000738
9108.8	0.000738
9115.2	0.000738
9121.6	0.000738
9128	0.000738
9134.4	0.000738
9140.8	0.000738
9147.2	0.000738
9153.6	0.000738
9160	0.000738
9166.4	0.000738
9172.8	0.000738
9179.2	0.000738
9185.6	0.000738
9192	0.000738
9198.4	0.000738
9204.8	0.000738
9211.2	0.000738
9217.6	0.000738
9224	0.000738
9230.4	0.000738
9236.8	0.000738
9243.2	0.000738
9249.6	0.000738
9256	0.000738
9262.4	0.000738
9268.8	0.000738
9275.2	0.000738
9281.6	0.000738
9288	0.000738
9294.4	0.000738
9300.8	0.000738
9307.2	0.000738
9313.6	0.000738
9320	0.000738
9323.2	0.000738
9326.4	0.000738
9332.8	0.000738
9339.2	0.000738
9345.6	0.000738
9352	0.000738
9358.4	0.000738
9364.8	0.000738
9371.2	0.000738
9377.6	0.000738
9384	0.000738
9390.4	0.000738
9396.8	0.000738
9403.2	0.000738
9409.6	0.000738
9416	0.000738
9422.4	0.000738
9428.8	0.000738
9435.2	0.000738
9441.6	0.000738
9448	0.000738
9454.4	0.000738
9460.8	0.000738
9467.2	0.000738
9473.6	0.000738
9480	0.000738
9483.2	0.000738
9486.4	0.000738
9489.6	0.000738
9492.8	0.000738
9499.2	0.000738
9505.6	0.000738
9512	0.000738
9518.4	0.000738
9524.8	0.000738
9531.2	0.000738
9537.6	0.000738
9544	0.000738
9547.2	0.000738
9550.4	0.000738
9553.6	0.000738
9560	0.000738
9566.4	0.000738
9572.8	0.000738
9579.2	0.000738
9585.6	0.000738
9592	0.000738
9598.4	0.000738
9601.6	0.000738
9604.8	0.000738
9608	0.000738
9614.4	0.000738
9620.8	0.000738
9627.2	0.000738
9633.6	0.000738
9640	0.000738
9646.4	0.000738
9652.8	0.000738
9659.2	0.000738
9665.6	0.000738
9672	0.000738
9678.4	0.000738
9684.8	0.000738
9691.2	0.000738
9697.6	0.000738
9704	0.000738
9710.4	0.000738
9716.8	0.000738
9723.2	0.000738
9729.6	0.000738
9732.8	0.000738
9736	0.000738
9742.4	0.000738
9748.8	0.000738
9755.2	0.000738
9761.6	0.000738
9768	0.000738
9774.4	0.000738
9780.8	0.000738
9787.2	0.000738
9793.6	0.000738
9800	0.000738
9803.2	0.000738
9806.4	0.000738
9812.8	0.000738
9819.2	0.000738
9825.6	0.000738
9832	0.000738
9838.4	0.000738
9844.8	0.000738
9851.2	0.000738
9857.6	0.000738
9864	0.000738
9870.4	0.000738
9876.8	0.000738
9883.2	0.000738
9889.6	0.000738
9896	0.000738
9902.4	0.000738
9908.8	0.000738
9915.2	0.000738
9921.6	0.000738
9928	0.000738
9934.4	0.000738
9940.8	0.000738
9947.2	0.000738
9953.6	0.000738
9960	0.000738
9966.4	0.000738
9972.8	0.000738
9979.2	0.000738
9985.6	0.000738
9992	0.000738
9998.4	0.000738
10000	0.000738
10006.4	0.000738
10012.8	0.000738
10019.2	0.000738
10025.6	0.000738
10032	0.000738
10038.4	0.000738
10044.8	0.000738
10051.2	0.000738
10057.6	0.000738
10064	0.000738
10070.4	0.000738
10076.8	0.000738
10083.2	0.000738
10089.6	0.000738
10096	0.000738
10102.4	0.000738
10108.8	0.000738
10115.2	0.000738
10121.6	0.000738
10128	0.000738
10134.4	0.000738
10137.6	0.000738
10140.8	0.000738
10144	0.000738
10147.2	0.000738
10150.4	0.000738
10156.8	0.000738
10163.2	0.000738
10169.6	0.000738
10172.8	0.000738
10176	0.000738
10179.2	0.000738
10182.4	0.000738
10185.6	0.000738
10188.8	0.000738
10192	0.000738
10195.2	0.000738
10198.4	0.000738
10201.6	0.000738
10204.8	0.000738
10211.2	0.000738
10217.6	0.000738
10224	0.000738
10230.4	0.000738
10236.8	0.000738
10243.2	0.000738
10249.6	0.000738
10256	0.000738
10262.4	0.000738
10268.8	0.000738
10275.2	0.000738
10281.6	0.000738
10288	0.000738
10294.4	0.000738
10300.8	0.000738
10307.2	0.000738
10313.6	0.000738
10320	0.000738
10326.4	0.000738
10332.8	0.000738
10339.2	0.000738
10345.6	0.000738
10352	0.000738
10358.4	0.000738
10364.8	0.000738
10371.2	0.000738
10377.6	0.000738
10384	0.000738
10390.4	0.000738
10396.8	0.000738
10403.2	0.000738
10409.6	0.000738
10416	0.000738
10422.4	0.000738
10428.8	0.000738
10435.2	0.000738
10441.6	0.000738
10448	0.000738
10454.4	0.000738
10460.8	0.000738
10467.2	0.000738
10473.6	0.000738
10480	0.000738
10486.4	0.000738
10492.8	0.000738
10499.2	0.000738
10505.6	0.000738
10508.8	0.000738
10512	0.000738
10518.4	0.000738
10524.8	0.000738
10531.2	0.000738
10537.6	0.000738
10544	0.000738
10547.2	0.000738
10550.4	0.000738
10553.6	0.000738
10560	0.000738
10566.4	0.000738
10572.8	0.000738
10579.2	0.000738
10585.6	0.000738
10592	0.000738
10598.4	0.000738
10604.8	0.000738
10611.2	0.000738
10617.6	0.000738
10624	0.000738
10630.4	0.000738
10636.8	0.000738
10643.2	0.000738
10649.6	0.000738
10656	0.000738
10662.4	0.000738
10668.8	0.000738
10675.2	0.000738
10681.6	0.000738
10688	0.000738
10694.4	0.000738
10700.8	0.000738
10707.2	0.000738
10713.6	0.000738
10720	0.000738
10726.4	0.000738
10732.8	0.000738
10739.2	0.000738
10745.6	0.000738
10752	0.000738
10758.4	0.000738
10764.8	0.000738
10771.2	0.000738
10777.6	0.000738
10784	0.000738
10790.4	0.000738
10796.8	0.000738
10803.2	0.000738
10809.6	0.000738
10816	0.000738
10822.4	0.000738
10828.8	0.000738
10835.2	0.000738
10841.6	0.000738
10848	0.000738
10851.2	0.000738
10854.4	0.000738
10857.6	0.000738
10860.8	0.000738
10864	0.000738
10867.2	0.000738
10870.4	0.000738
10873.6	0.000738
10876.8	0.000738
10880	0.000738
10883.2	0.000738
10886.4	0.000738
10889.6	0.000738
10892.8	0.000738
10896	0.000738
10899.2	0.000738
10902.4	0.000738
10905.6	0.000738
10908.8	0.000738
10912	0.000738
10915.2	0.000738
10918.4	0.000738
10921.6	0.000738
10924.8	0.000738
10928	0.000738
10931.2	0.000738
10934.4	0.000738
10937.6	0.000738
10940.8	0.000738
10944	0.000738
10947.2	0.000738
10953.6	0.000738
10960	0.000738
10966.4	0.000738
10972.8	0.000738
10979.2	0.000738
10982.4	0.000738
10985.6	0.000738
10988.8	0.000738
10992	0.000738
10995.2	0.000738
10998.4	0.000738
11000	0.000738
11003.2	0.000738
11006.4	0.000738
11009.6	0.000738
11012.8	0.000738
11016	0.000738
11019.2	0.000738
11022.4	0.000738
11025.6	0.000738
11028.8	0.000738
11035.2	0.000738
11041.6	0.000738
11048	0.000738
11051.2	0.000738
11054.4	0.000738
11057.6	0.000738
11060.8	0.000738
11064	0.000738
11067.2	0.000738
11070.4	0.000738
11073.6	0.000738
11076.8	0.000738
11080	0.000738
11083.2	0.000738
11086.4	0.000738
11089.6	0.000738
11092.8	0.000738
11096	0.000738
11099.2	0.000738
11102.4	0.000738
11105.6	0.000738
11108.8	0.000738
11112	0.000738
11115.2	0.000738
11118.4	0.000738
11121.6	0.000738
11124.8	0.000738
11128	0.000738
11131.2	0.000738
11134.4	0.000738
11137.6	0.000738
11140.8	0.000738
11144	0.000738
11147.2	0.000738
11150.4	0.000738
11153.6	0.000738
11156.8	0.000738
11160	0.000738
11163.2	0.000738
11166.4	0.000738
11169.6	0.000738
11172.8	0.000738
11176	0.000738
11179.2	0.000738
11182.4	0.000738
11185.6	0.000738
11188.8	0.000738
11192	0.000738
11195.2	0.000738
11198.4	0.000738
11201.6	0.000738
11204.8	0.000738
11208	0.000738
11211.2	0.000738
11214.4	0.000738
11217.6	0.000738
11220.8	0.000738
11224	0.000738
11227.2	0.000738
11230.4	0.000738
11233.6	0.000738
11236.8	0.000738
11240	0.000738
11243.2	0.000738
11246.4	0.000738
11249.6	0.000738
11252.8	0.000738
11256	0.000738
11259.2	0.000738
11262.4	0.000738
11265.6	0.000738
11268.8	0.000738
11272	0.000738
11275.2	0.000738
11278.4	0.000738
11281.6	0.000738
11284.8	0.000738
11288	0.000738
11291.2	0.000738
11294.4	0.000738
11297.6	0.000738
11300.8	0.000738
11304	0.000738
11307.2	0.000738
11310.4	0.000738
11313.6	0.000738
11316.8	0.000738
11320	0.000738
11323.2	0.000738
11326.4	0.000738
11329.6	0.000738
11332.8	0.000738
11336	0.000738
11339.2	0.000738
11342.4	0.000738
11345.6	0.000738
11348.8	0.000738
11352	0.000738
11353.6	0.000738
11356.8	0.000738
11360	0.000738
11361.6	0.000738
11364.8	0.000738
11368	0.000738
11371.2	0.000738
11374.4	0.000738
11377.6	0.000738
11380.8	0.000738
11384	0.000738
11387.2	0.000738
11390.4	0.000738
11393.6	0.000738
11395.2	0.000738
11396.8	0.000738
11400	0.000738
11403.2	0.000738
11406.4	0.000738
11409.6	0.000738
11412.8	0.000738
11416	0.000738
11419.2	0.000738
11422.4	0.000738
11424	0.000738
11425.6	0.000738
11428.8	0.000738
11432	0.000738
11435.2	0.000738
11438.4	0.000738
11441.6	0.000738
11444.8	0.000738
11448	0.000738
11451.2	0.000738
11452.8	0.000738
11454.4	0.000738
11456	0.000738
11457.6	0.000738
11459.2	0.000738
11460.8	0.000738
11462.4	0.000738
11464	0.000738
11465.6	0.000738
11467.2	0.000738
11468.8	0.000738
11470.4	0.000738
11472	0.000738
11473.6	0.000738
11476.8	0.000738
11478.4	0.000738
11480	0.000738
11481.6	0.000738
11483.2	0.000738
11484.8	0.000738
11486.4	0.000738
11488	0.000738
11489.6	0.000738
11491.2	0.000738
11492.8	0.000738
11494.4	0.000738
11496	0.000738
11497.6	0.000738
11499.2	0.000738
11500.8	0.000738
11502.4	0.000738
11504	0.000738
11505.6	0.000738
11507.2	0.000738
11508.8	0.000738
11510.4	0.000738
11512	0.000738
11513.6	0.000738
11515.2	0.000738
11516.8	0.000738
11518.4	0.000738
11520	0.000738
11521.6	0.000738
11523.2	0.000738
11524.8	0.000738
11526.4	0.000738
11528	0.000738
11529.6	0.000738
11531.2	0.000738
11532.8	0.000738
11534.4	0.000738
11536	0.000738
11537.6	0.000738
11539.2	0.000738
11540.8	0.000738
11542.4	0.000738
11544	0.000738
11545.6	0.000738
11547.2	0.000738
11548.8	0.000738
11550.4	0.000738
11552	0.000738
11553.6	0.000738
11555.2	0.000738
11556.8	0.000738
11558.4	0.000738
11560	0.000738
11561.6	0.000738
11563.2	0.000738
11564.8	0.000738
11566.4	0.000738
11568	0.000738
11569.6	0.000738
11571.2	0.000738
11572.8	0.000738
11574.4	0.000738
11576	0.000738
11577.6	0.000738
11579.2	0.000738
11580.8	0.000738
11581.6	0.000738
11583.2	0.000738
11584.8	0.000738
11586.4	0.000738
11588	0.000738
11589.6	0.000738
11591.2	0.000738
11592.8	0.000738
11594.4	0.000738
11596	0.000738
11597.6	0.000738
11598.4	0.000738
11599.2	0.000738
11600	0.000738
11601.6	0.000738
11603.2	0.000738
11604.8	0.000738
11605.6	0.000738
11607.2	0.000738
11608	0.000738
11608.8	0.000738
11609.6	0.000738
11610.4	0.000738
11611.2	0.000738
11612.8	0.000738
11614.4	0.000738
11615.2	0.000738
11615.6	0.000738
11616.4	0.000738
11617.2	0.000738
11618	0.000738
11618.8	0.000738
11619.6	0.000738
11621.2	0.000738
11622	0.000738
11622.8	0.000738
11623.6	0.000738
11624.4	0.000738
11626	0.000738
11627.6	0.000738
11629.2	0.000738
11630	0.000738
11630.8	0.000738
11631.6	0.000738
11632.4	0.000738
11633.2	0.000738
11634	0.000738
11634.8	0.000738
11635.6	0.000738
11636.4	0.000738
11637.2	0.000738
11638	0.000738
11638.8	0.000738
11639.2	0.000738
11640	0.000738
11640.8	0.000738
11641.6	0.000738
11642.4	0.000738
11643.2	0.000738
11644	0.000738
11644.8	0.000738
11645.6	0.000738
11646.4	0.000738
11647.2	0.000738
11648	0.000738
11648.8	0.000738
11649.6	0.000738
11650.4	0.000738
11651.2	0.000738
11652	0.000738
11652.8	0.000738
11653.6	0.000738
11654.4	0.000738
11655.2	0.000738
11656	0.000738
11656.8	0.000738
11657.6	0.000738
11658.4	0.000738
11659.2	0.000738
11660	0.000738
11660.8	0.000738
11661.6	0.000738
11662.4	0.000738
11663.2	0.000738
11664	0.000738
11664.8	0.000738
11665.6	0.000738
11666.4	0.000738
11667.2	0.000738
11668	0.000738
11668.8	0.000738
11669.6	0.000738
11670.4	0.000738
11671.2	0.000738
11672	0.000738
11672.8	0.000738
11673.6	0.000738
11674.4	0.000738
11675.2	0.000738
11676	0.000738
11676.8	0.000738
11678.4	0.000738
11680	0.000738
11680.8	0.000738
11681.2	0.000738
11681.6	0.000738
11682.4	0.000738
11683.2	0.000738
11684	0.000738
11684.8	0.000738
11685.6	0.000738
11686.4	0.000738
11687.2	0.000738
11688	0.000738
11688.8	0.000738
11689.6	0.000738
11690.4	0.000738
11691.2	0.000738
11692	0.000738
11692.8	0.000738
11693.6	0.000738
11694.4	0.000738
11695.2	0.000738
11696	0.000738
11696.8	0.000738
11697.6	0.000738
11698.4	0.000738
11699.2	0.000738
11700	0.000738
11700.8	0.000738
11701.6	0.000738
11702.4	0.000738
11703.2	0.000738
11704	0.000738
11704.4	0.000738
11704.8	0.000738
11705.2	0.000738
11706	0.000738
11706.8	0.000738
11707.6	0.000738
11708.4	0.000738
11708.8	0.000738
11709.6	0.000738
11710.4	0.000738
11711.2	0.000738
11711.6	0.000738
11712.4	0.000738
11713.2	0.000738
11714	0.000738
11714.8	0.000738
11715.6	0.000738
11716.4	0.000738
11717.2	0.000738
11718	0.000738
11718.8	0.000738
11719.6	0.000738
11720.4	0.000738
11721.2	0.000738
11722	0.000738
11722.8	0.000738
11723.6	0.000738
11724.4	0.000738
11725.2	0.000738
11726	0.000738
11726.8	0.000738
11727.6	0.000738
11728	0.000738
11728.8	0.000738
11729.6	0.000738
11730.4	0.000738
11730.8	0.000738
11731.2	0.000738
11732	0.000738
11732.8	0.000738
11733.6	0.000738
11734.4	0.000738
11735.2	0.000738
11736	0.000738
11736.8	0.000738
11737.6	0.000738
11738.4	0.000738
11739.2	0.000738
11740	0.000738
11740.8	0.000738
11741.6	0.000738
11742.4	0.000738
11743.2	0.000738
11744	0.000738
11744.4	0.000738
11744.8	0.000738
11745.2	0.000738
11745.6	0.000738
11746.4	0.000738
11747.2	0.000738
11748	0.000738
11748.8	0.000738
11749.2	0.000738
11749.6	0.000738
11750	0.000738
11750.8	0.000738
11751.6	0.000738
11752	0.000738
11752.4	0.000738
11752.8	0.000738
11753.2	0.000738
11753.6	0.000738
11754.4	0.000738
11755.2	0.000738
11756	0.000738
11756.4	0.000738
11756.8	0.000738
11757.6	0.000738
11758.4	0.000738
11759.2	0.000738
11760	0.000738
11760.8	0.000738
11761.6	0.000738
11762.4	0.000738
11763.2	0.000738
11764	0.000738
11764.4	0.000738
11764.8	0.000738
11765.6	0.000738
11766.4	0.000738
11766.8	0.000738
11767.2	0.000738
11768	0.000738
11768.4	0.000738
11768.8	0.000738
11769.6	0.000738
11770	0.000738
11770.4	0.000738
11770.8	0.000738
11771.2	0.000738
11771.6	0.000738
11772.4	0.000738
11772.8	0.000738
11773.2	0.000738
11773.6	0.000738
11774.4	0.000738
11775.2	0.000738
11775.6	0.000738
11776	0.000738
11776.4	0.000738
11777.2	0.000738
11777.6	0.000738
11778	0.000738
11778.4	0.000738
11779.2	0.000738
11780	0.000738
11780.8	0.000738
11781.6	0.000738
11782.4	0.000738
11783.2	0.000738
11784	0.000738
11784.4	0.000738
11784.8	0.000738
11785.2	0.000738
11785.6	0.000738
11786.4	0.000738
11787.2	0.000738
11788	0.000738
11788.4	0.000738
11788.8	0.000738
11789.2	0.000738
11789.6	0.000738
11790	0.000738
11790.4	0.000738
11791.2	0.000738
11792	0.000738
11792.8	0.000738
11793.2	0.000738
11793.6	0.000738
11794	0.000738
11794.8	0.000738
11795.2	0.000738
11796	0.000738
11796.4	0.000738
11796.8	0.000738
11797.2	0.000738
11797.6	0.000738
11798	0.000738
11798.8	0.000738
11799.2	0.000738
11799.6	0.000738
11800	0.000738
11800.4	0.000738
11800.8	0.000738
11801.2	0.000738
11801.6	0.000738
11802	0.000738
11802.4	0.000738
11802.8	0.000738
11803.2	0.000738
11804	0.000738
11804.4	0.000738
11804.8	0.000738
11805.2	0.000738
11805.6	0.000738
11806	0.000738
11806.4	0.000738
11807.2	0.000738
11807.6	0.000738
11808	0.000738
11808.4	0.000738
11808.8	0.000738
11809.2	0.000738
11809.6	0.000738
11810	0.000738
11810.4	0.000738
11811.2	0.000738
11812	0.000738
11812.4	0.000738
11812.8	0.000738
11813.2	0.000738
11813.6	0.000738
11814	0.000738
11814.4	0.000738
11814.8	0.000738
11815.2	0.000738
11816	0.000738
11816.4	0.000738
11816.8	0.000738
11817.2	0.000738
11817.6	0.000738
11818.4	0.000738
11819.2	0.000738
11820	0.000738
11820.4	0.000738
11821.2	0.000738
11821.6	0.000738
11822	0.000738
11822.4	0.000738
11823.2	0.000738
11823.6	0.000738
11824	0.000738
11824.4	0.000738
11825.2	0.000738
11825.6	0.000738
11825.8	0.000738
11826.2	0.000738
11826.6	0.000738
11827	0.000738
11827.4	0.000738
11827.8	0.000738
11828.2	0.000738
11828.6	0.000738
11829	0.000738
11829.4	0.000738
11829.8	0.000738
11830.2	0.000738
11830.6	0.000738
11831	0.000738
11831.4	0.000738
11831.8	0.000738
11832.2	0.000738
11833	0.000738
11833.4	0.000738
11833.8	0.000738
11834.6	0.000738
11835.4	0.000738
11835.8	0.000738
11836.2	0.000738
11836.6	0.000738
11837	0.000738
11837.4	0.000738
11837.8	0.000738
11838.6	0.000738
11839.4	0.000738
11839.8	0.000738
11840.2	0.000738
11840.6	0.000738
11841	0.000738
11841.4	0.000738
11841.8	0.000738
11842.2	0.000738
11842.6	0.000738
11843	0.000738
11843.4	0.000738
11843.8	0.000738
11844.2	0.000738
11844.6	0.000738
11845.4	0.000738
11845.8	0.000738
11846	0.000738
11846.4	0.000738
11846.8	0.000738
11847.2	0.000738
11847.6	0.000738
11848	0.000738
11848.4	0.000738
11848.8	0.000738
11849.2	0.000738
11849.6	0.000738
11850	0.000738
11850.4	0.000738
11850.8	0.000738
11851.2	0.000738
11851.6	0.000738
11852	0.000738
11852.2	0.000738
11852.6	0.000738
11853	0.000738
11853.4	0.000738
11853.8	0.000738
11854.2	0.000738
11854.6	0.000738
11855	0.000738
11855.4	0.000738
11855.8	0.000738
11856.2	0.000738
11857	0.000738
11857.4	0.000738
11857.8	0.000738
11858.2	0.000738
11858.6	0.000738
11859	0.000738
11859.4	0.000738
11859.8	0.000738
11860.2	0.000738
11860.6	0.000738
11861	0.000738
11861.4	0.000738
11862.2	0.000738
11862.6	0.000738
11863.4	0.000738
11863.8	0.000738
11864.2	0.000738
11864.6	0.000738
11865	0.000738
11865.4	0.000738
11865.8	0.000738
11866.2	0.000738
11866.6	0.000738
11867	0.000738
11867.8	0.000738
11868.2	0.000738
11868.6	0.000738
11869	0.000738
11869.4	0.000738
11869.8	0.000738
11870.2	0.000738
11870.6	0.000738
11871	0.000738
11871.4	0.000738
11871.8	0.000738
11872.2	0.000738
11872.6	0.000738
11873	0.000738
11873.4	0.000738
11873.8	0.000738
11874.6	0.000738
11875	0.000738
11875.4	0.000738
11875.8	0.000738
11876.2	0.000738
11876.6	0.000738
11877	0.000738
11877.4	0.000738
11877.8	0.000738
11878.2	0.000738
11878.6	0.000738
11879	0.000738
11879.4	0.000738
11879.8	0.000738
11880.6	0.000738
11881	0.000738
11881.4	0.000738
11881.8	0.000738
11882.2	0.000738
11882.6	0.000738
11883	0.000738
11883.4	0.000738
11883.8	0.000738
11884.2	0.000738
11884.6	0.000738
11885	0.000738
11885.4	0.000738
11885.8	0.000738
11886.2	0.000738
11886.6	0.000738
11887	0.000738
11887.4	0.000738
11887.8	0.000738
11888.2	0.000738
11888.6	0.000738
11889	0.000738
11889.4	0.000738
11889.8	0.000738
11890.2	0.000738
11890.6	0.000738
11891	0.000738
11891.4	0.000738
11891.8	0.000738
11892.2	0.000738
11892.6	0.000738
11893	0.000738
11893.4	0.000738
11893.8	0.000738
11894.2	0.000738
11894.6	0.000738
11895	0.000738
11895.4	0.000738
11895.8	0.000738
11896.2	0.000738
11896.6	0.000738
11897	0.000738
11897.4	0.000738
11897.8	0.000738
11898.2	0.000738
11898.6	0.000738
11899	0.000738
11899.4	0.000738
11899.8	0.000738
11900.2	0.000738
11900.6	0.000738
11901	0.000738
11901.4	0.000738
11901.8	0.000738
11902.2	0.000738
11902.6	0.000738
11903	0.000738
11903.4	0.000738
11903.8	0.000738
11904.6	0.000738
11905.4	0.000738
11905.8	0.000738
11906.2	0.000738
11906.6	0.000738
11907	0.000738
11907.4	0.000738
11907.8	0.000738
11908.2	0.000738
11908.6	0.000738
11909	0.000738
11909.4	0.000738
11909.8	0.000738
11910.2	0.000738
11910.6	0.000738
11911	0.000738
11911.8	0.000738
11912.2	0.000738
11912.6	0.000738
11913	0.000738
11913.8	0.000738
11914.6	0.000738
11915.4	0.000738
11915.8	0.000738
11916.2	0.000738
11916.6	0.000738
11917	0.000738
11917.4	0.000738
11917.8	0.000738
11918.2	0.000738
11918.6	0.000738
11919.4	0.000738
11920.2	0.000738
11920.6	0.000738
11921	0.000738
11921.8	0.000738
11922.6	0.000738
11923	0.000738
11923.4	0.000738
11923.8	0.000738
11924.6	0.000738
11925.4	0.000738
11926.2	0.000738
11927	0.000738
11927.4	0.000738
11927.8	0.000738
11928.2	0.000738
11928.6	0.000738
11929	0.000738
11929.4	0.000738
11929.8	0.000738
11930.2	0.000738
11930.6	0.000738
11931	0.000738
11931.4	0.000738
11931.8	0.000738
11932.2	0.000738
11932.6	0.000738
11933.4	0.000738
11934.2	0.000738
11935	0.000738
11935.4	0.000738
11935.8	0.000738
11936.2	0.000738
11936.6	0.000738
11937.4	0.000738
11937.8	0.000738
11938.6	0.000738
11939.4	0.000738
11939.8	0.000738
11940.2	0.000738
11940.6	0.000738
11941	0.000738
11941.4	0.000738
11942.2	0.000738
11942.6	0.000738
11943	0.000738
11943.4	0.000738
11943.8	0.000738
11944.2	0.000738
11945	0.000738
11945.8	0.000738
11946.2	0.000738
11947	0.000738
11947.8	0.000738
11948.6	0.000738
11949	0.000738
11949.4	0.000738
11949.8	0.000738
11950.6	0.000738
11951	0.000738
11951.4	0.000738
11951.8	0.000738
11952.2	0.000738
11952.6	0.000738
11953.4	0.000738
11954.2	0.000738
11955	0.000738
11955.8	0.000738
11956.2	0.000738
11956.6	0.000738
11957	0.000738
11957.8	0.000738
11958.2	0.000738
11959	0.000738
11959.8	0.000738
11960.6	0.000738
11961.4	0.000738
11962.2	0.000738
11963	0.000738
11963.8	0.000738
11964.6	0.000738
11965.4	0.000738
11966.2	0.000738
11967	0.000738
11967.8	0.000738
11968.6	0.000738
11969.4	0.000738
11970.2	0.000738
11971	0.000738
11971.8	0.000738
11972.6	0.000738
11973.4	0.000738
11974.2	0.000738
11975	0.000738
11975.8	0.000738
11976.6	0.000738
11977.4	0.000738
11977.8	0.000738
11978.6	0.000738
11979.4	0.000738
11980.2	0.000738
11981	0.000738
11981.8	0.000738
11982.6	0.000738
11983.4	0.000738
11984.2	0.000738
11985	0.000738
11985.8	0.000738
11986.6	0.000738
11987.4	0.000738
11988.2	0.000738
11989	0.000738
11989.8	0.000738
11990.2	0.000738
11991	0.000738
11991.8	0.000738
11992.6	0.000738
11993.4	0.000738
11994.2	0.000738
11995	0.000738
11995.8	0.000738
11996.6	0.000738
11997.4	0.000738
11998.2	0.000738
11999	0.000738
11999.4	0.000738
11999.8	0.000738
12000	0.000738
12000.4	0.000738
12001.2	0.000738
12002	0.000738
12002.8	0.000738
12003.6	0.000738
12004.4	0.000738
12005.2	0.000738
12006	0.000738
12006.8	0.000738
12007.6	0.000738
12008.4	0.000738
12009.2	0.000738
12010	0.000738
12010.8	0.000738
12011.6	0.000738
12012.4	0.000738
12013.2	0.000738
12014	0.000738
12014.8	0.000738
12015.6	0.000738
12016.4	0.000738
12017.2	0.000738
12018	0.000738
12018.8	0.000738
12019.6	0.000738
12020.4	0.000738
12021.2	0.000738
12022	0.000738
12022.8	0.000738
12023.6	0.000738
12024.4	0.000738
12025.2	0.000738
12026.8	0.000738
12028.4	0.000738
12029.2	0.000738
12030	0.000738
12031.6	0.000738
12033.2	0.000738
12034	0.000738
12035.6	0.000738
12036.4	0.000738
12037.2	0.000738
12038.8	0.000738
12040.4	0.000738
12042	0.000738
12043.6	0.000738
12044.4	0.000738
12045.2	0.000738
12046.8	0.000738
12048.4	0.000738
12050	0.000738
12051.6	0.000738
12053.2	0.000738
12054.8	0.000738
12056.4	0.000738
12058	0.000738
12059.6	0.000738
12061.2	0.000738
12062.8	0.000738
12063.6	0.000738
12064.4	0.000738
12066	0.000738
12067.6	0.000738
12069.2	0.000738
12070.8	0.000738
12072.4	0.000738
12074	0.000738
12075.6	0.000738
12077.2	0.000738
12078.8	0.000738
12080.4	0.000738
12082	0.000738
12083.6	0.000738
12085.2	0.000738
12086.8	0.000738
12088.4	0.000738
12090	0.000738
12091.6	0.000738
12093.2	0.000738
12094.8	0.000738
12096.4	0.000738
12098	0.000738
12099.6	0.000738
12101.2	0.000738
12102.8	0.000738
12104.4	0.000738
12106	0.000738
12107.6	0.000738
12109.2	0.000738
12110.8	0.000738
12114	0.000738
12115.6	0.000738
12117.2	0.000738
12118.8	0.000738
12120.4	0.000738
12123.6	0.000738
12126.8	0.000738
12130	0.000738
12131.6	0.000738
12133.2	0.000738
12134.8	0.000738
12138	0.000738
12141.2	0.000738
12144.4	0.000738
12146	0.000738
12147.6	0.000738
12149.2	0.000738
12150.8	0.000738
12154	0.000738
12157.2	0.000738
12160.4	0.000738
12163.6	0.000738
12166.8	0.000738
12170	0.000738
12173.2	0.000738
12176.4	0.000738
12179.6	0.000738
12182.8	0.000738
12186	0.000738
12189.2	0.000738
12190.8	0.000738
12194	0.000738
12197.2	0.000738
12200.4	0.000738
12203.6	0.000738
12206.8	0.000738
12210	0.000738
12213.2	0.000738
12216.4	0.000738
12219.6	0.000738
12222.8	0.000738
12226	0.000738
12229.2	0.000738
12232.4	0.000738
12235.6	0.000738
12238.8	0.000738
12245.2	0.000738
12251.6	0.000738
12258	0.000738
12264.4	0.000738
12270.8	0.000738
12277.2	0.000738
12283.6	0.000738
12290	0.000738
12296.4	0.000738
12302.8	0.000738
12309.2	0.000738
12315.6	0.000738
12322	0.000738
12328.4	0.000738
12334.8	0.000738
12341.2	0.000738
12347.6	0.000738
12354	0.000738
12360.4	0.000738
12366.8	0.000738
12373.2	0.000738
12386	0.000738
12398.8	0.000738
12411.6	0.000738
12424.4	0.000738
12437.2	0.000738
12450	0.000738
12462.8	0.000738
12475.6	0.000738
12488.4	0.000738
12501.2	0.000738
12514	0.000738
12526.8	0.000738
12539.6	0.000738
12552.4	0.000738
12565.2	0.000738
12578	0.000738
12593	0.000738
12608	0.000738
12623	0.000738
12638	0.000738
12653	0.000738
12668	0.000738
12683	0.000738
12698	0.000738
12713	0.000738
12728	0.000738
12743	0.000738
12758	0.000738
12773	0.000738
12788	0.000738
12803	0.000738
12818	0.000738
12833	0.000738
12848	0.000738
12863	0.000738
12878	0.000738
12893	0.000738
12908	0.000738
12923	0.000738
12938	0.000738
12953	0.000738
12968	0.000738
