x	t=0	t=1000	t=2000	t=3000	t=4000	t=5000	t=6000	t=7000	t=8000	t=9000	t=10000	t=11000	t=12000	t=13000	t=14000	t=15000	t=16000	t=17000	t=18000	t=19000	t=20000	t=21000	t=22000	t=23000	t=24000	t=25000	t=26000	t=27000	t=28000	t=29000	t=30000	t=31000	t=32000	t=33000	t=34000	t=34135
19.8307	0	0.000850408	0.000850507	0.0008506	0.000850687	0.000850765	0.000850835	0.000850892	0.000850932	0.000850951	0.000850949	0.000850929	0.000850905	0.000850893	0.000850901	0.000850925	0.000850966	0.000851016	0.000851064	0.000851098	0.000851097	0.000851037	0.000850945	0.00085087	0.000850838	0.000850845	0.000850877	0.000850922	0.000850969	0.000851002	0.000851002	0.000850951	0.0008508	0.000850211	0.000851828	0.000851865
22.4376	0	0.000983461	0.000983631	0.000983789	0.000983937	0.000984071	0.00098419	0.000984287	0.000984356	0.000984389	0.000984385	0.000984351	0.000984311	0.00098429	0.000984303	0.000984345	0.000984415	0.0009845	0.000984583	0.00098464	0.000984638	0.000984537	0.000984379	0.000984251	0.000984195	0.000984207	0.000984262	0.000984339	0.00098442	0.000984477	0.000984477	0.000984389	0.00098413	0.000983122	0.000985897	0.000985956
25.0445	0	0.00111126	0.00111151	0.00111175	0.00111197	0.00111217	0.00111235	0.00111249	0.00111259	0.00111264	0.00111264	0.00111259	0.00111253	0.0011125	0.00111251	0.00111258	0.00111268	0.00111281	0.00111293	0.00111302	0.00111302	0.00111287	0.00111263	0.00111244	0.00111235	0.00111237	0.00111245	0.00111257	0.00111269	0.00111278	0.00111278	0.00111264	0.00111226	0.00111075	0.00111491	0.00111499
27.6514	0	0.0012338	0.00123415	0.00123447	0.00123478	0.00123505	0.0012353	0.0012355	0.00123564	0.00123571	0.0012357	0.00123563	0.00123555	0.00123551	0.00123553	0.00123562	0.00123576	0.00123594	0.00123611	0.00123623	0.00123622	0.00123601	0.00123569	0.00123543	0.00123531	0.00123533	0.00123545	0.00123561	0.00123577	0.00123589	0.00123589	0.00123571	0.00123518	0.00123311	0.00123883	0.00123895
30.2583	0	0.0013511	0.00135155	0.00135198	0.00135237	0.00135273	0.00135305	0.00135331	0.00135349	0.00135358	0.00135357	0.00135348	0.00135337	0.00135332	0.00135335	0.00135346	0.00135365	0.00135388	0.0013541	0.00135425	0.00135425	0.00135398	0.00135355	0.00135321	0.00135306	0.00135309	0.00135324	0.00135345	0.00135366	0.00135382	0.00135382	0.00135358	0.00135289	0.00135021	0.00135764	0.0013578
32.8652	0	0.00146317	0.00146373	0.00146426	0.00146475	0.00146519	0.00146559	0.00146591	0.00146614	0.00146625	0.00146624	0.00146613	0.00146599	0.00146592	0.00146597	0.00146611	0.00146634	0.00146662	0.0014669	0.00146709	0.00146708	0.00146675	0.00146622	0.0014658	0.00146561	0.00146565	0.00146583	0.00146609	0.00146636	0.00146655	0.00146655	0.00146625	0.00146539	0.00146207	0.00147131	0.00147151
35.4721	0	0.00157001	0.00157069	0.00157132	0.00157191	0.00157245	0.00157292	0.00157331	0.00157359	0.00157372	0.0015737	0.00157357	0.00157341	0.00157333	0.00157338	0.00157354	0.00157382	0.00157417	0.0015745	0.00157473	0.00157472	0.00157432	0.00157368	0.00157317	0.00157295	0.00157299	0.00157321	0.00157352	0.00157384	0.00157407	0.00157408	0.00157372	0.00157269	0.00156869	0.00157982	0.00158006
38.079	0	0.00167163	0.00167242	0.00167316	0.00167385	0.00167448	0.00167504	0.0016755	0.00167582	0.00167598	0.00167596	0.0016758	0.00167561	0.00167552	0.00167557	0.00167577	0.0016761	0.0016765	0.00167689	0.00167716	0.00167715	0.00167668	0.00167593	0.00167533	0.00167507	0.00167513	0.00167538	0.00167575	0.00167612	0.00167639	0.0016764	0.00167598	0.00167477	0.0016701	0.00168314	0.00168342
40.6859	0	0.00176803	0.00176894	0.00176979	0.00177058	0.00177131	0.00177195	0.00177247	0.00177285	0.00177303	0.001773	0.00177282	0.0017726	0.00177249	0.00177256	0.00177279	0.00177316	0.00177362	0.00177407	0.00177438	0.00177437	0.00177383	0.00177297	0.00177228	0.00177198	0.00177204	0.00177234	0.00177276	0.00177319	0.0017735	0.0017735	0.00177303	0.00177163	0.00176628	0.00178124	0.00178158
43.2928	0	0.00185922	0.00186024	0.0018612	0.00186209	0.00186291	0.00186363	0.00186423	0.00186465	0.00186485	0.00186483	0.00186462	0.00186438	0.00186425	0.00186432	0.00186458	0.001865	0.00186552	0.00186603	0.00186638	0.00186637	0.00186576	0.00186479	0.00186402	0.00186367	0.00186374	0.00186408	0.00186455	0.00186504	0.00186539	0.00186539	0.00186485	0.00186328	0.00185726	0.00187412	0.00187451
45.8997	0	0.0019452	0.00194633	0.0019474	0.00194839	0.0019493	0.0019501	0.00195076	0.00195123	0.00195146	0.00195143	0.0019512	0.00195093	0.00195079	0.00195087	0.00195115	0.00195162	0.0019522	0.00195276	0.00195315	0.00195314	0.00195246	0.00195139	0.00195053	0.00195015	0.00195022	0.00195059	0.00195112	0.00195166	0.00195205	0.00195205	0.00195146	0.00194971	0.00194304	0.00196175	0.0019622
48.5066	0	0.00202598	0.00202722	0.00202838	0.00202947	0.00203046	0.00203134	0.00203207	0.00203258	0.00203283	0.0020328	0.00203255	0.00203225	0.0020321	0.00203219	0.0020325	0.00203301	0.00203365	0.00203426	0.00203469	0.00203468	0.00203394	0.00203276	0.00203181	0.0020314	0.00203148	0.00203189	0.00203246	0.00203305	0.00203348	0.00203349	0.00203283	0.00203092	0.00202362	0.00204412	0.00204462
51.1134	0	0.00210155	0.00210289	0.00210415	0.00210533	0.00210641	0.00210736	0.00210815	0.0021087	0.00210897	0.00210894	0.00210867	0.00210835	0.00210818	0.00210828	0.00210861	0.00210917	0.00210986	0.00211053	0.00211099	0.00211098	0.00211017	0.0021089	0.00210787	0.00210742	0.00210751	0.00210795	0.00210857	0.00210922	0.00210968	0.00210968	0.00210898	0.00210691	0.00209901	0.00212121	0.00212176
53.7203	0	0.00217192	0.00217336	0.00217471	0.00217597	0.00217713	0.00217815	0.00217899	0.00217959	0.00217988	0.00217985	0.00217956	0.00217921	0.00217903	0.00217913	0.0021795	0.00218009	0.00218083	0.00218155	0.00218205	0.00218204	0.00218117	0.0021798	0.0021787	0.00217822	0.00217831	0.00217878	0.00217945	0.00218014	0.00218064	0.00218065	0.00217989	0.00217767	0.0021692	0.00219301	0.00219361
56.3272	0	0.00223709	0.00223862	0.00224005	0.00224139	0.00224262	0.00224371	0.0022446	0.00224524	0.00224555	0.00224551	0.00224521	0.00224484	0.00224465	0.00224476	0.00224514	0.00224578	0.00224656	0.00224732	0.00224785	0.00224784	0.00224692	0.00224547	0.0022443	0.00224378	0.00224388	0.00224438	0.00224509	0.00224583	0.00224636	0.00224636	0.00224556	0.0022432	0.00223421	0.00225951	0.00226016
58.9341	0	0.00229706	0.00229867	0.00230018	0.00230159	0.00230289	0.00230404	0.00230498	0.00230565	0.00230598	0.00230594	0.00230562	0.00230523	0.00230502	0.00230514	0.00230555	0.00230622	0.00230704	0.00230784	0.00230841	0.0023084	0.00230742	0.00230589	0.00230466	0.00230411	0.00230422	0.00230475	0.00230549	0.00230627	0.00230683	0.00230684	0.00230598	0.0023035	0.00229404	0.0023207	0.00232139
61.541	0	0.00235182	0.00235351	0.00235509	0.00235657	0.00235793	0.00235913	0.00236011	0.00236082	0.00236116	0.00236112	0.00236078	0.00236037	0.00236016	0.00236028	0.00236071	0.00236141	0.00236227	0.00236311	0.0023637	0.00236369	0.00236268	0.00236107	0.00235978	0.00235921	0.00235932	0.00235987	0.00236065	0.00236147	0.00236205	0.00236206	0.00236117	0.00235857	0.00234867	0.00237656	0.0023773
64.1479	0	0.00240139	0.00240314	0.00240478	0.00240632	0.00240773	0.00240898	0.00241001	0.00241074	0.00241109	0.00241105	0.0024107	0.00241028	0.00241006	0.00241018	0.00241062	0.00241135	0.00241225	0.00241313	0.00241374	0.00241373	0.00241267	0.00241101	0.00240966	0.00240907	0.00240918	0.00240976	0.00241057	0.00241141	0.00241202	0.00241203	0.0024111	0.0024084	0.00239812	0.0024271	0.00242788
66.7548	0	0.00244575	0.00244756	0.00244926	0.00245085	0.0024523	0.00245359	0.00245465	0.00245541	0.00245578	0.00245573	0.00245537	0.00245493	0.00245471	0.00245484	0.00245529	0.00245604	0.00245697	0.00245788	0.00245851	0.0024585	0.00245741	0.00245569	0.0024543	0.00245368	0.0024538	0.0024544	0.00245523	0.00245611	0.00245673	0.00245674	0.00245579	0.002453	0.00244239	0.00247231	0.00247312
69.3617	0	0.00248491	0.00248677	0.00248851	0.00249014	0.00249164	0.00249296	0.00249405	0.00249483	0.00249521	0.00249516	0.00249479	0.00249434	0.00249411	0.00249424	0.00249471	0.00249548	0.00249644	0.00249737	0.00249801	0.002498	0.00249688	0.00249512	0.00249369	0.00249306	0.00249318	0.00249379	0.00249465	0.00249555	0.00249619	0.0024962	0.00249522	0.00249236	0.00248146	0.00251219	0.00251303
71.9686	0	0.00251886	0.00252076	0.00252254	0.00252421	0.00252574	0.00252709	0.0025282	0.002529	0.00252939	0.00252934	0.00252896	0.0025285	0.00252826	0.0025284	0.00252887	0.00252967	0.00253064	0.00253159	0.00253225	0.00253224	0.0025311	0.00252929	0.00252783	0.00252719	0.00252731	0.00252793	0.00252881	0.00252973	0.00253039	0.0025304	0.0025294	0.00252647	0.00251534	0.00254673	0.0025476
74.5755	0	0.0025476	0.00254953	0.00255134	0.00255304	0.00255459	0.00255597	0.0025571	0.00255791	0.00255831	0.00255826	0.00255787	0.00255741	0.00255716	0.0025573	0.00255779	0.00255859	0.00255958	0.00256055	0.00256122	0.00256121	0.00256005	0.00255821	0.00255673	0.00255607	0.0025562	0.00255683	0.00255772	0.00255866	0.00255933	0.00255934	0.00255832	0.00255534	0.00254402	0.00257595	0.00257683
77.1824	0	0.00257113	0.00257308	0.00257491	0.00257663	0.00257821	0.0025796	0.00258075	0.00258157	0.00258197	0.00258192	0.00258153	0.00258106	0.00258081	0.00258095	0.00258144	0.00258226	0.00258326	0.00258424	0.00258493	0.00258492	0.00258374	0.00258188	0.00258037	0.00257971	0.00257983	0.00258047	0.00258138	0.00258233	0.00258301	0.00258302	0.00258198	0.00257897	0.00256751	0.00259983	0.00260073
79.7893	0	0.00258943	0.0025914	0.00259325	0.00259499	0.00259658	0.00259799	0.00259915	0.00259997	0.00260038	0.00260033	0.00259993	0.00259945	0.00259921	0.00259935	0.00259984	0.00260067	0.00260168	0.00260267	0.00260336	0.00260335	0.00260216	0.00260028	0.00259876	0.00259809	0.00259822	0.00259887	0.00259978	0.00260073	0.00260142	0.00260143	0.00260039	0.00259735	0.00258578	0.0026184	0.00261931
82.3962	0	0.00260252	0.0026045	0.00260636	0.0026081	0.0026097	0.00261112	0.00261229	0.00261312	0.00261352	0.00261347	0.00261308	0.0026126	0.00261235	0.00261249	0.00261299	0.00261382	0.00261484	0.00261583	0.00261652	0.00261651	0.00261532	0.00261343	0.0026119	0.00261122	0.00261135	0.002612	0.00261292	0.00261388	0.00261457	0.00261459	0.00261354	0.00261048	0.00259885	0.00263164	0.00263257
85.0031	0	0.00261037	0.00261236	0.00261422	0.00261597	0.00261758	0.002619	0.00262017	0.002621	0.00262141	0.00262136	0.00262096	0.00262048	0.00262023	0.00262037	0.00262087	0.0026217	0.00262273	0.00262372	0.00262442	0.00262441	0.00262321	0.00262132	0.00261978	0.00261911	0.00261924	0.00261989	0.00262081	0.00262177	0.00262247	0.00262248	0.00262143	0.00261836	0.00260669	0.00263959	0.00264051
87.61	0	0.00261299	0.00261498	0.00261685	0.0026186	0.00262021	0.00262163	0.0026228	0.00262363	0.00262404	0.00262399	0.00262359	0.00262311	0.00262286	0.002623	0.0026235	0.00262433	0.00262536	0.00262636	0.00262705	0.00262704	0.00262584	0.00262394	0.00262241	0.00262173	0.00262186	0.00262252	0.00262344	0.0026244	0.0026251	0.00262511	0.00262406	0.00262098	0.00260931	0.00264223	0.00264316
