t(s)	Capacity(Ah)	Voltage(V)
21615	-0.00443108	3.92579
21630	-0.00443415	3.92618
21645	-0.00443723	3.92656
21660	-0.0044403	3.92695
21675	-0.00444338	3.92734
21690	-0.00444645	3.92772
21705	-0.00444953	3.92811
21720	-0.0044526	3.9285
21735	-0.00445568	3.92888
21750	-0.00445875	3.92927
21765	-0.00446182	3.92965
21780	-0.0044649	3.93004
21795	-0.00446797	3.93042
21810	-0.00447105	3.93081
21825	-0.00447413	3.93119
21840	-0.0044772	3.93158
21855	-0.00448028	3.93196
21870	-0.00448335	3.93234
21885	-0.00448643	3.93273
21900	-0.0044895	3.93311
21915	-0.00449258	3.93349
21930	-0.00449565	3.93388
21945	-0.00449873	3.93426
21960	-0.0045018	3.93464
21975	-0.00450488	3.93502
21990	-0.00450795	3.93541
22000	-0.00451	3.93566
22015	-0.00451308	3.93604
22030	-0.00451615	3.93642
22045	-0.00451922	3.9368
22060	-0.0045223	3.93718
22075	-0.00452538	3.93756
22090	-0.00452845	3.93794
22105	-0.00453153	3.93832
22120	-0.0045346	3.9387
22135	-0.00453768	3.93908
22150	-0.00454075	3.93946
22165	-0.00454383	3.93984
22180	-0.0045469	3.94021
22195	-0.00454998	3.94059
22210	-0.00455305	3.94097
22225	-0.00455613	3.94134
22240	-0.0045592	3.94172
22255	-0.00456228	3.9421
22270	-0.00456535	3.94247
22285	-0.00456843	3.94285
22300	-0.0045715	3.94322
22315	-0.00457457	3.9436
22330	-0.00457765	3.94397
22345	-0.00458072	3.94434
22360	-0.0045838	3.94472
22375	-0.00458687	3.94509
22390	-0.00458995	3.94546
22405	-0.00459303	3.94583
22420	-0.0045961	3.9462
22435	-0.00459918	3.94657
22450	-0.00460225	3.94694
22465	-0.00460533	3.94731
22480	-0.0046084	3.94768
22495	-0.00461148	3.94805
22510	-0.00461455	3.94842
22525	-0.00461763	3.94879
22540	-0.0046207	3.94916
22555	-0.00462378	3.94952
22570	-0.00462685	3.94989
22585	-0.00462993	3.95025
22600	-0.004633	3.95062
22615	-0.00463608	3.95099
22630	-0.00463915	3.95135
22645	-0.00464222	3.95171
22660	-0.0046453	3.95208
22675	-0.00464837	3.95244
22690	-0.00465145	3.9528
22705	-0.00465452	3.95317
22720	-0.0046576	3.95353
22735	-0.00466068	3.95389
22750	-0.00466375	3.95425
22765	-0.00466683	3.95461
22780	-0.0046699	3.95497
22795	-0.00467298	3.95533
22810	-0.00467605	3.95569
22825	-0.00467913	3.95605
22840	-0.0046822	3.9564
22855	-0.00468528	3.95676
22870	-0.00468835	3.95712
22885	-0.00469143	3.95748
22900	-0.0046945	3.95783
22915	-0.00469758	3.95819
22930	-0.00470065	3.95854
22945	-0.00470373	3.9589
22960	-0.0047068	3.95925
22975	-0.00470988	3.9596
22990	-0.00471295	3.95995
23000	-0.004715	3.96019
23015	-0.00471808	3.96054
23030	-0.00472115	3.96089
23045	-0.00472423	3.96124
23060	-0.0047273	3.96159
23075	-0.00473038	3.96194
23090	-0.00473345	3.96229
23105	-0.00473653	3.96264
23120	-0.0047396	3.96299
23135	-0.00474268	3.96334
23150	-0.00474575	3.96369
23165	-0.00474883	3.96403
23180	-0.0047519	3.96438
23195	-0.00475498	3.96472
23210	-0.00475805	3.96507
23225	-0.00476113	3.96541
23240	-0.0047642	3.96576
23255	-0.00476728	3.9661
23270	-0.00477035	3.96644
23285	-0.00477343	3.96679
23300	-0.0047765	3.96713
23315	-0.00477957	3.96747
23330	-0.00478265	3.96781
23345	-0.00478573	3.96815
23360	-0.0047888	3.96849
23375	-0.00479188	3.96883
23390	-0.00479495	3.96917
23405	-0.00479803	3.96951
23420	-0.0048011	3.96985
23435	-0.00480417	3.97019
23450	-0.00480725	3.97052
23465	-0.00481032	3.97086
23480	-0.0048134	3.9712
23495	-0.00481648	3.97153
23510	-0.00481955	3.97187
23525	-0.00482263	3.9722
23540	-0.0048257	3.97254
23555	-0.00482878	3.97287
23570	-0.00483185	3.9732
23585	-0.00483493	3.97354
23600	-0.004838	3.97387
23615	-0.00484108	3.9742
23630	-0.00484415	3.97453
23645	-0.00484723	3.97486
23660	-0.0048503	3.97519
23675	-0.00485338	3.97552
23690	-0.00485645	3.97585
23705	-0.00485952	3.97618
23720	-0.0048626	3.97651
23735	-0.00486567	3.97684
23750	-0.00486875	3.97716
23765	-0.00487182	3.97749
23780	-0.0048749	3.97782
23795	-0.00487797	3.97814
23810	-0.00488105	3.97847
23825	-0.00488413	3.9788
23840	-0.0048872	3.97912
23855	-0.00489028	3.97944
23870	-0.00489335	3.97977
23885	-0.00489643	3.98009
23900	-0.0048995	3.98042
23915	-0.00490258	3.98074
23930	-0.00490565	3.98106
23945	-0.00490873	3.98138
23960	-0.0049118	3.9817
23975	-0.00491488	3.98202
23990	-0.00491795	3.98235
24000	-0.00492	3.98256
24015	-0.00492307	3.98288
24030	-0.00492615	3.9832
24045	-0.00492922	3.98352
24060	-0.0049323	3.98384
24075	-0.00493538	3.98415
24090	-0.00493845	3.98447
24105	-0.00494153	3.98479
24120	-0.0049446	3.98511
24135	-0.00494768	3.98542
24150	-0.00495075	3.98574
24165	-0.00495383	3.98605
24180	-0.0049569	3.98637
24195	-0.00495998	3.98669
24210	-0.00496305	3.987
24225	-0.00496613	3.98731
24240	-0.0049692	3.98763
24255	-0.00497228	3.98794
24270	-0.00497535	3.98826
24285	-0.00497843	3.98857
24300	-0.0049815	3.98888
24315	-0.00498458	3.98919
24330	-0.00498765	3.9895
24345	-0.00499073	3.98982
24360	-0.0049938	3.99013
24375	-0.00499687	3.99044
24390	-0.00499995	3.99075
24405	-0.00500303	3.99106
24420	-0.0050061	3.99137
24435	-0.00500918	3.99168
24450	-0.00501225	3.99199
24465	-0.00501533	3.99229
24480	-0.0050184	3.9926
24495	-0.00502148	3.99291
24510	-0.00502455	3.99322
24525	-0.00502762	3.99353
24540	-0.0050307	3.99383
24555	-0.00503378	3.99414
24570	-0.00503685	3.99445
24585	-0.00503993	3.99475
24600	-0.005043	3.99506
24615	-0.00504608	3.99536
24630	-0.00504915	3.99567
24645	-0.00505223	3.99598
24660	-0.0050553	3.99628
24675	-0.00505838	3.99658
24690	-0.00506145	3.99689
24705	-0.00506453	3.99719
24720	-0.0050676	3.9975
24735	-0.00507068	3.9978
24750	-0.00507375	3.9981
24765	-0.00507683	3.99841
24780	-0.0050799	3.99871
24795	-0.00508297	3.99901
24810	-0.00508605	3.99931
24825	-0.00508912	3.99961
24840	-0.0050922	3.99992
24855	-0.00509527	4.00022
24870	-0.00509835	4.00052
24885	-0.00510143	4.00082
24900	-0.0051045	4.00112
24915	-0.00510758	4.00142
24930	-0.00511065	4.00172
24945	-0.00511373	4.00202
24960	-0.0051168	4.00232
24975	-0.00511988	4.00262
24990	-0.00512295	4.00292
25000	-0.005125	4.00312
25015	-0.00512808	4.00342
25030	-0.00513115	4.00372
25045	-0.00513423	4.00401
25060	-0.0051373	4.00431
25075	-0.00514037	4.00461
25090	-0.00514345	4.00491
25105	-0.00514652	4.00521
25120	-0.0051496	4.0055
25135	-0.00515267	4.0058
25150	-0.00515575	4.0061
25165	-0.00515883	4.00639
25180	-0.0051619	4.00669
25195	-0.00516498	4.00699
25210	-0.00516805	4.00728
25225	-0.00517113	4.00758
25240	-0.0051742	4.00788
25255	-0.00517728	4.00817
25270	-0.00518035	4.00847
25285	-0.00518343	4.00876
25300	-0.0051865	4.00906
25315	-0.00518958	4.00936
25330	-0.00519265	4.00965
25345	-0.00519573	4.00995
25360	-0.0051988	4.01024
25375	-0.00520188	4.01054
25390	-0.00520495	4.01083
25405	-0.00520803	4.01113
25420	-0.0052111	4.01142
25435	-0.00521417	4.01171
25450	-0.00521725	4.01201
25465	-0.00522032	4.0123
25480	-0.0052234	4.0126
25495	-0.00522648	4.01289
25510	-0.00522955	4.01318
25525	-0.00523263	4.01348
25540	-0.0052357	4.01377
25555	-0.00523878	4.01406
25570	-0.00524185	4.01436
25585	-0.00524493	4.01465
25600	-0.005248	4.01494
25615	-0.00525108	4.01524
25630	-0.00525415	4.01553
25645	-0.00525723	4.01582
25660	-0.0052603	4.01612
25675	-0.00526338	4.01641
25690	-0.00526645	4.0167
25705	-0.00526953	4.017
25720	-0.0052726	4.01729
25735	-0.00527568	4.01758
25750	-0.00527875	4.01787
25765	-0.00528183	4.01817
25780	-0.0052849	4.01846
25795	-0.00528798	4.01875
25810	-0.00529105	4.01904
25825	-0.00529413	4.01934
25840	-0.0052972	4.01963
25855	-0.00530028	4.01992
25870	-0.00530335	4.02021
25885	-0.00530643	4.02051
25900	-0.0053095	4.0208
25915	-0.00531257	4.02109
25930	-0.00531565	4.02138
25945	-0.00531872	4.02167
25960	-0.0053218	4.02197
25975	-0.00532488	4.02226
25990	-0.00532795	4.02255
26000	-0.00533	4.02275
26015	-0.00533308	4.02304
26030	-0.00533615	4.02333
26045	-0.00533923	4.02362
26060	-0.0053423	4.02391
26075	-0.00534537	4.02421
26090	-0.00534845	4.0245
26105	-0.00535153	4.02479
26120	-0.0053546	4.02508
26135	-0.00535768	4.02538
26150	-0.00536075	4.02567
26165	-0.00536383	4.02596
26180	-0.0053669	4.02625
26195	-0.00536997	4.02655
26210	-0.00537305	4.02684
26225	-0.00537612	4.02713
26240	-0.0053792	4.02742
26255	-0.00538228	4.02772
26270	-0.00538535	4.02801
26285	-0.00538843	4.0283
26300	-0.0053915	4.0286
26315	-0.00539458	4.02889
26330	-0.00539765	4.02918
26345	-0.00540073	4.02948
26360	-0.0054038	4.02977
26375	-0.00540688	4.03006
26390	-0.00540995	4.03036
26405	-0.00541303	4.03065
26420	-0.0054161	4.03094
26435	-0.00541918	4.03124
26450	-0.00542225	4.03153
26465	-0.00542533	4.03182
26480	-0.0054284	4.03212
26495	-0.00543147	4.03241
26510	-0.00543455	4.03271
26525	-0.00543762	4.033
26540	-0.0054407	4.0333
26555	-0.00544377	4.03359
26570	-0.00544685	4.03388
26585	-0.00544993	4.03418
26600	-0.005453	4.03447
26615	-0.00545608	4.03477
26630	-0.00545915	4.03506
26645	-0.00546223	4.03536
26660	-0.0054653	4.03566
26675	-0.00546838	4.03595
26690	-0.00547145	4.03625
26705	-0.00547453	4.03654
26720	-0.0054776	4.03684
26735	-0.00548068	4.03714
26750	-0.00548375	4.03743
26765	-0.00548683	4.03773
26780	-0.0054899	4.03803
26795	-0.00549298	4.03832
26810	-0.00549605	4.03862
26825	-0.00549913	4.03892
26840	-0.0055022	4.03921
26855	-0.00550528	4.03951
26870	-0.00550835	4.03981
26885	-0.00551143	4.04011
26900	-0.0055145	4.04041
26915	-0.00551758	4.04071
26930	-0.00552065	4.041
26945	-0.00552373	4.0413
26960	-0.0055268	4.0416
26975	-0.00552988	4.0419
26990	-0.00553295	4.0422
27000	-0.005535	4.0424
27015	-0.00553808	4.0427
27030	-0.00554115	4.043
27045	-0.00554423	4.0433
27060	-0.0055473	4.0436
27075	-0.00555038	4.0439
27090	-0.00555345	4.0442
27105	-0.00555653	4.04451
27120	-0.0055596	4.04481
27135	-0.00556267	4.04511
27150	-0.00556575	4.04541
27165	-0.00556883	4.04571
27180	-0.0055719	4.04602
27195	-0.00557498	4.04632
27210	-0.00557805	4.04662
27225	-0.00558113	4.04693
27240	-0.0055842	4.04723
27255	-0.00558728	4.04753
27270	-0.00559035	4.04784
27285	-0.00559342	4.04814
27300	-0.0055965	4.04845
27315	-0.00559958	4.04875
27330	-0.00560265	4.04906
27345	-0.00560573	4.04936
27360	-0.0056088	4.04967
27375	-0.00561188	4.04998
27390	-0.00561495	4.05028
27405	-0.00561803	4.05059
27420	-0.0056211	4.0509
27435	-0.00562418	4.0512
27450	-0.00562725	4.05151
27465	-0.00563033	4.05182
27480	-0.0056334	4.05213
27495	-0.00563648	4.05244
27510	-0.00563955	4.05275
27525	-0.00564263	4.05306
27540	-0.0056457	4.05337
27555	-0.00564877	4.05368
27570	-0.00565185	4.05399
27585	-0.00565492	4.0543
27600	-0.005658	4.05461
27615	-0.00566107	4.05492
27630	-0.00566415	4.05523
27645	-0.00566723	4.05554
27660	-0.0056703	4.05586
27675	-0.00567338	4.05617
27690	-0.00567645	4.05648
27705	-0.00567953	4.0568
27720	-0.0056826	4.05711
27735	-0.00568568	4.05743
27750	-0.00568875	4.05774
27765	-0.00569183	4.05806
27780	-0.0056949	4.05837
27795	-0.00569798	4.05869
27810	-0.00570105	4.059
27825	-0.00570413	4.05932
27840	-0.0057072	4.05964
27855	-0.00571028	4.05996
27870	-0.00571335	4.06028
27885	-0.00571643	4.06059
27900	-0.0057195	4.06091
27915	-0.00572258	4.06123
27930	-0.00572565	4.06155
27945	-0.00572872	4.06187
27960	-0.0057318	4.06219
27975	-0.00573488	4.06251
27990	-0.00573795	4.06284
28000	-0.00574	4.06305
28015	-0.00574308	4.06337
28030	-0.00574615	4.0637
28045	-0.00574923	4.06402
28060	-0.0057523	4.06434
28075	-0.00575538	4.06467
28090	-0.00575845	4.06499
28105	-0.00576153	4.06532
28120	-0.0057646	4.06564
28135	-0.00576768	4.06597
28150	-0.00577075	4.06629
28165	-0.00577383	4.06662
28180	-0.0057769	4.06695
28195	-0.00577997	4.06728
28210	-0.00578305	4.0676
28225	-0.00578612	4.06793
28240	-0.0057892	4.06826
28255	-0.00579228	4.06859
28270	-0.00579535	4.06892
28285	-0.00579843	4.06925
28300	-0.0058015	4.06958
28315	-0.00580458	4.06992
28330	-0.00580765	4.07025
28345	-0.00581073	4.07058
28360	-0.0058138	4.07091
28375	-0.00581687	4.07125
28390	-0.00581995	4.07158
28405	-0.00582303	4.07192
28420	-0.0058261	4.07225
28435	-0.00582918	4.07259
28450	-0.00583225	4.07292
28465	-0.00583533	4.07326
28480	-0.0058384	4.0736
28495	-0.00584148	4.07394
28510	-0.00584455	4.07428
28525	-0.00584763	4.07461
28540	-0.0058507	4.07495
28555	-0.00585378	4.07529
28570	-0.00585685	4.07564
28585	-0.00585993	4.07598
28600	-0.005863	4.07632
28615	-0.00586608	4.07666
28630	-0.00586915	4.077
28645	-0.00587223	4.07735
28660	-0.0058753	4.07769
28675	-0.00587837	4.07804
28690	-0.00588145	4.07838
28705	-0.00588452	4.07873
28720	-0.0058876	4.07907
28735	-0.00589068	4.07942
28750	-0.00589375	4.07977
28765	-0.00589683	4.08012
28780	-0.0058999	4.08046
28795	-0.00590298	4.08081
28810	-0.00590605	4.08116
28825	-0.00590913	4.08151
28840	-0.0059122	4.08187
28855	-0.00591528	4.08222
28870	-0.00591835	4.08257
28885	-0.00592143	4.08292
28900	-0.0059245	4.08328
28915	-0.00592758	4.08363
28930	-0.00593065	4.08398
28945	-0.00593373	4.08434
28960	-0.0059368	4.0847
28975	-0.00593988	4.08505
28990	-0.00594295	4.08541
29000	-0.005945	4.08565
29015	-0.00594808	4.08601
29030	-0.00595115	4.08636
29045	-0.00595423	4.08672
29060	-0.0059573	4.08708
29075	-0.00596038	4.08744
29090	-0.00596345	4.0878
29105	-0.00596653	4.08817
29120	-0.0059696	4.08853
29135	-0.00597268	4.08889
29150	-0.00597575	4.08926
29165	-0.00597883	4.08962
29180	-0.0059819	4.08998
29195	-0.00598498	4.09035
29210	-0.00598805	4.09072
29225	-0.00599113	4.09108
29240	-0.0059942	4.09145
29255	-0.00599727	4.09182
29270	-0.00600035	4.09219
29285	-0.00600342	4.09256
29300	-0.0060065	4.09293
29315	-0.00600958	4.0933
29330	-0.00601265	4.09367
29345	-0.00601573	4.09404
29360	-0.0060188	4.09441
29375	-0.00602188	4.09478
29390	-0.00602495	4.09516
29405	-0.00602803	4.09553
29420	-0.0060311	4.09591
29435	-0.00603418	4.09628
29450	-0.00603725	4.09666
29465	-0.00604033	4.09704
29480	-0.0060434	4.09741
29495	-0.00604648	4.09779
29510	-0.00604955	4.09817
29525	-0.00605263	4.09855
29540	-0.0060557	4.09893
29555	-0.00605878	4.09931
29570	-0.00606185	4.09969
29585	-0.00606493	4.10007
29600	-0.006068	4.10046
29615	-0.00607108	4.10084
29630	-0.00607415	4.10122
29645	-0.00607723	4.10161
29660	-0.0060803	4.10199
29675	-0.00608338	4.10238
29690	-0.00608645	4.10276
29705	-0.00608953	4.10315
29720	-0.0060926	4.10354
29735	-0.00609568	4.10393
29750	-0.00609875	4.10431
29765	-0.00610182	4.1047
29780	-0.0061049	4.10509
29795	-0.00610798	4.10548
29810	-0.00611105	4.10587
29825	-0.00611413	4.10627
29840	-0.0061172	4.10666
29855	-0.00612028	4.10705
29870	-0.00612335	4.10744
29885	-0.00612643	4.10784
29900	-0.0061295	4.10823
29915	-0.00613258	4.10863
29930	-0.00613565	4.10902
29945	-0.00613873	4.10942
29960	-0.0061418	4.10982
29975	-0.00614488	4.11022
29990	-0.00614795	4.11061
30000	-0.00615	4.11088
30015	-0.00615308	4.11128
30030	-0.00615615	4.11168
30045	-0.00615922	4.11208
30060	-0.0061623	4.11248
30075	-0.00616538	4.11288
30090	-0.00616845	4.11328
30105	-0.00617153	4.11368
30120	-0.0061746	4.11409
30135	-0.00617768	4.11449
30150	-0.00618075	4.11489
30165	-0.00618383	4.1153
30180	-0.0061869	4.1157
30195	-0.00618998	4.11611
30210	-0.00619305	4.11651
30225	-0.00619613	4.11692
30240	-0.0061992	4.11733
30255	-0.00620228	4.11773
30270	-0.00620535	4.11814
30285	-0.00620843	4.11855
30300	-0.0062115	4.11896
30315	-0.00621457	4.11937
30330	-0.00621765	4.11978
30345	-0.00622072	4.12019
30360	-0.0062238	4.1206
30375	-0.00622687	4.12101
30390	-0.00622995	4.12142
30405	-0.00623303	4.12183
30420	-0.0062361	4.12224
30435	-0.00623918	4.12266
30450	-0.00624225	4.12307
30465	-0.00624533	4.12348
30480	-0.0062484	4.1239
30495	-0.00625148	4.12431
30510	-0.00625455	4.12472
30525	-0.00625763	4.12514
30540	-0.0062607	4.12555
30555	-0.00626378	4.12597
30570	-0.00626685	4.12639
30585	-0.00626993	4.1268
30600	-0.006273	4.12722
30615	-0.00627608	4.12763
30630	-0.00627915	4.12805
30645	-0.00628223	4.12847
30660	-0.0062853	4.12889
30675	-0.00628838	4.1293
30690	-0.00629145	4.12972
30705	-0.00629452	4.13014
30720	-0.0062976	4.13056
30735	-0.00630068	4.13098
30750	-0.00630375	4.13139
30765	-0.00630683	4.13181
30780	-0.0063099	4.13223
30795	-0.00631298	4.13265
30810	-0.00631605	4.13307
30825	-0.00631913	4.13349
30840	-0.0063222	4.13391
30855	-0.00632527	4.13433
30870	-0.00632835	4.13475
30885	-0.00633143	4.13517
30900	-0.0063345	4.13559
30915	-0.00633758	4.13601
30930	-0.00634065	4.13643
30945	-0.00634373	4.13685
30960	-0.0063468	4.13727
30975	-0.00634988	4.13769
30990	-0.00635295	4.13811
31000	-0.006355	4.13839
31015	-0.00635808	4.13881
31030	-0.00636115	4.13923
31045	-0.00636423	4.13965
31060	-0.0063673	4.14007
31075	-0.00637038	4.14049
31090	-0.00637345	4.14091
31105	-0.00637653	4.14133
31120	-0.0063796	4.14175
31135	-0.00638267	4.14217
31150	-0.00638575	4.14259
31165	-0.00638883	4.14301
31180	-0.0063919	4.14342
31195	-0.00639498	4.14384
31210	-0.00639805	4.14426
31225	-0.00640113	4.14468
31240	-0.0064042	4.1451
31255	-0.00640728	4.14551
31270	-0.00641035	4.14593
31285	-0.00641343	4.14635
31300	-0.0064165	4.14676
31315	-0.00641958	4.14718
31330	-0.00642265	4.14759
31345	-0.00642573	4.14801
31360	-0.0064288	4.14842
31375	-0.00643188	4.14884
31390	-0.00643495	4.14925
31405	-0.00643802	4.14966
31420	-0.0064411	4.15008
31435	-0.00644417	4.15049
31450	-0.00644725	4.1509
31465	-0.00645032	4.15131
31480	-0.0064534	4.15172
31495	-0.00645648	4.15213
31510	-0.00645955	4.15254
31525	-0.00646263	4.15294
31540	-0.0064657	4.15335
31555	-0.00646878	4.15376
31570	-0.00647185	4.15416
31585	-0.00647493	4.15457
31600	-0.006478	4.15497
31615	-0.00648108	4.15538
31630	-0.00648415	4.15578
31645	-0.00648723	4.15618
31660	-0.0064903	4.15658
31675	-0.00649338	4.15698
31690	-0.00649645	4.15738
31705	-0.00649953	4.15778
31720	-0.0065026	4.15817
31735	-0.00650568	4.15857
31750	-0.00650875	4.15896
31765	-0.00651182	4.15936
31780	-0.0065149	4.15975
31795	-0.00651797	4.16014
31810	-0.00652105	4.16053
31825	-0.00652413	4.16092
31840	-0.0065272	4.16131
31855	-0.00653028	4.16169
31870	-0.00653335	4.16208
31885	-0.00653643	4.16246
31900	-0.0065395	4.16284
31915	-0.00654258	4.16322
31930	-0.00654565	4.1636
31945	-0.00654873	4.16398
31960	-0.0065518	4.16436
31975	-0.00655488	4.16473
31990	-0.00655795	4.1651
32000	-0.00656	4.16535
32015	-0.00656308	4.16572
32030	-0.00656615	4.16609
32045	-0.00656922	4.16646
32060	-0.0065723	4.16683
32075	-0.00657538	4.16719
32090	-0.00657845	4.16755
32105	-0.00658153	4.16791
32120	-0.0065846	4.16827
32135	-0.00658768	4.16863
32150	-0.00659075	4.16898
32165	-0.00659383	4.16934
32180	-0.0065969	4.16969
32195	-0.00659998	4.17004
32210	-0.00660305	4.17038
32225	-0.00660613	4.17073
32240	-0.0066092	4.17107
32255	-0.00661228	4.17141
32270	-0.00661535	4.17175
32285	-0.00661843	4.17209
32300	-0.0066215	4.17242
32315	-0.00662458	4.17276
32330	-0.00662765	4.17309
32345	-0.00663073	4.17341
32360	-0.0066338	4.17374
32375	-0.00663688	4.17406
32390	-0.00663995	4.17438
32405	-0.00664303	4.1747
32420	-0.0066461	4.17502
32435	-0.00664918	4.17533
32450	-0.00665225	4.17564
32465	-0.00665533	4.17595
32480	-0.0066584	4.17626
32495	-0.00666148	4.17656
32510	-0.00666455	4.17686
32525	-0.00666762	4.17716
32540	-0.0066707	4.17746
32555	-0.00667378	4.17775
32570	-0.00667685	4.17804
32585	-0.00667993	4.17833
32600	-0.006683	4.17861
32615	-0.00668608	4.1789
32630	-0.00668915	4.17918
32645	-0.00669223	4.17945
32660	-0.0066953	4.17973
32675	-0.00669838	4.18
32690	-0.00670145	4.18026
32705	-0.00670453	4.18053
32720	-0.0067076	4.18079
32735	-0.00671068	4.18105
32750	-0.00671375	4.18131
32765	-0.00671683	4.18156
32780	-0.0067199	4.18181
32795	-0.00672298	4.18206
32810	-0.00672605	4.18231
32825	-0.00672912	4.18255
32840	-0.0067322	4.18279
32855	-0.00673527	4.18302
32870	-0.00673835	4.18325
32885	-0.00674143	4.18348
32900	-0.0067445	4.18371
32915	-0.00674758	4.18394
32930	-0.00675065	4.18416
32945	-0.00675373	4.18437
32960	-0.0067568	4.18459
32975	-0.00675988	4.1848
32990	-0.00676295	4.18501
33000	-0.006765	4.18515
33015	-0.00676808	4.18535
33030	-0.00677115	4.18556
33045	-0.00677423	4.18575
33060	-0.0067773	4.18595
33075	-0.00678037	4.18614
33090	-0.00678345	4.18633
33105	-0.00678652	4.18652
33120	-0.0067896	4.18671
33135	-0.00679267	4.18689
33150	-0.00679575	4.18707
33165	-0.00679883	4.18725
33180	-0.0068019	4.18742
33195	-0.00680498	4.18759
33210	-0.00680805	4.18776
33225	-0.00681113	4.18793
33240	-0.0068142	4.1881
33255	-0.00681728	4.18826
33270	-0.00682035	4.18842
33285	-0.00682343	4.18858
33300	-0.0068265	4.18874
33315	-0.00682958	4.18889
33330	-0.00683265	4.18905
33345	-0.00683573	4.1892
33360	-0.0068388	4.18935
33375	-0.00684188	4.1895
33390	-0.00684495	4.18965
33405	-0.00684803	4.1898
33420	-0.0068511	4.18995
33435	-0.00685418	4.19009
33450	-0.00685725	4.19024
33465	-0.00686033	4.19038
33480	-0.0068634	4.19053
33495	-0.00686648	4.19067
33510	-0.00686955	4.19082
33525	-0.00687263	4.19096
33540	-0.0068757	4.19111
33555	-0.00687878	4.19125
33570	-0.00688185	4.1914
33585	-0.00688493	4.19154
33600	-0.006888	4.19169
33615	-0.00689107	4.19184
33630	-0.00689415	4.19199
33645	-0.00689723	4.19215
33660	-0.0069003	4.1923
33675	-0.00690338	4.19246
33690	-0.00690645	4.19262
33705	-0.00690953	4.19278
33720	-0.0069126	4.19295
33735	-0.00691568	4.19311
33750	-0.00691875	4.19329
33765	-0.00692183	4.19346
33780	-0.0069249	4.19364
33795	-0.00692798	4.19383
33810	-0.00693105	4.19402
33825	-0.00693413	4.19422
33840	-0.0069372	4.19442
33855	-0.00694028	4.19462
33870	-0.00694335	4.19484
33885	-0.00694642	4.19506
33900	-0.0069495	4.19529
33915	-0.00695257	4.19552
33930	-0.00695565	4.19576
33945	-0.00695872	4.19601
33960	-0.0069618	4.19627
33975	-0.00696488	4.19654
33990	-0.00696795	4.19682
34000	-0.00697	4.19701
34015	-0.00697308	4.19731
34030	-0.00697615	4.19761
34045	-0.00697923	4.19793
34060	-0.0069823	4.19826
34075	-0.00698538	4.1986
34090	-0.00698845	4.19895
34105	-0.00699153	4.19932
34120	-0.0069946	4.1997
34135	-0.00699768	4.20009
