t(s)	Capacity(Ah)	Voltage(V)
0	-0	3.56141
0.1	-2.05e-08	3.56517
0.3	-6.15e-08	3.56532
0.7	-1.435e-07	3.56556
1.5	-3.075e-07	3.56598
3.1	-6.355e-07	3.56672
6.3	-1.2915e-06	3.56804
12.7	-2.6035e-06	3.57033
25.5	-5.2275e-06	3.57421
38.3	-7.8515e-06	3.57749
51.1	-1.04755e-05	3.5804
63.9	-1.30995e-05	3.58304
76.7	-1.57235e-05	3.58547
89.5	-1.83475e-05	3.58774
102.3	-2.09715e-05	3.58986
115.1	-2.35955e-05	3.59186
127.9	-2.62195e-05	3.59374
140.7	-2.88435e-05	3.59552
147.1	-3.01555e-05	3.59637
153.5	-3.14675e-05	3.59721
159.9	-3.27795e-05	3.59801
166.3	-3.40915e-05	3.5988
172.7	-3.54035e-05	3.59957
179.1	-3.67155e-05	3.60031
185.5	-3.80275e-05	3.60104
191.9	-3.93395e-05	3.60174
198.3	-4.06515e-05	3.60243
204.7	-4.19635e-05	3.6031
211.1	-4.32755e-05	3.60375
217.5	-4.45875e-05	3.60438
223.9	-4.58995e-05	3.605
230.3	-4.72115e-05	3.6056
236.7	-4.85235e-05	3.60618
243.1	-4.98355e-05	3.60675
249.5	-5.11475e-05	3.6073
255.9	-5.24595e-05	3.60784
262.3	-5.37715e-05	3.60837
268.7	-5.50835e-05	3.60888
275.1	-5.63955e-05	3.60937
281.5	-5.77075e-05	3.60985
287.9	-5.90195e-05	3.61032
294.3	-6.03315e-05	3.61078
300.7	-6.16435e-05	3.61123
307.1	-6.29555e-05	3.61166
313.5	-6.42675e-05	3.61208
319.9	-6.55795e-05	3.6125
326.3	-6.68915e-05	3.6129
332.7	-6.82035e-05	3.61329
339.1	-6.95155e-05	3.61367
345.5	-7.08275e-05	3.61404
348.7	-7.14835e-05	3.61423
351.9	-7.21395e-05	3.61441
355.1	-7.27955e-05	3.61459
358.3	-7.34515e-05	3.61476
361.5	-7.41075e-05	3.61494
364.7	-7.47635e-05	3.61511
367.9	-7.54195e-05	3.61528
371.1	-7.60755e-05	3.61545
374.3	-7.67315e-05	3.61562
377.5	-7.73875e-05	3.61578
380.7	-7.80435e-05	3.61595
383.9	-7.86995e-05	3.61611
387.1	-7.93555e-05	3.61627
390.3	-8.00115e-05	3.61643
396.7	-8.13235e-05	3.61674
403.1	-8.26355e-05	3.61704
409.5	-8.39475e-05	3.61734
412.7	-8.46035e-05	3.61749
415.9	-8.52595e-05	3.61764
419.1	-8.59155e-05	3.61778
422.3	-8.65715e-05	3.61793
425.5	-8.72275e-05	3.61807
428.7	-8.78835e-05	3.61821
431.9	-8.85395e-05	3.61835
435.1	-8.91955e-05	3.61849
438.3	-8.98515e-05	3.61862
441.5	-9.05075e-05	3.61876
444.7	-9.11635e-05	3.6189
447.9	-9.18195e-05	3.61903
454.3	-9.31315e-05	3.61929
460.7	-9.44435e-05	3.61955
467.1	-9.57555e-05	3.61981
473.5	-9.70675e-05	3.62006
479.9	-9.83795e-05	3.62031
486.3	-9.96915e-05	3.62056
492.7	-0.000101003	3.6208
499.1	-0.000102315	3.62104
505.5	-0.000103627	3.62128
508.7	-0.000104283	3.6214
511.9	-0.000104939	3.62151
515.1	-0.000105595	3.62163
518.3	-0.000106251	3.62174
521.5	-0.000106907	3.62186
524.7	-0.000107563	3.62197
527.9	-0.000108219	3.62209
531.1	-0.000108875	3.6222
534.3	-0.000109531	3.62231
540.7	-0.000110843	3.62253
547.1	-0.000112155	3.62276
553.5	-0.000113467	3.62297
559.9	-0.000114779	3.62319
566.3	-0.000116091	3.6234
572.7	-0.000117403	3.62362
579.1	-0.000118715	3.62383
582.3	-0.000119371	3.62393
585.5	-0.000120027	3.62404
588.7	-0.000120683	3.62414
595.1	-0.000121995	3.62435
601.5	-0.000123307	3.62455
607.9	-0.000124619	3.62476
614.3	-0.000125931	3.62496
620.7	-0.000127243	3.62516
627.1	-0.000128555	3.62536
633.5	-0.000129867	3.62555
639.9	-0.000131179	3.62575
646.3	-0.000132491	3.62594
652.7	-0.000133803	3.62614
659.1	-0.000135115	3.62633
665.5	-0.000136427	3.62652
671.9	-0.000137739	3.62671
678.3	-0.000139051	3.6269
684.7	-0.000140363	3.62708
691.1	-0.000141675	3.62727
697.5	-0.000142987	3.62745
703.9	-0.000144299	3.62764
710.3	-0.000145611	3.62782
716.7	-0.000146923	3.628
723.1	-0.000148235	3.62818
729.5	-0.000149547	3.62836
735.9	-0.000150859	3.62854
742.3	-0.000152171	3.62871
748.7	-0.000153483	3.62889
755.1	-0.000154795	3.62907
761.5	-0.000156107	3.62924
767.9	-0.000157419	3.62941
774.3	-0.000158731	3.62958
780.7	-0.000160043	3.62975
787.1	-0.000161355	3.62992
793.5	-0.000162667	3.63009
799.9	-0.000163979	3.63026
806.3	-0.000165291	3.63042
812.7	-0.000166603	3.63059
819.1	-0.000167915	3.63075
825.5	-0.000169227	3.63092
831.9	-0.000170539	3.63108
838.3	-0.000171851	3.63124
844.7	-0.000173163	3.6314
851.1	-0.000174475	3.63156
857.5	-0.000175787	3.63172
863.9	-0.000177099	3.63188
867.1	-0.000177755	3.63195
870.3	-0.000178411	3.63203
873.5	-0.000179067	3.63211
879.9	-0.000180379	3.63226
886.3	-0.000181691	3.63242
889.5	-0.000182347	3.6325
892.7	-0.000183003	3.63257
895.9	-0.000183659	3.63265
902.3	-0.000184971	3.6328
908.7	-0.000186283	3.63295
911.9	-0.000186939	3.63303
915.1	-0.000187595	3.6331
918.3	-0.000188251	3.63317
921.5	-0.000188907	3.63325
924.7	-0.000189563	3.63332
931.1	-0.000190875	3.63347
934.3	-0.000191531	3.63354
937.5	-0.000192187	3.63362
940.7	-0.000192843	3.63369
943.9	-0.000193499	3.63376
947.1	-0.000194155	3.63384
953.5	-0.000195467	3.63398
959.9	-0.000196779	3.63413
966.3	-0.000198091	3.63427
972.7	-0.000199403	3.63441
979.1	-0.000200715	3.63455
985.5	-0.000202027	3.63469
991.9	-0.000203339	3.63483
998.3	-0.000204651	3.63497
1000	-0.000205	3.63501
1006.4	-0.000206312	3.63515
1012.8	-0.000207624	3.63529
1019.2	-0.000208936	3.63542
1025.6	-0.000210248	3.63556
1028.8	-0.000210904	3.63563
1032	-0.00021156	3.63569
1035.2	-0.000212216	3.63576
1038.4	-0.000212872	3.63583
1044.8	-0.000214184	3.63596
1051.2	-0.000215496	3.6361
1057.6	-0.000216808	3.63623
1064	-0.00021812	3.63636
1070.4	-0.000219432	3.63649
1076.8	-0.000220744	3.63662
1083.2	-0.000222056	3.63675
1089.6	-0.000223368	3.63688
1096	-0.00022468	3.63701
1099.2	-0.000225336	3.63707
1102.4	-0.000225992	3.63714
1108.8	-0.000227304	3.63727
1115.2	-0.000228616	3.63739
1121.6	-0.000229928	3.63752
1128	-0.00023124	3.63765
1134.4	-0.000232552	3.63777
1140.8	-0.000233864	3.6379
1147.2	-0.000235176	3.63802
1153.6	-0.000236488	3.63814
1160	-0.0002378	3.63827
1166.4	-0.000239112	3.63839
1169.6	-0.000239768	3.63845
1172.8	-0.000240424	3.63851
1176	-0.00024108	3.63857
1182.4	-0.000242392	3.63869
1188.8	-0.000243704	3.63882
1195.2	-0.000245016	3.63894
1201.6	-0.000246328	3.63906
1208	-0.00024764	3.63918
1214.4	-0.000248952	3.63929
1220.8	-0.000250264	3.63941
1227.2	-0.000251576	3.63953
1233.6	-0.000252888	3.63965
1240	-0.0002542	3.63977
1243.2	-0.000254856	3.63983
1246.4	-0.000255512	3.63988
1249.6	-0.000256168	3.63994
1252.8	-0.000256824	3.64
1259.2	-0.000258136	3.64012
1265.6	-0.000259448	3.64023
1272	-0.00026076	3.64035
1278.4	-0.000262072	3.64046
1284.8	-0.000263384	3.64058
1291.2	-0.000264696	3.64069
1297.6	-0.000266008	3.6408
1304	-0.00026732	3.64092
1310.4	-0.000268632	3.64103
1313.6	-0.000269288	3.64109
1316.8	-0.000269944	3.64114
1320	-0.0002706	3.6412
1323.2	-0.000271256	3.64126
1326.4	-0.000271912	3.64131
1332.8	-0.000273224	3.64142
1339.2	-0.000274536	3.64153
1345.6	-0.000275848	3.64164
1352	-0.00027716	3.64175
1358.4	-0.000278472	3.64186
1364.8	-0.000279784	3.64197
1371.2	-0.000281096	3.64208
1377.6	-0.000282408	3.64219
1384	-0.00028372	3.6423
1390.4	-0.000285032	3.64241
1396.8	-0.000286344	3.64252
1403.2	-0.000287656	3.64263
1409.6	-0.000288968	3.64273
1416	-0.00029028	3.64284
1422.4	-0.000291592	3.64295
1428.8	-0.000292904	3.64305
1435.2	-0.000294216	3.64316
1441.6	-0.000295528	3.64326
1448	-0.00029684	3.64337
1454.4	-0.000298152	3.64347
1460.8	-0.000299464	3.64358
1467.2	-0.000300776	3.64368
1473.6	-0.000302088	3.64379
1480	-0.0003034	3.64389
1483.2	-0.000304056	3.64394
1486.4	-0.000304712	3.64399
1492.8	-0.000306024	3.6441
1499.2	-0.000307336	3.6442
1505.6	-0.000308648	3.6443
1508.8	-0.000309304	3.64435
1512	-0.00030996	3.6444
1515.2	-0.000310616	3.64445
1518.4	-0.000311272	3.6445
1524.8	-0.000312584	3.64461
1531.2	-0.000313896	3.64471
1534.4	-0.000314552	3.64476
1537.6	-0.000315208	3.64481
1540.8	-0.000315864	3.64486
1547.2	-0.000317176	3.64496
1553.6	-0.000318488	3.64506
1560	-0.0003198	3.64516
1566.4	-0.000321112	3.64526
1572.8	-0.000322424	3.64536
1579.2	-0.000323736	3.64546
1585.6	-0.000325048	3.64555
1592	-0.00032636	3.64565
1598.4	-0.000327672	3.64575
1604.8	-0.000328984	3.64585
1608	-0.00032964	3.6459
1611.2	-0.000330296	3.64595
1617.6	-0.000331608	3.64604
1624	-0.00033292	3.64614
1630.4	-0.000334232	3.64624
1636.8	-0.000335544	3.64633
1643.2	-0.000336856	3.64643
1649.6	-0.000338168	3.64653
1656	-0.00033948	3.64662
1662.4	-0.000340792	3.64672
1668.8	-0.000342104	3.64681
1672	-0.00034276	3.64686
1675.2	-0.000343416	3.64691
1681.6	-0.000344728	3.647
1688	-0.00034604	3.6471
1694.4	-0.000347352	3.64719
1700.8	-0.000348664	3.64728
1707.2	-0.000349976	3.64738
1713.6	-0.000351288	3.64747
1720	-0.0003526	3.64756
1726.4	-0.000353912	3.64766
1732.8	-0.000355224	3.64775
1739.2	-0.000356536	3.64784
1745.6	-0.000357848	3.64793
1752	-0.00035916	3.64803
1758.4	-0.000360472	3.64812
1764.8	-0.000361784	3.64821
1771.2	-0.000363096	3.6483
1777.6	-0.000364408	3.64839
1784	-0.00036572	3.64848
1790.4	-0.000367032	3.64857
1796.8	-0.000368344	3.64867
1803.2	-0.000369656	3.64876
1809.6	-0.000370968	3.64885
1816	-0.00037228	3.64894
1822.4	-0.000373592	3.64903
1828.8	-0.000374904	3.64912
1835.2	-0.000376216	3.64921
1841.6	-0.000377528	3.64929
1848	-0.00037884	3.64938
1854.4	-0.000380152	3.64947
1860.8	-0.000381464	3.64956
1867.2	-0.000382776	3.64965
1873.6	-0.000384088	3.64974
1880	-0.0003854	3.64983
1886.4	-0.000386712	3.64991
1892.8	-0.000388024	3.65
1899.2	-0.000389336	3.65009
1905.6	-0.000390648	3.65018
1912	-0.00039196	3.65026
1915.2	-0.000392616	3.65031
1921.6	-0.000393928	3.65039
1928	-0.00039524	3.65048
1934.4	-0.000396552	3.65057
1937.6	-0.000397208	3.65061
1940.8	-0.000397864	3.65065
1944	-0.00039852	3.6507
1950.4	-0.000399832	3.65078
1956.8	-0.000401144	3.65087
1963.2	-0.000402456	3.65095
1969.6	-0.000403768	3.65104
1976	-0.00040508	3.65113
1982.4	-0.000406392	3.65121
1988.8	-0.000407704	3.6513
1995.2	-0.000409016	3.65138
2000	-0.00041	3.65144
2006.4	-0.000411312	3.65153
2012.8	-0.000412624	3.65161
2019.2	-0.000413936	3.6517
2025.6	-0.000415248	3.65178
2032	-0.00041656	3.65187
2038.4	-0.000417872	3.65195
2044.8	-0.000419184	3.65203
2048	-0.00041984	3.65208
2051.2	-0.000420496	3.65212
2054.4	-0.000421152	3.65216
2057.6	-0.000421808	3.6522
2064	-0.00042312	3.65228
2070.4	-0.000424432	3.65237
2076.8	-0.000425744	3.65245
2080	-0.0004264	3.65249
2086.4	-0.000427712	3.65257
2092.8	-0.000429024	3.65266
2096	-0.00042968	3.6527
2102.4	-0.000430992	3.65278
2108.8	-0.000432304	3.65286
2115.2	-0.000433616	3.65294
2121.6	-0.000434928	3.65303
2124.8	-0.000435584	3.65307
2128	-0.00043624	3.65311
2134.4	-0.000437552	3.65319
2140.8	-0.000438864	3.65327
2147.2	-0.000440176	3.65335
2153.6	-0.000441488	3.65343
2160	-0.0004428	3.65351
2166.4	-0.000444112	3.65359
2172.8	-0.000445424	3.65368
2179.2	-0.000446736	3.65376
2185.6	-0.000448048	3.65384
2192	-0.00044936	3.65392
2198.4	-0.000450672	3.654
2204.8	-0.000451984	3.65408
2211.2	-0.000453296	3.65416
2217.6	-0.000454608	3.65424
2224	-0.00045592	3.65432
2230.4	-0.000457232	3.6544
2233.6	-0.000457888	3.65444
2236.8	-0.000458544	3.65448
2243.2	-0.000459856	3.65455
2249.6	-0.000461168	3.65463
2256	-0.00046248	3.65471
2262.4	-0.000463792	3.65479
2268.8	-0.000465104	3.65487
2275.2	-0.000466416	3.65495
2281.6	-0.000467728	3.65503
2288	-0.00046904	3.65511
2294.4	-0.000470352	3.65518
2300.8	-0.000471664	3.65526
2307.2	-0.000472976	3.65534
2313.6	-0.000474288	3.65542
2320	-0.0004756	3.6555
2326.4	-0.000476912	3.65557
2332.8	-0.000478224	3.65565
2339.2	-0.000479536	3.65573
2345.6	-0.000480848	3.65581
2352	-0.00048216	3.65588
2358.4	-0.000483472	3.65596
2364.8	-0.000484784	3.65604
2368	-0.00048544	3.65608
2374.4	-0.000486752	3.65615
2380.8	-0.000488064	3.65623
2387.2	-0.000489376	3.65631
2393.6	-0.000490688	3.65638
2400	-0.000492	3.65646
2406.4	-0.000493312	3.65653
2412.8	-0.000494624	3.65661
2419.2	-0.000495936	3.65669
2425.6	-0.000497248	3.65676
2432	-0.00049856	3.65684
2438.4	-0.000499872	3.65691
2444.8	-0.000501184	3.65699
2451.2	-0.000502496	3.65707
2457.6	-0.000503808	3.65714
2464	-0.00050512	3.65722
2470.4	-0.000506432	3.65729
2476.8	-0.000507744	3.65737
2483.2	-0.000509056	3.65744
2489.6	-0.000510368	3.65752
2496	-0.00051168	3.65759
2502.4	-0.000512992	3.65767
2508.8	-0.000514304	3.65774
2515.2	-0.000515616	3.65782
2521.6	-0.000516928	3.65789
2528	-0.00051824	3.65796
2531.2	-0.000518896	3.658
2534.4	-0.000519552	3.65804
2537.6	-0.000520208	3.65808
2544	-0.00052152	3.65815
2550.4	-0.000522832	3.65822
2556.8	-0.000524144	3.6583
2560	-0.0005248	3.65833
2566.4	-0.000526112	3.65841
2572.8	-0.000527424	3.65848
2579.2	-0.000528736	3.65856
2585.6	-0.000530048	3.65863
2592	-0.00053136	3.6587
2598.4	-0.000532672	3.65878
2604.8	-0.000533984	3.65885
2611.2	-0.000535296	3.65892
2617.6	-0.000536608	3.659
2624	-0.00053792	3.65907
2630.4	-0.000539232	3.65914
2636.8	-0.000540544	3.65921
2643.2	-0.000541856	3.65929
2649.6	-0.000543168	3.65936
2656	-0.00054448	3.65943
2662.4	-0.000545792	3.6595
2668.8	-0.000547104	3.65958
2675.2	-0.000548416	3.65965
2681.6	-0.000549728	3.65972
2688	-0.00055104	3.65979
2691.2	-0.000551696	3.65983
2697.6	-0.000553008	3.6599
2704	-0.00055432	3.65997
2710.4	-0.000555632	3.66005
2716.8	-0.000556944	3.66012
2723.2	-0.000558256	3.66019
2729.6	-0.000559568	3.66026
2736	-0.00056088	3.66033
2742.4	-0.000562192	3.6604
2748.8	-0.000563504	3.66048
2755.2	-0.000564816	3.66055
2761.6	-0.000566128	3.66062
2768	-0.00056744	3.66069
2774.4	-0.000568752	3.66076
2780.8	-0.000570064	3.66083
2787.2	-0.000571376	3.6609
2793.6	-0.000572688	3.66097
2800	-0.000574	3.66104
2806.4	-0.000575312	3.66111
2812.8	-0.000576624	3.66119
2819.2	-0.000577936	3.66126
2825.6	-0.000579248	3.66133
2832	-0.00058056	3.6614
2838.4	-0.000581872	3.66147
2844.8	-0.000583184	3.66154
2851.2	-0.000584496	3.66161
2857.6	-0.000585808	3.66168
2864	-0.00058712	3.66175
2870.4	-0.000588432	3.66182
2876.8	-0.000589744	3.66189
2880	-0.0005904	3.66192
2886.4	-0.000591712	3.66199
2892.8	-0.000593024	3.66206
2899.2	-0.000594336	3.66213
2905.6	-0.000595648	3.6622
2912	-0.00059696	3.66227
2918.4	-0.000598272	3.66234
2924.8	-0.000599584	3.66241
2931.2	-0.000600896	3.66248
2937.6	-0.000602208	3.66255
2944	-0.00060352	3.66262
2950.4	-0.000604832	3.66269
2956.8	-0.000606144	3.66276
2960	-0.0006068	3.66279
2966.4	-0.000608112	3.66286
2972.8	-0.000609424	3.66293
2979.2	-0.000610736	3.663
2985.6	-0.000612048	3.66307
2992	-0.00061336	3.66314
2998.4	-0.000614672	3.6632
3000	-0.000615	3.66322
3006.4	-0.000616312	3.66329
3012.8	-0.000617624	3.66336
3019.2	-0.000618936	3.66343
3025.6	-0.000620248	3.6635
3032	-0.00062156	3.66356
3038.4	-0.000622872	3.66363
3044.8	-0.000624184	3.6637
3051.2	-0.000625496	3.66377
3057.6	-0.000626808	3.66384
3064	-0.00062812	3.66391
3070.4	-0.000629432	3.66397
3076.8	-0.000630744	3.66404
3083.2	-0.000632056	3.66411
3089.6	-0.000633368	3.66418
3096	-0.00063468	3.66425
3102.4	-0.000635992	3.66431
3108.8	-0.000637304	3.66438
3115.2	-0.000638616	3.66445
3121.6	-0.000639928	3.66452
3128	-0.00064124	3.66458
3134.4	-0.000642552	3.66465
3140.8	-0.000643864	3.66472
3147.2	-0.000645176	3.66479
3153.6	-0.000646488	3.66485
3160	-0.0006478	3.66492
3166.4	-0.000649112	3.66499
3172.8	-0.000650424	3.66506
3179.2	-0.000651736	3.66512
3185.6	-0.000653048	3.66519
3192	-0.00065436	3.66526
3198.4	-0.000655672	3.66532
3204.8	-0.000656984	3.66539
3211.2	-0.000658296	3.66546
3217.6	-0.000659608	3.66553
3224	-0.00066092	3.66559
3230.4	-0.000662232	3.66566
3236.8	-0.000663544	3.66573
3243.2	-0.000664856	3.66579
3249.6	-0.000666168	3.66586
3256	-0.00066748	3.66593
3262.4	-0.000668792	3.66599
3268.8	-0.000670104	3.66606
3272	-0.00067076	3.66609
3275.2	-0.000671416	3.66613
3281.6	-0.000672728	3.66619
3288	-0.00067404	3.66626
3294.4	-0.000675352	3.66632
3300.8	-0.000676664	3.66639
3307.2	-0.000677976	3.66646
3313.6	-0.000679288	3.66652
3320	-0.0006806	3.66659
3326.4	-0.000681912	3.66666
3332.8	-0.000683224	3.66672
3339.2	-0.000684536	3.66679
3345.6	-0.000685848	3.66685
3352	-0.00068716	3.66692
3355.2	-0.000687816	3.66695
3361.6	-0.000689128	3.66702
3368	-0.00069044	3.66708
3374.4	-0.000691752	3.66715
3380.8	-0.000693064	3.66722
3387.2	-0.000694376	3.66728
3393.6	-0.000695688	3.66735
3400	-0.000697	3.66741
3406.4	-0.000698312	3.66748
3412.8	-0.000699624	3.66754
3419.2	-0.000700936	3.66761
3425.6	-0.000702248	3.66767
3432	-0.00070356	3.66774
3438.4	-0.000704872	3.66781
3444.8	-0.000706184	3.66787
3451.2	-0.000707496	3.66794
3457.6	-0.000708808	3.668
3464	-0.00071012	3.66807
3470.4	-0.000711432	3.66813
3476.8	-0.000712744	3.6682
3483.2	-0.000714056	3.66826
3489.6	-0.000715368	3.66833
3496	-0.00071668	3.66839
3502.4	-0.000717992	3.66846
3508.8	-0.000719304	3.66852
3515.2	-0.000720616	3.66859
3518.4	-0.000721272	3.66862
3524.8	-0.000722584	3.66868
3531.2	-0.000723896	3.66875
3537.6	-0.000725208	3.66881
3544	-0.00072652	3.66888
3550.4	-0.000727832	3.66894
3556.8	-0.000729144	3.66901
3563.2	-0.000730456	3.66907
3569.6	-0.000731768	3.66914
3576	-0.00073308	3.6692
3582.4	-0.000734392	3.66927
3588.8	-0.000735704	3.66933
3595.2	-0.000737016	3.6694
3601.6	-0.000738328	3.66946
3608	-0.00073964	3.66953
3614.4	-0.000740952	3.66959
3620.8	-0.000742264	3.66965
3627.2	-0.000743576	3.66972
3633.6	-0.000744888	3.66978
3640	-0.0007462	3.66985
3646.4	-0.000747512	3.66991
3652.8	-0.000748824	3.66998
3659.2	-0.000750136	3.67004
3665.6	-0.000751448	3.6701
3672	-0.00075276	3.67017
3678.4	-0.000754072	3.67023
3684.8	-0.000755384	3.6703
3691.2	-0.000756696	3.67036
3697.6	-0.000758008	3.67042
3704	-0.00075932	3.67049
3710.4	-0.000760632	3.67055
3716.8	-0.000761944	3.67062
3723.2	-0.000763256	3.67068
3729.6	-0.000764568	3.67074
3736	-0.00076588	3.67081
3742.4	-0.000767192	3.67087
3748.8	-0.000768504	3.67094
3752	-0.00076916	3.67097
3758.4	-0.000770472	3.67103
3764.8	-0.000771784	3.6711
3771.2	-0.000773096	3.67116
3777.6	-0.000774408	3.67122
3784	-0.00077572	3.67129
3790.4	-0.000777032	3.67135
3796.8	-0.000778344	3.67141
3803.2	-0.000779656	3.67148
3809.6	-0.000780968	3.67154
3816	-0.00078228	3.6716
3822.4	-0.000783592	3.67167
3828.8	-0.000784904	3.67173
3835.2	-0.000786216	3.6718
3841.6	-0.000787528	3.67186
3848	-0.00078884	3.67192
3854.4	-0.000790152	3.67199
3860.8	-0.000791464	3.67205
3867.2	-0.000792776	3.67211
3870.4	-0.000793432	3.67214
3873.6	-0.000794088	3.67218
3880	-0.0007954	3.67224
3886.4	-0.000796712	3.6723
3892.8	-0.000798024	3.67237
3899.2	-0.000799336	3.67243
3905.6	-0.000800648	3.67249
3912	-0.00080196	3.67255
3918.4	-0.000803272	3.67262
3924.8	-0.000804584	3.67268
3931.2	-0.000805896	3.67274
3937.6	-0.000807208	3.67281
3944	-0.00080852	3.67287
3950.4	-0.000809832	3.67293
3956.8	-0.000811144	3.673
3963.2	-0.000812456	3.67306
3969.6	-0.000813768	3.67312
3976	-0.00081508	3.67319
3982.4	-0.000816392	3.67325
3988.8	-0.000817704	3.67331
3995.2	-0.000819016	3.67337
4000	-0.00082	3.67342
4006.4	-0.000821312	3.67348
4012.8	-0.000822624	3.67355
4019.2	-0.000823936	3.67361
4025.6	-0.000825248	3.67367
4032	-0.00082656	3.67374
4038.4	-0.000827872	3.6738
4044.8	-0.000829184	3.67386
4051.2	-0.000830496	3.67392
4057.6	-0.000831808	3.67399
4064	-0.00083312	3.67405
4070.4	-0.000834432	3.67411
4076.8	-0.000835744	3.67418
4083.2	-0.000837056	3.67424
4089.6	-0.000838368	3.6743
4096	-0.00083968	3.67436
4102.4	-0.000840992	3.67443
4108.8	-0.000842304	3.67449
4115.2	-0.000843616	3.67455
4121.6	-0.000844928	3.67461
4128	-0.00084624	3.67468
4134.4	-0.000847552	3.67474
4140.8	-0.000848864	3.6748
4147.2	-0.000850176	3.67486
4153.6	-0.000851488	3.67493
4160	-0.0008528	3.67499
4166.4	-0.000854112	3.67505
4172.8	-0.000855424	3.67511
4179.2	-0.000856736	3.67518
4185.6	-0.000858048	3.67524
4188.8	-0.000858704	3.67527
4195.2	-0.000860016	3.67533
4201.6	-0.000861328	3.67539
4208	-0.00086264	3.67546
4214.4	-0.000863952	3.67552
4220.8	-0.000865264	3.67558
4227.2	-0.000866576	3.67564
4233.6	-0.000867888	3.67571
4240	-0.0008692	3.67577
4246.4	-0.000870512	3.67583
4252.8	-0.000871824	3.67589
4259.2	-0.000873136	3.67596
4265.6	-0.000874448	3.67602
4272	-0.00087576	3.67608
4278.4	-0.000877072	3.67614
4284.8	-0.000878384	3.6762
4291.2	-0.000879696	3.67627
4297.6	-0.000881008	3.67633
4304	-0.00088232	3.67639
4310.4	-0.000883632	3.67645
4316.8	-0.000884944	3.67651
4323.2	-0.000886256	3.67658
4329.6	-0.000887568	3.67664
4336	-0.00088888	3.6767
4342.4	-0.000890192	3.67676
4348.8	-0.000891504	3.67683
4355.2	-0.000892816	3.67689
4361.6	-0.000894128	3.67695
4368	-0.00089544	3.67701
4374.4	-0.000896752	3.67707
4380.8	-0.000898064	3.67714
4387.2	-0.000899376	3.6772
4393.6	-0.000900688	3.67726
4396.8	-0.000901344	3.67729
4400	-0.000902	3.67732
4406.4	-0.000903312	3.67738
4412.8	-0.000904624	3.67745
4419.2	-0.000905936	3.67751
4425.6	-0.000907248	3.67757
4432	-0.00090856	3.67763
4438.4	-0.000909872	3.67769
4444.8	-0.000911184	3.67776
4451.2	-0.000912496	3.67782
4457.6	-0.000913808	3.67788
4464	-0.00091512	3.67794
4470.4	-0.000916432	3.678
4476.8	-0.000917744	3.67807
4483.2	-0.000919056	3.67813
4489.6	-0.000920368	3.67819
4496	-0.00092168	3.67825
4502.4	-0.000922992	3.67831
4508.8	-0.000924304	3.67838
4515.2	-0.000925616	3.67844
4521.6	-0.000926928	3.6785
4528	-0.00092824	3.67856
4534.4	-0.000929552	3.67862
4540.8	-0.000930864	3.67868
4547.2	-0.000932176	3.67875
4553.6	-0.000933488	3.67881
4560	-0.0009348	3.67887
4566.4	-0.000936112	3.67893
4572.8	-0.000937424	3.67899
4579.2	-0.000938736	3.67906
4585.6	-0.000940048	3.67912
4592	-0.00094136	3.67918
4598.4	-0.000942672	3.67924
4604.8	-0.000943984	3.6793
4611.2	-0.000945296	3.67936
4617.6	-0.000946608	3.67943
4624	-0.00094792	3.67949
4630.4	-0.000949232	3.67955
4636.8	-0.000950544	3.67961
4643.2	-0.000951856	3.67967
4649.6	-0.000953168	3.67974
4656	-0.00095448	3.6798
4662.4	-0.000955792	3.67986
4668.8	-0.000957104	3.67992
4675.2	-0.000958416	3.67998
4681.6	-0.000959728	3.68004
4688	-0.00096104	3.68011
4694.4	-0.000962352	3.68017
4700.8	-0.000963664	3.68023
4707.2	-0.000964976	3.68029
4713.6	-0.000966288	3.68035
4720	-0.0009676	3.68042
4726.4	-0.000968912	3.68048
4732.8	-0.000970224	3.68054
4739.2	-0.000971536	3.6806
4745.6	-0.000972848	3.68066
4752	-0.00097416	3.68072
4758.4	-0.000975472	3.68079
4764.8	-0.000976784	3.68085
4771.2	-0.000978096	3.68091
4777.6	-0.000979408	3.68097
4784	-0.00098072	3.68103
4790.4	-0.000982032	3.68109
4796.8	-0.000983344	3.68116
4803.2	-0.000984656	3.68122
4809.6	-0.000985968	3.68128
4816	-0.00098728	3.68134
4822.4	-0.000988592	3.6814
4828.8	-0.000989904	3.68146
4835.2	-0.000991216	3.68153
4841.6	-0.000992528	3.68159
4848	-0.00099384	3.68165
4854.4	-0.000995152	3.68171
4860.8	-0.000996464	3.68177
4867.2	-0.000997776	3.68183
4873.6	-0.000999088	3.6819
4880	-0.0010004	3.68196
4886.4	-0.00100171	3.68202
4892.8	-0.00100302	3.68208
4899.2	-0.00100434	3.68214
4905.6	-0.00100565	3.68221
4912	-0.00100696	3.68227
4918.4	-0.00100827	3.68233
4924.8	-0.00100958	3.68239
4931.2	-0.0010109	3.68245
4937.6	-0.00101221	3.68251
4944	-0.00101352	3.68258
4950.4	-0.00101483	3.68264
4956.8	-0.00101614	3.6827
4963.2	-0.00101746	3.68276
4969.6	-0.00101877	3.68282
4976	-0.00102008	3.68288
4982.4	-0.00102139	3.68295
4988.8	-0.0010227	3.68301
4995.2	-0.00102402	3.68307
5000	-0.001025	3.68312
5006.4	-0.00102631	3.68318
5012.8	-0.00102762	3.68324
