x	t=0	t=1000	t=2000	t=3000	t=4000	t=5000	t=6000	t=7000	t=8000	t=9000	t=10000	t=11000	t=12000	t=13000	t=14000	t=15000	t=16000	t=17000	t=18000	t=19000	t=20000	t=21000	t=22000	t=23000	t=24000	t=25000	t=26000	t=27000	t=28000	t=29000	t=30000	t=31000	t=32000	t=33000	t=34000	t=34135
1.27316	1000	975.641	975.626	975.612	975.599	975.587	975.576	975.568	975.561	975.558	975.559	975.562	975.565	975.567	975.566	975.562	975.556	975.548	975.541	975.536	975.536	975.545	975.559	975.57	975.576	975.575	975.57	975.563	975.556	975.55	975.55	975.558	975.581	975.668	975.423	975.416
1.90474	1000	975.986	975.971	975.957	975.944	975.932	975.921	975.912	975.906	975.903	975.903	975.906	975.91	975.912	975.911	975.907	975.901	975.893	975.886	975.881	975.881	975.89	975.904	975.915	975.92	975.919	975.914	975.908	975.9	975.895	975.895	975.903	975.926	976.013	975.768	975.761
2.53632	1000	976.331	976.316	976.302	976.289	976.277	976.266	976.257	976.251	976.248	976.248	976.251	976.255	976.257	976.256	976.252	976.246	976.238	976.231	976.226	976.226	976.235	976.249	976.26	976.265	976.264	976.259	976.253	976.245	976.24	976.24	976.248	976.271	976.358	976.113	976.105
3.16789	1000	976.676	976.661	976.647	976.634	976.622	976.611	976.602	976.596	976.593	976.593	976.596	976.6	976.602	976.601	976.597	976.591	976.583	976.576	976.571	976.571	976.58	976.594	976.605	976.61	976.609	976.604	976.598	976.59	976.585	976.585	976.593	976.616	976.703	976.458	976.45
3.79947	1000	977.021	977.006	976.992	976.979	976.967	976.956	976.948	976.941	976.938	976.939	976.942	976.945	976.947	976.946	976.942	976.936	976.928	976.921	976.916	976.916	976.925	976.939	976.95	976.956	976.955	976.95	976.943	976.936	976.93	976.93	976.938	976.961	977.048	976.803	976.796
4.43105	1000	977.366	977.351	977.337	977.324	977.312	977.302	977.293	977.287	977.284	977.284	977.287	977.291	977.292	977.291	977.288	977.281	977.274	977.266	977.261	977.261	977.27	977.284	977.296	977.301	977.3	977.295	977.288	977.281	977.276	977.276	977.284	977.306	977.394	977.148	977.141
5.06263	1000	977.712	977.697	977.683	977.67	977.658	977.647	977.638	977.632	977.629	977.63	977.633	977.636	977.638	977.637	977.633	977.627	977.619	977.612	977.607	977.607	977.616	977.63	977.641	977.646	977.645	977.641	977.634	977.626	977.621	977.621	977.629	977.652	977.739	977.493	977.486
5.69421	1000	978.058	978.043	978.029	978.016	978.004	977.993	977.984	977.978	977.975	977.975	977.978	977.982	977.984	977.983	977.979	977.973	977.965	977.958	977.952	977.952	977.961	977.976	977.987	977.992	977.991	977.986	977.979	977.972	977.967	977.967	977.975	977.998	978.085	977.839	977.832
6.32579	1000	978.403	978.389	978.375	978.361	978.349	978.339	978.33	978.324	978.321	978.321	978.324	978.328	978.329	978.328	978.325	978.318	978.311	978.303	978.298	978.298	978.307	978.321	978.333	978.338	978.337	978.332	978.325	978.318	978.313	978.313	978.321	978.343	978.431	978.185	978.178
6.95737	1000	978.749	978.735	978.72	978.707	978.695	978.685	978.676	978.67	978.667	978.667	978.67	978.674	978.675	978.674	978.671	978.664	978.657	978.649	978.644	978.644	978.653	978.667	978.679	978.684	978.683	978.678	978.671	978.664	978.659	978.659	978.666	978.689	978.777	978.531	978.524
