r(x_rel=0.5)	t=0	t=1000	t=2000	t=3000	t=4000	t=5000	t=6000	t=7000	t=8000	t=9000	t=10000	t=11000	t=12000	t=13000	t=14000	t=15000	t=16000	t=17000	t=18000	t=19000	t=20000	t=21000	t=22000	t=23000	t=24000	t=25000	t=26000	t=27000	t=28000	t=29000	t=30000	t=31000	t=32000	t=33000	t=34000	t=35000	t=36000	t=37000	t=38000	t=39000	t=40000	t=41000	t=42000	t=43000	t=44000	t=45000	t=46000	t=47000	t=48000	t=49000	t=50000	t=51000	t=52000	t=53000	t=54000	t=55000	t=56000	t=57000	t=58000	t=59000	t=60000	t=61000	t=62000	t=63000	t=64000	t=65000	t=66000	t=67000	t=68000	t=69000	t=70000	t=71000	t=72000	t=73000	t=74000	t=75000	t=76000	t=77000	t=78000	t=79000	t=80000	t=81000	t=82000	t=83000	t=84000	t=85000	t=86000	t=87000	t=88000	t=89000	t=90000	t=91000	t=92000	t=93000	t=94000	t=95000	t=96000	t=97000	t=98000	t=99000	t=100000	t=101000	t=102000	t=103000	t=104000	t=105000	t=106000	t=107000	t=108000	t=109000	t=110000	t=111000	t=112000	t=113000	t=114000	t=115000	t=116000	t=117000	t=118000	t=119000	t=120000	t=121000	t=122000	t=123000	t=124000	t=125000	t=126000	t=127000	t=128000	t=129000	t=130000	t=131000	t=132000	t=133000	t=134000	t=135000	t=136000	t=137000	t=138000	t=139000	t=140000	t=141000	t=142000	t=143000	t=144000	t=145000	t=146000	t=147000	t=148000	t=149000	t=150000	t=151000	t=152000	t=153000	t=154000	t=155000	t=156000	t=157000	t=158000	t=159000	t=160000	t=161000	t=162000	t=163000	t=164000	t=165000	t=166000	t=167000	t=168000	t=169000	t=170000	t=171000	t=172000	t=173000	t=174000	t=175000	t=176000	t=177000	t=178000	t=179000	t=180000	t=181000	t=182000	t=183000	t=184000	t=185000	t=186000	t=187000	t=188000	t=189000	t=190000	t=191000	t=192000	t=193000	t=194000	t=195000	t=196000	t=197000	t=198000	t=199000	t=200000	t=201000	t=202000	t=203000	t=204000	t=205000	t=206000	t=207000	t=208000	t=209000	t=210000	t=211000	t=212000	t=213000	t=214000	t=215000	t=216000	t=217000	t=218000	t=219000	t=220000	t=221000	t=222000	t=223000	t=224000	t=225000	t=226000	t=227000	t=228000	t=229000	t=230000	t=231000	t=232000	t=233000	t=234000	t=235000	t=236000	t=237000	t=238000	t=239000	t=240000	t=241000	t=242000	t=243000	t=244000	t=245000	t=246000	t=247000	t=248000	t=249000	t=250000	t=251000	t=252000	t=253000	t=254000	t=255000	t=256000	t=257000	t=258000	t=259000	t=260000	t=261000	t=262000	t=263000	t=264000	t=265000	t=266000	t=267000	t=268000	t=269000	t=270000	t=271000	t=272000	t=273000	t=274000	t=275000	t=276000	t=277000	t=278000	t=279000	t=280000	t=281000	t=282000	t=283000	t=284000	t=285000	t=286000	t=287000	t=288000	t=289000	t=290000	t=291000	t=292000	t=293000	t=294000	t=295000	t=296000	t=297000	t=298000	t=299000	t=300000	t=301000	t=302000	t=303000	t=304000	t=305000	t=306000	t=307000	t=308000	t=309000	t=310000	t=311000	t=312000	t=313000	t=314000	t=315000	t=316000	t=317000	t=318000	t=319000	t=320000	t=321000	t=322000	t=323000	t=324000	t=325000	t=326000	t=327000	t=328000	t=329000	t=330000	t=331000	t=332000	t=333000	t=334000	t=335000	t=336000	t=337000	t=338000	t=339000	t=340000	t=341000	t=342000	t=343000	t=344000	t=345000	t=346000	t=347000	t=348000	t=349000	t=350000	t=351000	t=352000	t=353000	t=354000	t=355000	t=356000	t=357000	t=358000	t=359000	t=360000	t=361000	t=362000	t=363000	t=364000	t=365000	t=366000	t=367000	t=368000	t=369000	t=370000	t=371000	t=372000	t=373000	t=374000	t=375000	t=376000	t=377000	t=378000	t=379000	t=380000	t=381000	t=382000	t=383000	t=384000	t=385000	t=386000	t=387000	t=388000	t=389000	t=390000	t=391000	t=392000	t=393000	t=394000	t=395000	t=396000	t=397000	t=398000	t=399000	t=400000	t=401000	t=402000	t=403000	t=404000	t=405000	t=406000	t=407000	t=408000	t=409000	t=410000	t=411000	t=412000	t=413000	t=414000	t=415000	t=416000	t=417000	t=418000	t=419000	t=420000	t=421000	t=422000	t=423000	t=424000	t=425000	t=426000	t=427000	t=428000	t=429000	t=430000	t=431000	t=432000	t=433000	t=434000	t=435000	t=436000	t=437000	t=438000	t=439000	t=440000	t=441000	t=442000	t=443000	t=444000	t=445000	t=446000	t=447000	t=448000	t=449000	t=450000	t=451000	t=452000	t=453000	t=454000	t=455000	t=456000	t=457000	t=458000	t=459000	t=460000	t=461000	t=462000	t=463000	t=464000	t=465000	t=466000	t=467000	t=468000	t=469000	t=470000	t=471000	t=472000	t=473000	t=474000	t=475000	t=476000	t=477000	t=478000	t=479000	t=480000	t=481000	t=482000	t=483000	t=484000	t=485000	t=486000	t=487000	t=488000	t=489000	t=490000	t=491000	t=492000	t=493000	t=494000	t=495000	t=496000	t=497000	t=498000	t=499000	t=500000	t=501000	t=502000	t=503000	t=504000	t=505000	t=506000	t=507000	t=508000	t=509000	t=510000	t=511000	t=512000	t=513000	t=514000	t=515000	t=516000	t=517000	t=518000	t=519000	t=520000	t=521000	t=522000	t=523000	t=524000	t=525000	t=526000	t=527000	t=528000	t=529000	t=530000	t=531000	t=532000	t=533000	t=534000	t=535000	t=536000	t=537000	t=538000	t=539000	t=540000	t=541000	t=542000	t=543000	t=544000	t=545000	t=546000	t=547000	t=548000	t=549000	t=550000	t=551000	t=552000	t=553000	t=554000	t=555000	t=556000	t=557000	t=558000	t=559000	t=560000	t=561000	t=562000	t=563000	t=564000	t=565000	t=566000	t=567000	t=568000	t=569000	t=570000	t=571000	t=572000	t=573000	t=574000	t=575000	t=576000	t=577000	t=578000	t=579000	t=580000	t=581000	t=582000	t=583000	t=584000	t=585000	t=586000	t=587000	t=588000	t=589000	t=590000	t=591000	t=592000	t=593000	t=594000	t=595000	t=596000	t=597000	t=598000	t=599000	t=600000	t=601000	t=602000	t=603000	t=604000	t=605000	t=606000	t=607000	t=608000	t=609000	t=610000	t=611000	t=612000	t=613000	t=614000	t=615000	t=616000	t=617000	t=618000	t=619000	t=620000	t=621000	t=622000	t=623000	t=624000	t=625000	t=626000	t=627000	t=628000	t=629000	t=630000	t=631000	t=632000	t=633000	t=634000	t=635000	t=636000	t=637000	t=638000	t=639000	t=640000	t=641000	t=642000	t=643000	t=644000	t=645000	t=646000	t=647000	t=648000	t=649000	t=650000	t=651000	t=652000	t=653000	t=654000	t=655000	t=656000	t=657000	t=658000	t=659000	t=660000	t=661000	t=662000	t=663000	t=664000	t=665000	t=666000	t=667000	t=668000	t=669000	t=670000	t=671000	t=672000	t=673000	t=674000	t=675000	t=676000	t=677000	t=678000	t=679000	t=680000	t=681000	t=682000	t=683000	t=684000	t=685000	t=686000	t=687000	t=688000	t=689000	t=690000	t=691000	t=692000	t=693000	t=694000	t=695000	t=696000	t=697000	t=698000	t=699000	t=700000	t=701000	t=702000	t=703000	t=704000	t=705000	t=706000	t=707000	t=708000	t=709000	t=710000	t=711000	t=712000	t=713000	t=714000	t=715000	t=716000	t=717000	t=718000	t=719000	t=720000	t=721000	t=722000	t=723000	t=724000	t=725000	t=726000	t=727000	t=728000	t=729000	t=730000	t=731000	t=732000	t=733000	t=734000	t=735000	t=736000	t=737000	t=738000	t=739000	t=740000	t=741000	t=742000	t=743000	t=744000	t=745000	t=746000	t=747000	t=748000	t=749000	t=750000	t=751000	t=752000	t=753000	t=754000	t=755000	t=756000	t=757000	t=758000	t=759000	t=760000	t=761000	t=762000	t=763000	t=764000	t=765000	t=766000	t=767000	t=768000	t=769000	t=770000	t=771000	t=772000	t=773000	t=774000	t=775000	t=776000	t=777000	t=778000	t=779000	t=780000	t=781000	t=782000	t=783000	t=784000	t=785000	t=786000	t=787000	t=788000	t=789000	t=790000	t=791000	t=792000	t=793000	t=794000	t=795000	t=796000	t=797000	t=798000	t=799000	t=800000	t=801000	t=802000	t=803000	t=804000	t=805000	t=806000	t=807000	t=808000	t=809000	t=810000	t=811000	t=812000	t=813000	t=814000	t=815000	t=816000	t=817000	t=818000	t=819000	t=820000	t=821000	t=822000	t=823000	t=824000	t=825000	t=825132
0	47023.3	47023.3	47023.3	47023.3	47023.3	47023.3	47023	47022.1	47020.4	47017.5	47013.4	47007.9	47000.8	46992.3	46982.5	46971.2	46958.5	46944.7	46929.7	46913.7	46896.6	46878.6	46859.8	46840.2	46819.8	46798.8	46777.1	46754.9	46732	46708.7	46684.8	46660.4	46635.6	46610.4	46584.7	46558.6	46532.1	46505.2	46477.9	46450.2	46422.2	46393.8	46365	46335.8	46306.2	46276.2	46245.9	46215.1	46184	46152.4	46120.5	46088.1	46055.3	46022	45988.3	45954.2	45919.6	45884.5	45848.9	45812.8	45776.2	45739.1	45701.5	45663.4	45624.7	45585.4	45545.6	45505.3	45464.3	45422.8	45380.7	45338	45294.7	45250.9	45206.5	45161.5	45115.9	45069.7	45023.1	44975.8	44928	44879.8	44831.1	44781.8	44732.3	44682.3	44631.8	44581.1	44530.2	44478.9	44427.3	44375.7	44324	44271.9	44220	44168.2	44116.1	44064.1	44012.5	43960.9	43909.2	43857.9	43807.2	43756.2	43705.3	43655.4	43605.5	43555.4	43506	43457.5	43408.4	43359.5	43312.1	43264.6	43216.4	43169.3	43123.5	43076.6	43029.6	42984.7	42939.8	42893.3	42848.2	42805.1	42760.3	42714.6	42671.9	42629.6	42584.5	42540.5	42500.1	42457.2	42412.3	42370.9	42331.4	42287.4	42243.8	42205.2	42164.9	42120.2	42079	42042.3	41999.9	41955.8	41917.9	41880.9	41836.5	41794.3	41759.7	41720	41675	41636.2	41602.8	41559.7	41515.9	41481.1	41446.1	41400.5	41359.5	41328.2	41288.9	41243	41205.9	41175.8	41131.8	41087.6	41055	41022.4	40975.4	40934.6	40906	40867.9	40820.5	40784.1	40757.1	40712.9	40667.6	40636	40606.7	40558.5	40516.9	40489.7	40454.4	40405.3	40368.4	40343.9	40301.2	40254	40222	40196.4	40148.1	40104.7	40077.3	40046.7	39996.2	39957.4	39933.7	39895.2	39845.8	39811.9	39789.3	39743.4	39697.2	39667.9	39642.6	39592.2	39550.4	39525.3	39493.3	39441.8	39404.6	39382.5	39342.1	39292.6	39260	39238.1	39190.7	39145	39116.7	39091.3	39040.3	38999	38974.5	38942.4	38891.1	38854.4	38832.6	38792.5	38743.5	38711.1	38689.4	38642.8	38597.2	38568.8	38543.8	38493.8	38452.4	38427.4	38396.4	38346	38308.7	38286.3	38248	38199.4	38166.1	38144	38099.6	38054	38024.4	37999.8	37951.8	37909.8	37883.4	37853.9	37804.9	37766.6	37742.8	37706.9	37658.9	37624.3	37601.3	37559.6	37514	37482.7	37458.2	37412.7	37370	37341.8	37313.5	37266.2	37226.8	37201.2	37167.6	37120.5	37084.4	37060.2	37021.1	36975.6	36942.6	36917.8	36874.5	36831.3	36801.4	36773.7	36728.1	36687.8	36660.5	36628.3	36582.1	36544.8	36519.3	36481.9	36436.6	36402.3	36376.8	36335.1	36291.6	36260.3	36232.7	36188.1	36147.1	36118.6	36087	36041.3	36003.1	35976.7	35940.1	35894.7	35859.6	35833.6	35792.4	35748.6	35716.6	35688.8	35644.3	35602.9	35573.9	35542.1	35496.2	35457.7	35431	35394	35348.3	35313	35286.9	35244.9	35200.8	35168.9	35140.8	35095.4	35053.9	35025.3	34992.7	34945.7	34907.5	34881.4	34842.8	34796.4	34761.9	34736.1	34692	34647.7	34617.1	34588.3	34540.7	34499.8	34472.9	34438.1	34389.6	34352.8	34328.2	34286.2	34239.2	34206.8	34181.3	34133.5	34089.8	34061.9	34031.3	33980.8	33941.7	33917.6	33878.8	33828.9	33794.8	33772.1	33724.8	33678.2	33649.4	33623.1	33570.6	33529.1	33505.3	33470.5	33417.3	33381.8	33361.3	33315.5	33265.6	33236.1	33214.3	33159.9	33115.8	33092.1	33062.3	33005.3	32968.2	32949.3	32906.6	32852.6	32822.6	32805.1	32749.7	32702.4	32678.9	32655.1	32593.7	32554.7	32536.8	32499.3	32440.2	32409.3	32395.2	32341	32289.5	32266.1	32248.9	32183.6	32141.8	32124.5	32094.4	32028.9	31996.7	31984.3	31935	31877.7	31853.9	31842.7	31775.7	31729.8	31712.8	31692	31619.5	31585	31573.1	31532.5	31467.3	31442.5	31434.2	31371.1	31319.1	31301.8	31290.6	31212.7	31174.2	31162.4	31134.2	31059	31031.8	31024	30971.1	30909.9	30891.3	30885.7	30809.7	30764.5	30752.2	30738.2	30653.5	30622	30614	30576.5	30502.7	30481.5	30476.4	30411.9	30356.3	30342.4	30337.8	30251.9	30213.2	30204.2	30185.8	30098.3	30072.4	30066.7	30020.6	29950	29933.1	29929.5	29856.1	29805.7	29794.8	29790.3	29698.1	29664.1	29657.2	29634.5	29546.6	29524.4	29520	29467.7	29400.1	29385.8	29383	29304.1	29257.2	29248	29243.1	29147.7	29116.5	29110.6	29085.3	28997.7	28977.4	28973.6	28918.2	28852.4	28839.1	28836.7	28755.6	28710.1	28701.5	28696.5	28600.3	28569.9	28564.3	28538.3	28451.1	28431	28427.3	28371.9	28306.2	28293	28290.5	28210	28164.2	28155.4	28150.5	28055.1	28024.1	28018.2	27993.4	27906.1	27885.2	27881.2	27828	27761.2	27747.1	27744.4	27666.6	27619.1	27609.5	27604.9	27511.8	27478.9	27472.3	27449.7	27362.5	27339.8	27335.2	27285.8	27217.2	27201.6	27198.4	27124.6	27074.7	27063.9	27059.4	26969.4	26934.1	26926.5	26906.5	26819.5	26794.7	26789.4	26743.9	26673.6	26656.2	26652.4	26583	26530.6	26518.3	26513.9	26427.2	26389.5	26380.8	26362.9	26276.6	26249.7	26243.5	26201.6	26129.9	26110.9	26106.5	26040.6	25986.2	25972.7	25968.3	25884.2	25844.6	25835	25818.5	25732.8	25704.4	25697.6	25657.8	25585.4	25565.3	25560.5	25496.5	25441.1	25426.9	25422.3	25339.4	25299	25289	25272.9	25187.3	25158.5	25151.5	25112	25039.4	25019.1	25014.3	24950	24894.7	24880.6	24876	24792.3	24752.4	24742.7	24726	24639.8	24611.7	24605.1	24563.8	24491.6	24472.4	24467.9	24400.9	24346.9	24333.9	24329.4	24242.8	24204.7	24196	24177.5	24090.2	24064.3	24058.6	24013.2	23942.4	23925.1	23921.4	23849.3	23798.2	23786.9	23782.3	23691.2	23656.4	23649.2	23627.2	23539.3	23516.5	23511.9	23460.4	23392.3	23377.7	23374.9	23295.9	23249	23239.8	23234.8	23138.5	23108	23102.4	23075.5	22987.9	22968.7	22965.3	22906.1	22842.2	22830.4	22828.4	22741.8	22700	22692.9	22686.7	22585.9	22559.9	22555.7	22522.7	22437	22421.2	22418.8	22351.7	22292.8	22283.4	22282	22188.5	22151.6	22146.2	22138.3	22034.5	22012.3	22009.2	21970.2	21887.2	21874.2	21872.4	21798.8	21744.3	21736.8	21735.7	21637.2	21604.1	21599.7	21590.1	21484.9	21465.4	21462.8	21419.7	21339.1	21327.6	21326.1	21248.9	21197.1	21190.3	21189.4	21088.8	21057.4	21053.4	21043.1	20937.8	20919	20916.6	20872.7	20792.7	20781.4	20779.9	20703.2	20651.1	20644.2	20643.3	20544.1	20511.5	20507.3	20497.9	20393.5	20373.2	20370.5	20330.4	20248.5	20235.6	20233.8	20162.8	20106.8	20098.4	20097.2	20004.2	19967.1	19961.4	19954.5	19853.4	19828.6	19824.6	19792.9	19707.8	19690.8	19687.9	19628.5	19565.4	19553.4	19551.2	19470.5	19425.2	19416.3	19411.7	19319.1	19286.2	19279.4	19258.7	19172.6	19148	19142.6	19099.9	19029.4	19010.4	19006	18944	18888.3	18873.2	18868.5	18792.8	18748.7	18736.2	18724.3	18645.8	18610.1	18599.4	18573.9	18501.9	18472.3	18462.8	18422.9	18360.2	18335	18326.2	18274.1	18220.2	18198.1	18187.9	18128.2	18081.5	18061.6	18046	17984.8	17943.8	17925.4	17902.2	17843.5	17806.8	17789.6	17758.5	17703.9	17670.5	17653.8	17616.1	17565.7	17534.8	17517.3	17475.2	17428.7	17399.7	17380	17335.8	17292.6	17265	17242.2	17197.8	17157.4	17130.8	17104.8	17061.2	17023	17018.9
0.18	47023.3	47023.3	47023.3	47023.3	47023.3	47023.2	47022.9	47021.9	47020	47016.9	47012.5	47006.7	46999.5	46990.7	46980.6	46969	46956.2	46942.1	46926.9	46910.7	46893.4	46875.3	46856.3	46836.5	46816	46794.8	46772.9	46750.5	46727.5	46704	46680	46655.5	46630.6	46605.2	46579.4	46553.2	46526.6	46499.6	46472.2	46444.4	46416.2	46387.6	46358.7	46329.4	46299.7	46269.6	46239.2	46208.3	46177	46145.4	46113.3	46080.8	46047.8	46014.5	45980.6	45946.4	45911.7	45876.4	45840.7	45804.6	45767.9	45730.7	45693	45654.7	45615.9	45576.6	45536.7	45496.2	45455.2	45413.6	45371.5	45328.7	45285.4	45241.5	45197.1	45152	45106.4	45060.3	45013.6	44966.4	44918.7	44870.5	44821.8	44772.7	44723.2	44673.3	44622.9	44572.4	44521.6	44470.4	44419	44367.6	44315.9	44264.1	44212.3	44160.6	44108.8	44057	44005.6	43954.1	43902.6	43851.6	43801	43750.1	43699.5	43649.8	43600	43550	43501	43452.5	43403.6	43354.9	43307.6	43260.2	43212.1	43165.3	43119.6	43072.7	43025.9	42981.2	42936.2	42889.8	42845	42802	42757	42711.6	42669.1	42626.7	42581.6	42537.9	42497.5	42454.5	42409.7	42368.6	42329	42284.9	42241.5	42203.2	42162.6	42117.9	42077.1	42040.4	41997.7	41953.8	41916.3	41878.9	41834.4	41792.7	41758.2	41718.1	41673.2	41634.8	41601.3	41557.9	41514.3	41479.9	41444.4	41398.8	41358.1	41327	41287.2	41241.4	41204.8	41174.5	41130.1	41086.3	41054.1	41020.9	40973.8	40933.5	40905.1	40866.3	40819.1	40783.2	40756.1	40711.4	40666.5	40635.2	40605.4	40557	40516	40489.1	40453	40404.1	40367.6	40343.1	40299.7	40252.9	40221.3	40195.4	40146.8	40103.8	40076.7	40045.4	39994.9	39956.6	39933.1	39893.9	39844.7	39811.2	39788.5	39742	39696.2	39667.4	39641.5	39590.9	39549.6	39524.9	39492	39440.6	39403.9	39381.9	39340.7	39291.5	39259.4	39237.3	39189.4	39144.1	39116.2	39090.2	39039	38998.2	38974.1	38941.1	38890	38853.7	38832.1	38791.2	38742.4	38710.5	38688.6	38641.5	38596.3	38568.3	38542.7	38492.6	38451.6	38427	38395.1	38344.8	38308	38285.7	38246.7	38198.3	38165.5	38143.3	38098.3	38053	38023.8	37998.8	37950.5	37908.9	37882.9	37852.6	37803.7	37765.8	37742.2	37705.6	37657.8	37623.5	37600.6	37558.3	37512.9	37482	37457.2	37411.3	37369	37341.2	37312.3	37264.9	37225.9	37200.6	37166.2	37119.3	37083.6	37059.4	37019.7	36974.4	36941.9	36916.8	36873.1	36830.2	36800.7	36772.6	36726.7	36686.8	36659.8	36627	36580.8	36543.8	36518.5	36480.5	36435.3	36401.5	36375.9	36333.6	36290.4	36259.5	36231.5	36186.7	36146	36117.9	36085.7	36039.9	36002.1	35975.9	35938.6	35893.4	35858.7	35832.6	35790.9	35747.4	35715.8	35687.6	35642.8	35601.8	35573.1	35540.8	35494.8	35456.7	35430.2	35392.6	35347	35312.2	35285.9	35243.4	35199.6	35168.2	35139.6	35093.9	35052.8	35024.6	34991.3	34944.4	34906.6	34880.6	34841.4	34795.2	34761.1	34735	34690.5	34646.6	34616.4	34587	34539.3	34498.8	34472.2	34436.7	34388.4	34351.9	34327.3	34284.8	34238.1	34206.1	34180.2	34132.1	34088.9	34061.3	34030	33979.5	33940.9	33917	33877.4	33827.8	33794.2	33771.3	33723.4	33677.3	33648.9	33622	33569.3	33528.4	33504.8	33469.2	33416.2	33381.1	33360.7	33314.1	33264.7	33235.6	33213.4	33158.6	33115.1	33091.7	33061.1	33004.2	32967.6	32949	32905.3	32851.8	32822.2	32804.4	32748.5	32701.7	32678.6	32654	32592.7	32554.2	32536.5	32498.1	32439.4	32409	32394.9	32339.8	32288.9	32265.8	32248.1	32182.6	32141.4	32124.3	32093.2	32028.1	31996.4	31984.1	31933.8	31877.1	31853.7	31842.2	31774.6	31729.4	31712.7	31691	31618.7	31584.7	31573	31531.3	31466.7	31442.3	31434.1	31370	31318.7	31301.6	31289.9	31211.9	31173.9	31162.3	31133	31058.4	31031.6	31024	30969.9	30909.5	30891.2	30885.5	30808.8	30764.3	30752.1	30737.3	30652.8	30621.8	30613.9	30575.3	30502.2	30481.4	30476.3	30410.8	30356	30342.3	30337.6	30251.2	30213	30204.2	30184.8	30097.8	30072.3	30066.6	30019.5	29949.7	29933	29929.5	29855.2	29805.5	29794.8	29789.9	29697.4	29664	29657.2	29633.5	29546.2	29524.3	29519.9	29466.6	29399.9	29385.7	29383	29303.3	29257	29247.9	29242.7	29147.1	29116.4	29110.6	29084.2	28997.4	28977.3	28973.5	28917.2	28852.1	28839.1	28836.7	28754.8	28710	28701.5	28696.1	28599.7	28569.8	28564.3	28537.3	28450.7	28431	28427.3	28370.8	28306	28292.9	28290.5	28209.2	28164	28155.4	28150.1	28054.6	28024	28018.2	27992.3	27905.7	27885.1	27881.2	27827	27761	27747.1	27744.4	27665.8	27619	27609.5	27604.5	27511.1	27478.7	27472.2	27448.7	27362	27339.7	27335.2	27284.6	27216.9	27201.5	27198.3	27123.7	27074.5	27063.8	27059.1	26968.7	26933.9	26926.5	26905.5	26819.1	26794.6	26789.3	26742.8	26673.3	26656.1	26652.4	26582	26530.3	26518.2	26513.6	26426.5	26389.3	26380.7	26362	26276.1	26249.6	26243.5	26200.4	26129.6	26110.8	26106.5	26039.6	25985.9	25972.7	25968	25883.4	25844.4	25835	25817.6	25732.2	25704.3	25697.6	25656.6	25585	25565.2	25560.4	25495.5	25440.8	25426.8	25422.1	25338.6	25298.8	25289	25272	25186.7	25158.3	25151.5	25110.8	25038.9	25019	25014.3	24949	24894.4	24880.5	24875.8	24791.5	24752.2	24742.6	24725	24639.2	24611.6	24605.1	24562.7	24491.3	24472.3	24467.9	24399.9	24346.7	24333.8	24329.1	24242	24204.5	24196	24176.5	24089.7	24064.2	24058.5	24012	23942.1	23925.1	23921.4	23848.3	23797.9	23786.8	23782	23690.5	23656.3	23649.1	23626.2	23538.9	23516.4	23511.9	23459.2	23392.1	23377.7	23374.9	23295	23248.8	23239.7	23234.4	23138	23107.9	23102.3	23074.4	22987.5	22968.6	22965.3	22905	22842	22830.4	22828.4	22741.1	22699.8	22692.8	22686.2	22585.5	22559.8	22555.7	22521.6	22436.7	22421.2	22418.8	22350.7	22292.6	22283.4	22282	22187.9	22151.5	22146.1	22137.6	22034.1	22012.3	22009.2	21969.1	21887	21874.2	21872.4	21797.9	21744.2	21736.7	21735.7	21636.6	21604	21599.7	21589.4	21484.6	21465.3	21462.8	21418.5	21338.9	21327.6	21326.1	21248	21196.9	21190.3	21189.4	21088.2	21057.3	21053.4	21042.3	20937.4	20918.9	20916.6	20871.6	20792.5	20781.3	20779.9	20702.3	20650.9	20644.2	20643.3	20543.5	20511.5	20507.3	20497.2	20393.2	20373.2	20370.5	20329.3	20248.3	20235.6	20233.8	20161.9	20106.6	20098.4	20097.2	20003.5	19967	19961.4	19953.9	19852.9	19828.5	19824.6	19791.8	19707.4	19690.7	19687.9	19627.5	19565.2	19553.4	19551.2	19469.7	19425	19416.3	19411.3	19318.5	19286	19279.4	19257.7	19172.2	19147.9	19142.6	19098.8	19029	19010.3	19005.9	18943	18888	18873.1	18868.3	18792	18748.5	18736.1	18723.6	18645.1	18609.9	18599.3	18572.8	18501.2	18472.1	18462.7	18421.7	18359.6	18334.8	18326.1	18273	18219.7	18197.9	18187.5	18127.1	18081	18061.4	18045.2	17983.8	17943.3	17925.2	17901.2	17842.6	17806.4	17789.3	17757.4	17703	17670.1	17653.5	17614.9	17564.8	17534.4	17516.8	17474	17427.8	17399.2	17379.2	17334.6	17291.7	17264.5	17241.3	17196.6	17156.5	17130.2	17103.7	17059.9	17022.1	17018.1
