r(x_rel=1)	t=0	t=1000	t=2000	t=3000	t=4000	t=5000	t=6000	t=7000	t=8000	t=9000	t=10000	t=11000	t=12000	t=13000	t=14000	t=15000	t=16000	t=17000	t=18000	t=19000	t=20000	t=21000	t=22000	t=23000	t=24000	t=25000	t=26000	t=27000	t=28000	t=29000	t=30000	t=31000	t=32000	t=33000	t=34000	t=35000	t=36000	t=37000	t=38000	t=39000	t=40000	t=41000	t=42000	t=43000	t=44000	t=45000	t=46000	t=47000	t=48000	t=49000	t=50000	t=51000	t=52000	t=53000	t=54000	t=55000	t=56000	t=57000	t=58000	t=59000	t=60000	t=61000	t=62000	t=63000	t=64000	t=65000	t=66000	t=67000	t=68000	t=69000	t=70000	t=71000	t=72000	t=73000	t=74000	t=75000	t=76000	t=77000	t=78000	t=79000	t=80000	t=81000	t=82000	t=83000	t=84000	t=85000	t=86000	t=87000	t=88000	t=89000	t=90000	t=91000	t=92000	t=93000	t=94000	t=95000	t=96000	t=97000	t=98000	t=99000	t=100000	t=101000	t=102000	t=103000	t=104000	t=105000	t=106000	t=107000	t=108000	t=109000	t=110000	t=111000	t=112000	t=113000	t=114000	t=115000	t=116000	t=117000	t=118000	t=119000	t=120000	t=121000	t=122000	t=123000	t=124000	t=125000	t=126000	t=127000	t=128000	t=129000	t=130000	t=131000	t=132000	t=133000	t=134000	t=135000	t=136000	t=137000	t=138000	t=139000	t=140000	t=141000	t=142000	t=143000	t=144000	t=145000	t=146000	t=147000	t=148000	t=149000	t=150000	t=151000	t=152000	t=153000	t=154000	t=155000	t=156000	t=157000	t=158000	t=159000	t=160000	t=161000	t=162000	t=163000	t=164000	t=165000	t=166000	t=167000	t=168000	t=169000	t=170000	t=171000	t=172000	t=173000	t=174000	t=175000	t=176000	t=177000	t=178000	t=179000	t=180000	t=181000	t=182000	t=183000	t=184000	t=185000	t=186000	t=187000	t=188000	t=189000	t=190000	t=191000	t=192000	t=193000	t=194000	t=195000	t=196000	t=197000	t=198000	t=199000	t=200000	t=201000	t=202000	t=203000	t=204000	t=205000	t=206000	t=207000	t=208000	t=209000	t=210000	t=211000	t=212000	t=213000	t=214000	t=215000	t=216000	t=217000	t=218000	t=219000	t=220000	t=221000	t=222000	t=223000	t=224000	t=225000	t=226000	t=227000	t=228000	t=229000	t=230000	t=231000	t=232000	t=233000	t=234000	t=235000	t=236000	t=237000	t=238000	t=239000	t=240000	t=241000	t=242000	t=243000	t=244000	t=245000	t=246000	t=247000	t=248000	t=249000	t=250000	t=251000	t=252000	t=253000	t=254000	t=255000	t=256000	t=257000	t=258000	t=259000	t=260000	t=261000	t=262000	t=263000	t=264000	t=265000	t=266000	t=267000	t=268000	t=269000	t=270000	t=271000	t=272000	t=273000	t=274000	t=275000	t=276000	t=277000	t=278000	t=279000	t=280000	t=281000	t=282000	t=283000	t=284000	t=285000	t=286000	t=287000	t=288000	t=289000	t=290000	t=291000	t=292000	t=293000	t=294000	t=295000	t=296000	t=297000	t=298000	t=299000	t=300000	t=301000	t=302000	t=303000	t=304000	t=305000	t=306000	t=307000	t=308000	t=309000	t=310000	t=311000	t=312000	t=313000	t=314000	t=315000	t=316000	t=317000	t=318000	t=319000	t=320000	t=321000	t=322000	t=323000	t=324000	t=325000	t=326000	t=327000	t=328000	t=329000	t=330000	t=331000	t=332000	t=333000	t=334000	t=335000	t=336000	t=337000	t=338000	t=339000	t=340000	t=341000	t=342000	t=343000	t=344000	t=345000	t=346000	t=347000	t=348000	t=349000	t=350000	t=351000	t=352000	t=353000	t=354000	t=355000	t=356000	t=357000	t=358000	t=359000	t=360000	t=361000	t=362000	t=363000	t=364000	t=365000	t=366000	t=367000	t=368000	t=369000	t=370000	t=371000	t=372000	t=373000	t=374000	t=375000	t=376000	t=377000	t=378000	t=379000	t=380000	t=381000	t=382000	t=383000	t=384000	t=385000	t=386000	t=387000	t=388000	t=389000	t=390000	t=391000	t=392000	t=393000	t=394000	t=395000	t=396000	t=397000	t=398000	t=399000	t=400000	t=401000	t=402000	t=403000	t=404000	t=405000	t=406000	t=407000	t=408000	t=409000	t=410000	t=411000	t=412000	t=413000	t=414000	t=415000	t=416000	t=417000	t=418000	t=419000	t=420000	t=421000	t=422000	t=423000	t=424000	t=425000	t=426000	t=427000	t=428000	t=429000	t=430000	t=431000	t=432000	t=433000	t=434000	t=435000	t=436000	t=437000	t=438000	t=439000	t=440000	t=441000	t=442000	t=443000	t=444000	t=445000	t=446000	t=447000	t=448000	t=449000	t=450000	t=451000	t=452000	t=453000	t=454000	t=455000	t=456000	t=457000	t=458000	t=459000	t=460000	t=461000	t=462000	t=463000	t=464000	t=465000	t=466000	t=467000	t=468000	t=469000	t=470000	t=471000	t=472000	t=473000	t=474000	t=475000	t=476000	t=477000	t=478000	t=479000	t=480000	t=481000	t=482000	t=483000	t=484000	t=485000	t=486000	t=487000	t=488000	t=489000	t=490000	t=491000	t=492000	t=493000	t=494000	t=495000	t=496000	t=497000	t=498000	t=499000	t=500000	t=501000	t=502000	t=503000	t=504000	t=505000	t=506000	t=507000	t=508000	t=509000	t=510000	t=511000	t=512000	t=513000	t=514000	t=515000	t=516000	t=517000	t=518000	t=519000	t=520000	t=521000	t=522000	t=523000	t=524000	t=525000	t=526000	t=527000	t=528000	t=529000	t=530000	t=531000	t=532000	t=533000	t=534000	t=535000	t=536000	t=537000	t=538000	t=539000	t=540000	t=541000	t=542000	t=543000	t=544000	t=545000	t=546000	t=547000	t=548000	t=549000	t=550000	t=551000	t=552000	t=553000	t=554000	t=555000	t=556000	t=557000	t=558000	t=559000	t=560000	t=561000	t=562000	t=563000	t=564000	t=565000	t=566000	t=567000	t=568000	t=569000	t=570000	t=571000	t=572000	t=573000	t=574000	t=575000	t=576000	t=577000	t=578000	t=579000	t=580000	t=581000	t=582000	t=583000	t=584000	t=585000	t=586000	t=587000	t=588000	t=589000	t=590000	t=591000	t=592000	t=593000	t=594000	t=595000	t=596000	t=597000	t=598000	t=599000	t=600000	t=601000	t=602000	t=603000	t=604000	t=605000	t=606000	t=607000	t=608000	t=609000	t=610000	t=611000	t=612000	t=613000	t=614000	t=615000	t=616000	t=617000	t=618000	t=619000	t=620000	t=621000	t=622000	t=623000	t=624000	t=625000	t=626000	t=627000	t=628000	t=629000	t=630000	t=631000	t=632000	t=633000	t=634000	t=635000	t=636000	t=637000	t=638000	t=639000	t=640000	t=641000	t=642000	t=643000	t=644000	t=645000	t=646000	t=647000	t=648000	t=649000	t=650000	t=651000	t=652000	t=653000	t=654000	t=655000	t=656000	t=657000	t=658000	t=659000	t=660000	t=661000	t=662000	t=663000	t=664000	t=665000	t=666000	t=667000	t=668000	t=669000	t=670000	t=671000	t=672000	t=673000	t=674000	t=675000	t=676000	t=677000	t=678000	t=679000	t=680000	t=681000	t=682000	t=683000	t=684000	t=685000	t=686000	t=687000	t=688000	t=689000	t=690000	t=691000	t=692000	t=693000	t=694000	t=695000	t=696000	t=697000	t=698000	t=699000	t=700000	t=701000	t=702000	t=703000	t=704000	t=705000	t=706000	t=707000	t=708000	t=709000	t=710000	t=711000	t=712000	t=713000	t=714000	t=715000	t=716000	t=717000	t=718000	t=719000	t=720000	t=721000	t=722000	t=723000	t=724000	t=725000	t=726000	t=727000	t=728000	t=729000	t=730000	t=731000	t=732000	t=733000	t=734000	t=735000	t=736000	t=737000	t=738000	t=739000	t=740000	t=741000	t=742000	t=743000	t=744000	t=745000	t=746000	t=747000	t=748000	t=749000	t=750000	t=751000	t=752000	t=753000	t=754000	t=755000	t=756000	t=757000	t=758000	t=759000	t=760000	t=761000	t=762000	t=763000	t=764000	t=765000	t=766000	t=767000	t=768000	t=769000	t=770000	t=771000	t=772000	t=773000	t=774000	t=775000	t=776000	t=777000	t=778000	t=779000	t=780000	t=781000	t=782000	t=783000	t=784000	t=785000	t=786000	t=787000	t=788000	t=789000	t=790000	t=791000	t=792000	t=793000	t=794000	t=795000	t=796000	t=797000	t=798000	t=799000	t=800000	t=801000	t=802000	t=803000	t=804000	t=805000	t=806000	t=807000	t=808000	t=809000	t=810000	t=811000	t=812000	t=813000	t=814000	t=815000	t=816000	t=817000	t=818000	t=819000	t=820000	t=821000	t=822000	t=823000	t=824000	t=825000	t=825132
0	47023.3	47023.3	47023.3	47023.3	47023.3	47023.3	47023	47022.1	47020.4	47017.5	47013.4	47007.8	47000.8	46992.3	46982.4	46971.1	46958.5	46944.7	46929.7	46913.6	46896.6	46878.6	46859.8	46840.1	46819.8	46798.7	46777.1	46754.8	46731.9	46708.6	46684.7	46660.3	46635.5	46610.3	46584.6	46558.5	46532	46505.1	46477.8	46450.1	46422.1	46393.6	46364.8	46335.6	46306	46276.1	46245.7	46215	46183.8	46152.3	46120.3	46087.9	46055.1	46021.8	45988.1	45954	45919.3	45884.2	45848.7	45812.6	45776	45738.9	45701.3	45663.1	45624.4	45585.2	45545.3	45505	45464	45422.5	45380.4	45337.7	45294.4	45250.5	45206.1	45161.1	45115.5	45069.3	45022.7	44975.4	44927.6	44879.4	44830.7	44781.4	44731.8	44681.8	44631.4	44580.7	44529.7	44478.4	44426.9	44375.3	44323.5	44271.4	44219.5	44167.7	44115.6	44063.6	44012	43960.4	43908.7	43857.4	43806.7	43755.7	43704.8	43654.9	43605	43554.9	43505.5	43457	43408	43359.1	43311.6	43264.1	43215.9	43168.9	43123	43076.2	43029.1	42984.3	42939.4	42892.9	42847.7	42804.7	42759.9	42714.2	42671.5	42629.2	42584.1	42540.1	42499.7	42456.8	42411.9	42370.5	42331	42287.1	42243.4	42204.9	42164.5	42119.8	42078.6	42042	41999.5	41955.4	41917.6	41880.5	41836.1	41794	41759.4	41719.7	41674.6	41635.9	41602.5	41559.4	41515.5	41480.8	41445.8	41400.2	41359.2	41327.9	41288.6	41242.6	41205.6	41175.5	41131.4	41087.3	41054.7	41022.1	40975.1	40934.3	40905.8	40867.6	40820.2	40783.9	40756.9	40712.6	40667.3	40635.7	40606.4	40558.1	40516.7	40489.5	40454.1	40405	40368.2	40343.7	40300.9	40253.8	40221.7	40196.2	40147.8	40104.5	40077.1	40046.4	39995.9	39957.2	39933.5	39895	39845.5	39811.7	39789.1	39743.1	39696.9	39667.7	39642.3	39591.9	39550.1	39525.1	39493.1	39441.5	39404.4	39382.3	39341.8	39292.3	39259.8	39237.9	39190.5	39144.7	39116.5	39091.1	39040	38998.7	38974.3	38942.1	38890.8	38854.2	38832.4	38792.3	38743.2	38710.9	38689.2	38642.5	38597	38568.6	38543.6	38493.6	38452.2	38427.2	38396.1	38345.7	38308.5	38286.1	38247.8	38199.1	38165.9	38143.9	38099.4	38053.8	38024.2	37999.6	37951.6	37909.6	37883.2	37853.6	37804.6	37766.4	37742.6	37706.7	37658.7	37624.1	37601.1	37559.4	37513.7	37482.5	37458	37412.4	37369.7	37341.6	37313.3	37266	37226.6	37201	37167.3	37120.3	37084.2	37060	37020.8	36975.3	36942.4	36917.6	36874.2	36831.1	36801.2	36773.5	36727.9	36687.5	36660.3	36628.1	36581.8	36544.5	36519.1	36481.7	36436.3	36402.1	36376.6	36334.8	36291.3	36260.1	36232.5	36187.9	36146.8	36118.4	36086.8	36041	36002.9	35976.5	35939.8	35894.5	35859.4	35833.4	35792.1	35748.3	35716.4	35688.6	35644.1	35602.6	35573.7	35541.9	35495.9	35457.5	35430.8	35393.8	35348	35312.8	35286.7	35244.7	35200.6	35168.7	35140.6	35095.1	35053.6	35025.1	34992.4	34945.5	34907.3	34881.2	34842.6	34796.2	34761.7	34735.8	34691.7	34647.4	34616.9	34588.1	34540.4	34499.5	34472.7	34437.9	34389.4	34352.5	34327.9	34286	34239	34206.6	34181	34133.2	34089.6	34061.7	34031.1	33980.5	33941.4	33917.4	33878.5	33828.6	33794.6	33771.9	33724.5	33678	33649.2	33622.9	33570.3	33528.9	33505.1	33470.2	33417	33381.5	33361.1	33315.2	33265.3	33235.9	33214.1	33159.6	33115.6	33091.9	33062.1	33005	32968	32949.2	32906.4	32852.4	32822.4	32804.9	32749.4	32702.2	32678.7	32654.9	32593.5	32554.5	32536.6	32499.1	32439.9	32409.2	32395.1	32340.8	32289.3	32265.9	32248.8	32183.3	32141.6	32124.4	32094.1	32028.6	31996.6	31984.1	31934.7	31877.4	31853.7	31842.6	31775.4	31729.7	31712.7	31691.8	31619.2	31584.8	31573	31532.3	31467.1	31442.3	31434.1	31370.8	31318.9	31301.7	31290.5	31212.4	31174	31162.3	31134	31058.8	31031.7	31023.9	30970.8	30909.7	30891.2	30885.6	30809.4	30764.4	30752.1	30738	30653.2	30621.9	30613.9	30576.3	30502.5	30481.4	30476.3	30411.6	30356.1	30342.3	30337.8	30251.7	30213.1	30204.2	30185.6	30098.1	30072.3	30066.6	30020.4	29949.8	29933	29929.5	29855.9	29805.5	29794.7	29790.2	29697.9	29664	29657.1	29634.3	29546.4	29524.3	29519.9	29467.5	29400	29385.7	29383	29303.9	29257.1	29247.9	29243	29147.5	29116.4	29110.6	29085.1	28997.6	28977.3	28973.5	28918	28852.2	28839.1	28836.7	28755.3	28710	28701.5	28696.4	28600.1	28569.8	28564.3	28538.2	28450.9	28431	28427.3	28371.7	28306.1	28292.9	28290.5	28209.7	28164.1	28155.4	28150.4	28054.9	28024	28018.2	27993.2	27905.9	27885.1	27881.2	27827.8	27761.1	27747	27744.3	27666.4	27619	27609.5	27604.8	27511.5	27478.8	27472.2	27449.5	27362.3	27339.7	27335.2	27285.5	27217	27201.5	27198.3	27124.4	27074.6	27063.8	27059.4	26969.2	26934	26926.4	26906.3	26819.3	26794.6	26789.3	26743.7	26673.5	26656.1	26652.4	26582.7	26530.4	26518.2	26513.9	26427	26389.3	26380.7	26362.7	26276.4	26249.6	26243.5	26201.3	26129.7	26110.8	26106.4	26040.3	25986	25972.6	25968.2	25883.9	25844.4	25834.9	25818.3	25732.5	25704.3	25697.6	25657.5	25585.2	25565.2	25560.4	25496.2	25440.9	25426.8	25422.2	25339.1	25298.8	25288.9	25272.7	25187	25158.3	25151.4	25111.7	25039.1	25019	25014.2	24949.7	24894.5	24880.5	24876	24792	24752.2	24742.6	24725.8	24639.5	24611.6	24605.1	24563.5	24491.4	24472.3	24467.9	24400.6	24346.8	24333.8	24329.3	24242.5	24204.6	24195.9	24177.3	24090	24064.2	24058.5	24012.9	23942.2	23925	23921.4	23849	23798	23786.8	23782.3	23690.9	23656.3	23649.1	23627	23539.1	23516.4	23511.8	23460	23392.1	23377.6	23374.8	23295.6	23248.8	23239.7	23234.7	23138.3	23107.9	23102.3	23075.2	22987.7	22968.6	22965.2	22905.8	22842.1	22830.4	22828.4	22741.5	22699.8	22692.8	22686.6	22585.7	22559.8	22555.7	22522.4	22436.8	22421.2	22418.7	22351.4	22292.6	22283.4	22282	22188.2	22151.5	22146.1	22138.2	22034.3	22012.3	22009.2	21969.9	21887.1	21874.2	21872.4	21798.5	21744.2	21736.7	21735.7	21636.9	21604	21599.7	21590	21484.7	21465.3	21462.8	21419.4	21338.9	21327.5	21326.1	21248.6	21196.9	21190.3	21189.4	21088.5	21057.3	21053.4	21042.9	20937.6	20918.9	20916.6	20872.4	20792.5	20781.3	20779.9	20702.9	20650.9	20644.2	20643.3	20543.8	20511.5	20507.2	20497.8	20393.3	20373.2	20370.5	20330.2	20248.3	20235.6	20233.8	20162.5	20106.7	20098.4	20097.1	20003.9	19967	19961.4	19954.4	19853.2	19828.5	19824.6	19792.7	19707.6	19690.7	19687.9	19628.2	19565.3	19553.3	19551.2	19470.3	19425	19416.3	19411.6	19318.9	19286.1	19279.4	19258.5	19172.4	19147.9	19142.6	19099.7	19029.2	19010.3	19005.9	18943.7	18888.1	18873.1	18868.4	18792.6	18748.6	18736.1	18724.2	18645.6	18610	18599.3	18573.7	18501.6	18472.1	18462.7	18422.6	18360	18334.8	18326.1	18273.8	18220	18197.9	18187.7	18127.8	18081.2	18061.4	18045.8	17984.4	17943.5	17925.2	17901.9	17843.1	17806.5	17789.3	17758.1	17703.5	17670.2	17653.5	17615.7	17565.3	17534.5	17517	17474.7	17428.3	17399.3	17379.6	17335.3	17292.2	17264.7	17241.9	17197.4	17157	17130.5	17104.4	17060.8	17022.7	17018.6
0.18	47023.3	47023.3	47023.3	47023.3	47023.3	47023.2	47022.9	47021.9	47019.9	47016.9	47012.5	47006.7	46999.4	46990.7	46980.6	46969	46956.2	46942.1	46926.9	46910.6	46893.4	46875.2	46856.2	46836.4	46815.9	46794.7	46772.9	46750.4	46727.5	46704	46679.9	46655.4	46630.5	46605.1	46579.3	46553.1	46526.5	46499.4	46472	46444.2	46416.1	46387.5	46358.6	46329.3	46299.6	46269.5	46239	46208.1	46176.9	46145.2	46113.1	46080.6	46047.7	46014.3	45980.4	45946.2	45911.4	45876.2	45840.5	45804.3	45767.6	45730.4	45692.7	45654.4	45615.6	45576.3	45536.4	45495.9	45454.9	45413.3	45371.1	45328.4	45285.1	45241.2	45196.7	45151.7	45106	45059.9	45013.2	44966	44918.3	44870.1	44821.4	44772.2	44722.7	44672.8	44622.5	44571.9	44521.1	44469.9	44418.5	44367.1	44315.4	44263.6	44211.8	44160.1	44108.3	44056.5	44005.1	43953.6	43902.1	43851.1	43800.5	43749.6	43699	43649.3	43599.5	43549.5	43500.5	43452	43403.1	43354.4	43307.2	43259.7	43211.6	43164.8	43119.1	43072.2	43025.4	42980.8	42935.8	42889.4	42844.5	42801.6	42756.6	42711.2	42668.7	42626.3	42581.2	42537.5	42497.1	42454.1	42409.3	42368.3	42328.6	42284.5	42241.1	42202.9	42162.2	42117.6	42076.7	42040.1	41997.3	41953.4	41915.9	41878.6	41834.1	41792.3	41757.9	41717.7	41672.8	41634.4	41601	41557.5	41514	41479.6	41444.1	41398.5	41357.8	41326.8	41286.9	41241.1	41204.5	41174.2	41129.8	41086	41053.8	41020.6	40973.5	40933.2	40904.9	40866	40818.8	40783	40755.8	40711.1	40666.2	40635	40605.1	40556.7	40515.7	40488.8	40452.7	40403.8	40367.4	40342.9	40299.5	40252.6	40221.1	40195.1	40146.5	40103.5	40076.5	40045.1	39994.6	39956.4	39932.9	39893.6	39844.4	39811	39788.3	39741.7	39695.9	39667.2	39641.3	39590.6	39549.3	39524.7	39491.8	39440.4	39403.6	39381.7	39340.4	39291.2	39259.2	39237.1	39189.1	39143.8	39116	39090	39038.7	38997.9	38973.9	38940.9	38889.7	38853.5	38831.9	38790.9	38742.2	38710.3	38688.4	38641.2	38596.1	38568.1	38542.5	38492.3	38451.3	38426.8	38394.9	38344.5	38307.8	38285.6	38246.4	38198	38165.3	38143.1	38098	38052.8	38023.6	37998.6	37950.3	37908.7	37882.7	37852.4	37803.4	37765.6	37742	37705.3	37657.5	37623.3	37600.4	37558	37512.7	37481.8	37457	37411	37368.7	37341	37312.1	37264.7	37225.7	37200.4	37166	37119	37083.3	37059.2	37019.4	36974.1	36941.7	36916.6	36872.8	36830	36800.5	36772.3	36726.5	36686.5	36659.6	36626.7	36580.5	36543.6	36518.3	36480.3	36435.1	36401.2	36375.7	36333.4	36290.2	36259.3	36231.3	36186.4	36145.8	36117.7	36085.4	36039.6	36001.9	35975.7	35938.4	35893.2	35858.5	35832.4	35790.6	35747.1	35715.6	35687.4	35642.6	35601.5	35572.9	35540.5	35494.5	35456.5	35430	35392.3	35346.7	35311.9	35285.7	35243.2	35199.4	35167.9	35139.4	35093.6	35052.5	35024.4	34991	34944.1	34906.4	34880.4	34841.1	34794.9	34760.9	34734.8	34690.2	34646.3	34616.2	34586.8	34539	34498.5	34472	34436.5	34388.1	34351.7	34327.1	34284.5	34237.9	34205.9	34180	34131.8	34088.6	34061.1	34029.8	33979.3	33940.6	33916.8	33877.1	33827.5	33794	33771.1	33723.1	33677	33648.7	33621.8	33569.1	33528.1	33504.7	33468.9	33415.9	33380.9	33360.6	33313.9	33264.4	33235.4	33213.2	33158.4	33114.9	33091.5	33060.9	33004	32967.4	32948.8	32905.1	32851.5	32822	32804.3	32748.2	32701.5	32678.4	32653.8	32592.4	32554	32536.4	32497.8	32439.1	32408.8	32394.7	32339.6	32288.7	32265.6	32247.9	32182.3	32141.2	32124.2	32093	32027.8	31996.3	31984	31933.5	31876.9	31853.5	31842.1	31774.4	31729.2	31712.5	31690.8	31618.4	31584.5	31572.9	31531.1	31466.5	31442.1	31434	31369.8	31318.5	31301.5	31289.8	31211.6	31173.8	31162.2	31132.8	31058.2	31031.5	31023.9	30969.7	30909.3	30891.1	30885.4	30808.5	30764.1	30752	30737.1	30652.6	30621.7	30613.9	30575.1	30502	30481.3	30476.3	30410.6	30355.8	30342.3	30337.5	30250.9	30212.9	30204.1	30184.6	30097.5	30072.2	30066.6	30019.2	29949.5	29932.9	29929.4	29854.9	29805.3	29794.7	29789.8	29697.2	29663.9	29657.1	29633.3	29546	29524.2	29519.9	29466.4	29399.7	29385.7	29383	29303	29256.9	29247.9	29242.6	29146.9	29116.3	29110.5	29084	28997.2	28977.2	28973.5	28916.9	28852	28839	28836.7	28754.5	28709.9	28701.5	28696	28599.5	28569.7	28564.3	28537.1	28450.5	28430.9	28427.3	28370.6	28305.8	28292.8	28290.5	28208.9	28163.9	28155.3	28150	28054.4	28023.9	28018.1	27992.1	27905.5	27885.1	27881.2	27826.7	27760.8	27747	27744.3	27665.5	27618.8	27609.4	27604.4	27510.9	27478.6	27472.2	27448.5	27361.8	27339.6	27335.2	27284.4	27216.7	27201.4	27198.3	27123.5	27074.4	27063.7	27059	26968.5	26933.8	26926.4	26905.3	26818.8	26794.5	26789.3	26742.6	26673.1	26656.1	26652.4	26581.7	26530.2	26518.2	26513.6	26426.2	26389.2	26380.7	26361.8	26275.8	26249.5	26243.5	26200.2	26129.4	26110.7	26106.4	26039.3	25985.8	25972.6	25967.9	25883.2	25844.2	25834.9	25817.4	25731.9	25704.1	25697.5	25656.4	25584.8	25565.1	25560.4	25495.2	25440.6	25426.7	25422	25338.3	25298.6	25288.9	25271.8	25186.5	25158.2	25151.4	25110.6	25038.7	25018.9	25014.2	24948.7	24894.2	24880.4	24875.7	24791.3	24752	24742.5	24724.9	24639	24611.5	24605	24562.4	24491	24472.2	24467.8	24399.6	24346.5	24333.7	24329	24241.8	24204.4	24195.9	24176.3	24089.5	24064.1	24058.5	24011.7	23941.9	23925	23921.3	23848	23797.8	23786.7	23781.9	23690.3	23656.2	23649.1	23626	23538.6	23516.3	23511.8	23458.9	23391.9	23377.6	23374.8	23294.7	23248.6	23239.7	23234.3	23137.7	23107.8	23102.3	23074.1	22987.3	22968.5	22965.2	22904.7	22841.8	22830.3	22828.4	22740.8	22699.7	22692.8	22686.1	22585.2	22559.7	22555.6	22521.3	22436.5	22421.1	22418.7	22350.4	22292.4	22283.4	22282	22187.6	22151.4	22146.1	22137.5	22033.9	22012.2	22009.2	21968.8	21886.8	21874.1	21872.4	21797.6	21744.1	21736.7	21735.7	21636.4	21603.9	21599.6	21589.2	21484.4	21465.3	21462.8	21418.2	21338.7	21327.5	21326.1	21247.7	21196.8	21190.3	21189.4	21088	21057.2	21053.4	21042.2	20937.2	20918.9	20916.6	20871.3	20792.3	20781.3	20779.9	20702	20650.8	20644.1	20643.2	20543.3	20511.4	20507.2	20497	20393	20373.1	20370.5	20329	20248.1	20235.5	20233.8	20161.6	20106.5	20098.3	20097.1	20003.3	19966.9	19961.4	19953.8	19852.7	19828.4	19824.6	19791.6	19707.3	19690.6	19687.9	19627.2	19565.1	19553.3	19551.2	19469.5	19424.9	19416.2	19411.2	19318.3	19285.9	19279.3	19257.5	19172	19147.8	19142.6	19098.6	19028.8	19010.2	19005.9	18942.7	18887.8	18873	18868.2	18791.7	18748.3	18736	18723.5	18644.8	18609.8	18599.2	18572.6	18501	18471.9	18462.6	18421.5	18359.4	18334.6	18326	18272.7	18219.5	18197.7	18187.3	18126.8	18080.8	18061.2	18045	17983.4	17943	17925	17900.9	17842.2	17806.1	17789.1	17757	17702.6	17669.8	17653.2	17614.5	17564.4	17534	17516.6	17473.5	17427.4	17398.8	17378.9	17334.1	17291.3	17264.1	17241	17196.2	17156.1	17129.9	17103.3	17059.5	17021.7	17017.7
